0.6399997, 0, 0, 32.26041, 7.94158, 0, 584.8758, -3020.979, -3.780864, 0.01823969, 0.1523926, 33.85372, 3.635294, 2.722511, 103.352
 
0.6499997, -0.1441463, 0, 32.64251, 7.945052, 1.483885968440749529141, 603.0618, -3021.449, -3.780864, 0.01823969, 0.1523926, 34.37657, 3.635294, 2.722245, 103.388
 
0.6599997, -0.1459522, -0.001441463, 33.02367, 7.94728, 1.462495834601344740753, 621.5367, -3021.919, -3.780864, 0.01823969, 0.1523926, 34.89975, 3.635294, 2.72198, 103.424
 
0.6699997, -0.1477282, -0.002900985, 33.40515, 7.949507, 1.441559110394660346312, 640.3012, -3022.389, -3.780864, 0.01823969, 0.1523926, 35.42324, 3.635294, 2.721714, 103.46
 
0.6799996, -0.1494731, -0.004378267, 33.78569, 7.950497, 1.421052169016013645389, 659.3553, -3022.859, -3.780864, 0.01823969, 0.1523926, 35.94706, 3.635294, 2.721449, 103.496
 
0.6899996, -0.1511849, -0.005872998, 34.16903, 7.953969, 1.400946883316972851759, 678.6995, -3023.33, -3.780864, 0.01823969, 0.1523926, 36.47119, 3.635294, 2.721183, 103.532
 
0.6999996, -0.1528622, -0.007384847, 34.55142, 7.956199, 1.381221876664729807891, 698.3341, -3023.801, -3.780864, 0.01823969, 0.1523926, 36.99563, 3.635294, 2.720917, 103.568
 
0.7099996, -0.1545033, -0.008913469, 34.93288, 7.957186, 1.361854647340539084805, 718.2596, -3024.271, -3.780864, 0.01823969, 0.1523926, 37.52039, 3.635294, 2.720652, 103.604
 
0.7199996, -0.1561061, -0.0104585, 35.31711, 7.96066, 1.342826068883467067868, 738.4761, -3024.742, -3.780864, 0.01823969, 0.1523926, 38.04545, 3.635294, 2.720386, 103.64
 
0.7299996, -0.1576694, -0.01201956, 35.70041, 7.962891, 1.324114764660705599549, 758.9842, -3025.213, -3.780864, 0.01823969, 0.1523926, 38.57082, 3.635294, 2.720121, 103.676
 
0.7399996, -0.1591915, -0.01359626, 36.08275, 7.963878, 1.305703858383195608113, 779.7842, -3025.684, -3.780864, 0.01823969, 0.1523926, 39.09649, 3.635294, 2.719855, 103.7121
 
0.7499996, -0.1606699, -0.01518817, 36.46788, 7.967353, 1.287574223590003478927, 800.8763, -3026.155, -3.780864, 0.01823969, 0.1523926, 39.62247, 3.635294, 2.719589, 103.7481
 
0.7599996, -0.1621034, -0.01679487, 36.85205, 7.969585, 1.269710109078007411705, 822.261, -3026.627, -3.780864, 0.01823969, 0.1523926, 40.14875, 3.635294, 2.719324, 103.7841
 
0.7699996, -0.1634897, -0.0184159, 37.23652, 7.971817, 1.252093513472211063263, 843.9388, -3027.098, -3.780864, 0.01823969, 0.1523926, 40.67533, 3.635294, 2.719058, 103.8201
 
0.7799996, -0.1648274, -0.0200508, 37.62003, 7.972805, 1.234712060827304447662, 865.9097, -3027.57, -3.780864, 0.01823969, 0.1523926, 41.20221, 3.635294, 2.718793, 103.8561
 
