Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,S,0,0,0,0,0,0,124.29,0,0,110.18,130.746,3.427672,0,0,0,0,0,0,89.9999,89.9999,0,0
0.010,S,0.010,0.010,0,0.4698357,0,45.32666,124.29,0,0,110.179,130.746,3.427838,0,0,0,22.0049991607666,0,0,89.9999,89.9999,0,0
0.02,S,0.02,0.01969089,0,0.4672578,0,89.81968,124.2892,0.05222319,0,110.178,130.746,3.428004,0,0,0,22.0049991607666,0,0,89.9999,89.9999,0,0
0.03,S,0.03,0.01969089,0,0.4672578,0,134.3127,124.2867,0.05222319,0,110.177,130.746,3.42817,2.58190213440681,2.58190213369422,0.0000606604888863235,22.0050149144192,0.02581902,0.0000006066049,89.9999,89.9999,0.0001290951,0.000000003033024
0.04,S,0.04,0.01969091,0,0.4672578,0,178.8057,124.2825,0.05222327,0,110.176,130.746,3.428336,14.1013235169416,14.1013235167103,0.0000807656746612328,22.0056329907443,0.1668323,0.000001414262,89.9999,89.9999,0.001092352,0.00000001313736
0.05,S,0.05,0.01969146,0,0.4672569,0,223.2987,124.2767,0.0522261,0,110.175,130.746,3.428502,25.6222705169343,25.6222705167357,0.000100873516791003,22.0090679092611,0.423055,0.000002422997,89.9999,89.9999,0.004041788,0.00000003232365
0.05999999,S,0.05999999,0.01969454,0,0.4672522,0,267.7917,124.2693,0.05224185,0,110.174,130.746,3.428668,37.1452224179682,37.1452224177712,0.000120984862219319,22.0193412625754,0.7945072,0.000003632846,89.9999,89.9999,0.0101296,0.00000006260287
0.06999999,S,0.06999999,0.01970373,0,0.4672379,0,312.2848,124.2602,0.05228904,0,110.173,130.746,3.428834,48.6706438708812,48.6706438706767,0.000141100518430387,22.0422711933013,1.281214,0.000005043851,89.9999,89.9999,0.0205082,0.0000001059863
0.07999999,S,0.07999999,0.01972425,0,0.4672062,0,356.7778,124.2494,0.05239442,0,110.172,130.746,3.429,60.1989463515889,60.198946351373,0.000161221200118507,22.0854417729036,1.883204,0.000006656063,89.9999,89.9999,0.03633029,0.0000001644859
0.08999999,S,0.08999999,0.01976288,0,0.4671463,0,401.2708,124.237,0.05259312,0,110.171,130.746,3.429166,71.7306324690782,71.730632468849,0.000181347787968212,22.1581364981346,2.60051,0.00000846954,89.9999,89.9999,0.05874886,0.0000002401139
0.09999999,S,0.09999999,0.01982793,0,0.4670453,0,445.7639,124.2229,0.05292841,0,110.17,130.746,3.429332,83.2661368720276,83.2661368717839,0.00020148104060344,22.2712171332625,3.433171,0.00001048435,89.9999,89.9999,0.08891727,0.0000003348834
0.11,S,0.11,0.01992912,0,0.4668876,0,490.257,124.2071,0.05345192,0,110.169,130.746,3.429498,94.8059192571714,94.8059192569123,0.00022162176032778,22.4369276713736,4.38123,0.00001270057,89.9999,89.9999,0.1279893,0.000000450808
0.12,S,0.12,0.02007741,0,0.4666554,0,534.7502,124.1897,0.05422328,0,110.1681,130.746,3.429664,106.350411867292,106.350411867017,0.000241770701547433,22.6686078476781,5.444734,0.00001511828,89.9999,89.9999,0.1771191,0.0000005899022
0.13,S,0.13,0.02028473,0,0.4663287,0,579.2433,124.1707,0.05531004,0,110.1671,130.746,3.42983,117.900071209688,117.900071209397,0.000261928657567945,22.9803094147754,6.623734,0.00001773757,89.9999,89.9999,0.2374614,0.0000007541815
0.14,S,0.14,0.02056365,0,0.4658855,0,623.7366,124.1499,0.05678745,0,110.1661,130.746,3.429996,129.455372336878,129.455372336571,0.000282096464431432,23.3863245871929,7.918288,0.00002055853,89.9999,89.9999,0.3101715,0.000000945662
0.15,S,0.15,0.02092698,0,0.4653029,0,668.2299,124.1276,0.05873816,0,110.1651,130.746,3.430162,141.016712457574,141.01671245725,0.000302274808459513,23.9006505887399,9.328455,0.00002358128,89.9999,89.9999,0.3964052,0.000001166361
0.16,S,0.16,0.02138722,0,0.4645573,0,712.7232,124.1035,0.06125174,0,110.1641,130.746,3.430328,152.584541976424,152.584541976083,0.000322464479225914,24.5364422091819,10.8543,0.00002680592,89.9999,89.9999,0.497319,0.000001418297
0.17,S,0.17,0.02195616,0,0.4636263,0,757.2166,124.0778,0.06442431,0,110.1631,130.746,3.430494,164.159320966422,164.159320966064,0.000342666276256966,25.3055050432545,12.49589,0.00003023258,89.9999,89.9999,0.6140699,0.000001703489
0.18,S,0.18,0.02264436,0,0.4624898,0,757.0698,124.0505,0.06835802,0,110.1621,130.746,3.43066,164.163509591966,164.163509591608,0.000342673588115601,26.1551322145979,14.13752,0.00003365931,89.9999,89.9999,0.747237,0.000002022949
0.19,S,0.19,0.02340465,0,0.4612257,0,756.9229,124.0223,0.07282545,0,110.1611,130.746,3.430826,164.168870261882,164.168870261524,0.000342682944171073,27.07776003387,15.77921,0.00003708614,89.9999,89.9999,0.8968206,0.000002376676
0.2,S,0.2,0.02423027,0,0.459848,0,756.7761,123.9941,0.07782049,0,110.1601,130.746,3.430992,164.174072191631,164.174072191273,0.000342692023135085,28.0661944329679,17.42095,0.00004051306,89.9999,89.9999,1.062821,0.000002764672
0.21,S,0.21,0.02511477,0,0.4583714,0,756.6295,123.966,0.08333685,0,110.1591,130.746,3.431158,164.179204545414,164.179204545056,0.00034270098066608,29.1137420847476,19.06274,0.00004394007,89.9999,89.9999,1.24524,0.000003186938
0.22,S,0.22,0.02605218,0,0.4568108,0,756.4828,123.9378,0.08936819,0,110.1581,130.746,3.431324,164.184177558288,164.18417755793,0.000342709660075884,30.2142632819774,20.70458,0.00004736716,89.9999,89.9999,1.444076,0.000003643474
0.23,S,0.23,0.02703699,0,0.4551809,0,756.3361,123.9097,0.09590834,0,110.1571,130.746,3.43149,164.189008571454,164.189008571096,0.00034271809163059,31.3621897352155,22.34647,0.00005079434,89.9999,89.9999,1.659332,0.000004134281
0.24,S,0.24,0.02806422,0,0.4534953,0,756.1896,123.8815,0.1029512,0,110.1561,130.746,3.431656,164.193746620981,164.193746620623,0.000342726360914267,32.5525143220753,23.98841,0.0000542216,89.9999,89.9999,1.891006,0.000004659361
0.25,S,0.25,0.0291294,0,0.4517668,0,756.0432,123.8534,0.1104909,0,110.1551,130.746,3.431822,164.198357756207,164.198357755849,0.000342734408690632,33.7807551240424,25.63039,0.00005764894,89.9999,89.9999,2.1391,0.000005218714
0.26,S,0.26,0.0302285,0,0.4500067,0,755.8967,123.8252,0.1185218,0,110.1541,130.746,3.431988,164.202847076742,164.202847076384,0.000342742243841367,35.0429389277779,27.27242,0.00006107636,89.9999,89.9999,2.403614,0.000005812341
0.27,S,0.27,0.03135799,0,0.4482252,0,755.7503,123.7971,0.1270384,0,110.1531,130.746,3.432154,164.20721218773,164.207212187372,0.000342749862205466,36.3355275019418,28.91449,0.00006450386,89.9999,89.9999,2.684549,0.000006440242
0.28,S,0.28,0.03251469,0,0.4464313,0,755.604,123.769,0.1360355,0,110.1521,130.746,3.43232,164.211461804018,164.21146180366,0.000342757278955561,37.6553951153376,30.5566,0.00006793143,89.9999,89.9999,2.981904,0.000007102418
0.29,S,0.29,0.0336958,0,0.4446324,0,755.4577,123.7408,0.145508,0,110.1511,130.746,3.432486,164.215599913127,164.215599912769,0.000342764504569902,38.9997855650635,32.19876,0.00007135908,89.9999,89.9999,3.295681,0.000007798871
0.3,S,0.3,0.03489886,0,0.4428352,0,755.3115,123.7127,0.1554514,0,110.1501,130.746,3.432652,164.219639006963,164.219639006605,0.000342771553889598,40.3662464586395,33.84096,0.0000747868,89.9999,89.9999,3.625879,0.0000085296
0.31,S,0.31,0.03612167,0,0.4410451,0,755.1653,123.6846,0.1658609,0,110.1491,130.746,3.432818,164.223534348071,164.223534347713,0.000342778352275688,41.7526156370509,35.4832,0.00007821459,89.9999,89.9999,3.9725,0.000009294607
0.32,S,0.32,0.03736231,0,0.4392666,0,755.0193,123.6565,0.1767324,0,110.1481,130.746,3.432984,164.227343009916,164.227343009558,0.000342784999377807,43.1569705131941,37.12547,0.00008164244,89.9999,89.9999,4.335544,0.00001009389
0.33,S,0.33,0.03861905,0,0.4375036,0,754.8732,123.6284,0.1880616,0,110.1471,130.746,3.43315,164.231022126986,164.231022126628,0.000342791420362682,44.5776232895754,38.76778,0.00008507036,89.9999,89.9999,4.71501,0.00001092746
0.3399999,S,0.3399999,0.03989037,0,0.4357589,0,754.7272,123.6003,0.1998446,0,110.1461,130.746,3.433316,164.23458848444,164.234588484082,0.000342797644525932,46.0130686816416,40.41013,0.00008849833,89.9999,89.9999,5.110899,0.0000117953
0.3499999,S,0.3499999,0.04117494,0,0.4340352,0,754.5813,123.5722,0.2120779,0,110.1451,130.746,3.433482,164.238055108275,164.238055107917,0.000342803694621044,47.4619598315667,42.05251,0.00009192637,89.9999,89.9999,5.523212,0.00001269742
0.3599999,S,0.3599999,0.04247155,0,0.4323344,0,754.4354,123.5441,0.2247577,0,110.1441,130.746,3.433648,164.241410755621,164.241410755263,0.000342809551006655,48.9231051593318,43.69492,0.00009535447,89.9999,89.9999,5.95195,0.00001363383
0.3699999,S,0.3699999,0.04377912,0,0.4306579,0,754.2896,123.5161,0.2378807,0,110.1432,130.746,3.433814,164.244640283379,164.244640283021,0.000342815187253059,50.3954417310533,45.33736,0.00009878263,89.9999,89.9999,6.397111,0.00001460451
0.3799999,S,0.3799999,0.04509673,0,0.4290068,0,754.1437,123.488,0.2514436,0,110.1422,130.746,3.43398,164.247760385701,164.247760385343,0.000342820632497034,51.8780286132617,46.97984,0.0001022108,89.9999,89.9999,6.858697,0.00001560948
0.3899999,S,0.3899999,0.0464235,0,0.4273821,0,753.998,123.4599,0.2654434,0,110.1412,130.746,3.434146,164.250799833826,164.250799833468,0.00034282593697272,53.3700061530397,48.62235,0.0001056391,89.9999,89.9999,7.336708,0.00001664873
0.3999999,S,0.3999999,0.04775869,0,0.4257841,0,753.8524,123.4319,0.2798772,0,110.1402,130.746,3.434312,164.253741484039,164.253741483681,0.000342831074229614,54.870601869741,50.26488,0.0001090674,89.9999,89.9999,7.831144,0.00001772226
0.4099999,S,0.4099999,0.04910159,0,0.4242133,0,753.7068,123.4038,0.2947419,0,110.1392,130.746,3.434478,164.256549730774,164.256549730416,0.000342835975145468,56.3791477810764,51.90745,0.0001124958,89.9999,89.9999,8.342006,0.00001883008
0.4199999,S,0.4199999,0.05045162,0,0.4226698,0,753.5612,123.3758,0.310035,0,110.1382,130.746,3.434644,164.259263418971,164.259263418613,0.000342840711025362,57.8950165809218,53.55005,0.0001159242,89.9999,89.9999,8.869293,0.00001997218
0.4299999,S,0.4299999,0.05180821,0,0.4211536,0,753.4157,123.3477,0.3257538,0,110.1372,130.746,3.43481,164.261871031172,164.261871030814,0.000342845261748657,59.4176410043394,55.19267,0.0001193527,89.9999,89.9999,9.413007,0.00002114856
0.4399998,S,0.4399998,0.05317086,0,0.4196647,0,753.2703,123.3197,0.3418959,0,110.1362,130.746,3.434976,164.264373116607,164.264373116249,0.000342849628273923,60.9465163440622,56.83531,0.0001227812,89.9999,89.9999,9.973146,0.00002235923
0.4499998,S,0.4499998,0.05453911,0,0.4182027,0,753.1249,123.2916,0.3584588,0,110.1352,130.746,3.435142,164.266770251498,164.26677025114,0.000342853811606848,62.4811946704818,58.47798,0.0001262097,89.9999,89.9999,10.54971,0.00002360419
0.4599998,S,0.4599998,0.05591255,0,0.4167673,0,752.9796,123.2636,0.3754399,0,110.1342,130.746,3.435308,164.269075219505,164.269075219147,0.00034285783407801,64.0212515865812,60.12067,0.0001296383,89.9999,89.9999,11.14271,0.00002488343
0.4699998,S,0.4699998,0.05729081,0,0.4153583,0,752.8343,123.2356,0.3928374,0,110.1332,130.746,3.435474,164.271276253472,164.271276253114,0.000342861675130947,65.5663095909908,61.76338,0.0001330669,89.9999,89.9999,11.75213,0.00002619695
0.4799998,S,0.4799998,0.05867357,0,0.4139752,0,752.689,123.2076,0.410649,0,110.1322,130.746,3.43564,164.273368162356,164.273368161998,0.000342865329201716,67.1160247674657,63.40611,0.0001364956,89.9999,89.9999,12.37797,0.00002754477
0.4899998,S,0.4899998,0.0600605,0,0.4126175,0,752.5438,123.1796,0.4288726,0,110.1312,130.746,3.435806,164.275359121125,164.275359120767,0.000342868803585723,68.6700832492064,65.04886,0.0001399243,89.9999,89.9999,13.02025,0.00002892686
0.4999998,S,0.4999998,0.06145132,0,0.4112848,0,752.3987,123.1516,0.4475059,0,110.1302,130.746,3.435971,164.277247680888,164.27724768053,0.000342872099230611,70.2281981052339,66.69163,0.000143353,89.9999,89.9999,13.67895,0.00003034325
0.5099998,S,0.5099998,0.06284579,0,0.4099766,0,752.2537,123.1236,0.4665474,0,110.1292,130.746,3.436137,164.279066038688,164.27906603833,0.000342875272330812,71.7901065933594,68.33442,0.0001467817,89.9999,89.9999,14.35408,0.00003179393
0.5199998,S,0.5199998,0.06424367,0,0.4086922,0,752.1087,123.0956,0.4859952,0,110.1282,130.746,3.436304,164.280750867915,164.280750867557,0.000342878212360526,73.355567732277,69.97723,0.0001502105,89.9999,89.9999,15.04564,0.00003327889
0.5299998,S,0.5299998,0.06564473,0,0.4074313,0,751.9637,123.0676,0.5058472,0,110.1272,130.746,3.43647,164.282346718749,164.282346718391,0.000342880997093403,74.9243505928252,71.62005,0.0001536393,89.9999,89.9999,15.75363,0.00003479814
0.5399998,S,0.5399998,0.06704876,0,0.4061932,0,751.8188,123.0396,0.5261016,0,110.1262,130.746,3.436635,164.283825840621,164.283825840263,0.000342883578076629,76.4962610315638,73.26289,0.0001570681,89.9999,89.9999,16.47804,0.00003635167
0.5499998,S,0.5499998,0.06845561,0,0.4049774,0,751.674,123.0116,0.546757,0,110.1252,130.746,3.436801,164.285230686395,164.285230686037,0.000342886032906134,78.0711113961265,74.90575,0.000160497,89.9999,89.9999,17.21888,0.0000379395
0.5599998,S,0.5599998,0.06986511,0,0.4037834,0,751.5292,122.9836,0.5678115,0,110.1242,130.746,3.436967,164.286537469217,164.286537468859,0.000342888313082314,79.6487093141053,76.54861,0.0001639259,89.9999,89.9999,17.97615,0.00003956161
0.5699998,S,0.5699998,0.07127708,0,0.4026107,0,751.3844,122.9557,0.5892634,0,110.1232,130.746,3.437134,164.287716387098,164.28771638674,0.000342890370053917,81.2289043257881,78.19148,0.0001673548,89.9999,89.9999,18.74986,0.00004121802
0.5799997,S,0.5799997,0.07269137,0,0.4014587,0,751.2398,122.9277,0.6111112,0,110.1222,130.746,3.437299,164.288840160365,164.288840160007,0.000342892330779732,82.811557995134,79.83437,0.0001707837,89.9999,89.9999,19.53998,0.00004290871
0.5899997,S,0.5899997,0.07410789,0,0.4003269,0,751.0952,122.8997,0.6333535,0,110.1212,130.746,3.437465,164.289861135902,164.289861135544,0.000342894112089378,84.3965235175301,81.47727,0.0001742126,89.9999,89.9999,20.34654,0.00004463369
0.5999997,S,0.5999997,0.07552648,0,0.3992148,0,750.9506,122.8718,0.6559886,0,110.1202,130.746,3.437631,164.290749498507,164.290749498149,0.000342895665413303,85.9836736208447,83.12018,0.0001776416,89.9999,89.9999,21.16953,0.00004639296
0.6099997,S,0.6099997,0.07694705,0,0.3981218,0,750.8061,122.8439,0.6790152,0,110.1192,130.746,3.437797,164.291573425393,164.291573425035,0.000342897102770476,87.5728804103365,84.76309,0.0001810706,89.9999,89.9999,22.00895,0.00004818652
0.6199997,S,0.6199997,0.07836947,0,0.3970476,0,750.6616,122.8159,0.7024318,0,110.1183,130.746,3.437963,164.292295574199,164.292295573841,0.000342898362491091,89.164043605293,86.40601,0.0001844996,89.9999,89.9999,22.86479,0.00005001437
0.6299997,S,0.6299997,0.07979364,0,0.3959916,0,750.5172,122.788,0.726237,0,110.1173,130.746,3.438129,164.292907686536,164.292907686178,0.000342899430123594,90.7570608490689,88.04894,0.0001879286,89.9999,89.9999,23.73707,0.00005187651
0.6399997,S,0.6399997,0.08121949,0,0.3949533,0,750.3729,122.76,0.7504293,0,110.1163,130.746,3.438295,164.293434591056,164.293434590698,0.000342900349040086,92.3518367315124,89.69188,0.0001913576,89.9999,89.9999,24.62577,0.00005377294
0.6499997,S,0.6499997,0.08264692,0,0.3939323,0,750.2286,122.7321,0.7750082,0,110.1153,130.746,3.438461,164.293874416218,164.29387441586,0.000342901119464825,93.9482724965897,91.33482,0.0001947866,89.9999,89.9999,25.5309,0.00005570367
0.6599997,S,0.6599997,0.08407585,0,0.3929282,0,750.0843,122.7042,0.7999713,0,110.1143,130.746,3.438627,164.294191161376,164.294191161018,0.000342901671546228,95.5462946730304,92.97777,0.0001982156,89.9999,89.9999,26.45247,0.00005766868
0.6699997,S,0.6699997,0.08550623,0,0.3919404,0,749.9401,122.6763,0.8253178,0,110.1133,130.746,3.438793,164.294439495444,164.294439495086,0.000342902104227419,97.1458059999934,94.62071,0.0002016446,89.9999,89.9999,27.39046,0.00005966798
0.6799996,S,0.6799996,0.08693794,0,0.3876958,0,749.796,122.6484,0.8439221,0,110.1123,130.746,3.438959,164.296444332202,164.296444331844,0.000342905602564714,98.7467726082364,96.26368,0.0002050737,89.9999,89.9999,28.34488,0.00006170157
0.6899996,S,0.6899996,0.08837098,0,0.388047,0,749.6519,122.6205,0.8727359,0,110.1113,130.746,3.439125,164.29579097686,164.295790976502,0.000342904461462372,100.34908729232,97.90664,0.0002085027,89.9999,89.9999,29.31573,0.00006376945
0.6999996,S,0.6999996,0.08980523,0,0.3883709,0,749.5079,122.5926,0.9020189,0,110.1103,130.746,3.439291,164.295028255402,164.295028255044,0.000342903132974484,101.952686008719,99.54959,0.0002119317,89.9999,89.9999,30.30301,0.00006587162
0.7099996,S,0.7099996,0.09124065,12.26837,0.3886692,0,749.364,122.5647,0.9317698,0,110.1093,130.746,3.439457,164.294100000357,164.2941,0.0003427245,103.55747931611,101.1925,0.0002153589,89.9999,89.99988,31.31494,0.00006800808
0.7199996,S,0.7199996,0.09267715,12.06512,1.267824,3.913274,749.22,122.5368,3.135755,9.979297,110.1083,115.7571,0.9414696,163.742117068591,163.7224,-2.540992,105.152551145519,102.8297,-0.02519456,89.99973,90.01404,32.34324,-0.00005688792
0.7299996,S,0.7299996,0.09410498,11.86748,1.23446,3.828364,749.0762,122.5089,3.147932,10.06117,110.1073,115.9108,0.9672487,163.745356258713,163.7253,-2.562779,106.748859829971,104.4669,-0.05082235,89.99923,90.02787,33.38791,-0.0004369725
0.7399996,S,0.7399996,0.09553391,11.67519,1.202755,3.746335,748.9324,122.4811,3.160828,10.14223,110.1063,116.0622,0.9926528,163.748476492726,163.7281,-2.583181,108.346451590151,106.1042,-0.07665416,89.99837,90.0414,34.44895,-0.001074355
0.7499996,S,0.7499996,0.09696402,11.488,1.172601,3.667041,748.7887,122.4532,3.174428,10.22242,110.1053,116.2114,1.017691,163.751476857346,163.7308,-2.602173,109.945179914697,107.7415,-0.1026759,89.99715,90.0546,35.52636,-0.001971005
0.7599996,S,0.7599996,0.09839518,11.30567,1.143898,3.590344,748.645,122.4253,3.1887,10.30173,110.1043,116.3586,1.042377,163.754155577399,163.7332,-2.619673,111.544999003109,109.3788,-0.1288726,89.99556,90.0675,36.62015,-0.003128748
0.7699996,S,0.7699996,0.0998273,11.12798,1.116554,3.516113,748.5015,122.3975,3.203624,10.38013,110.1033,116.5036,1.066721,163.756711604009,163.7355,-2.635647,113.145963754181,111.0162,-0.1552291,89.99357,90.08012,37.73031,-0.004549256
0.7799996,S,0.7799996,0.1012605,10.95472,1.090481,3.444226,748.3579,122.3696,3.219184,10.45758,110.1023,116.6467,1.090735,163.759143715373,163.7377,-2.650047,114.747935438025,112.6536,-0.1817296,89.99118,90.09243,38.85685,-0.006234049
0.7899995,S,0.7899995,0.1026946,10.7857,1.065601,3.374565,748.2144,122.3418,3.235349,10.53402,110.1013,116.7879,1.114433,163.761350421532,163.7397,-2.662806,116.350875629187,114.291,-0.2083577,89.98838,90.10445,39.99976,-0.008184486
0.7999995,S,0.7999995,0.1041295,10.62071,1.041841,3.307029,748.0709,122.3139,3.252112,10.60947,110.1003,116.9272,1.13782,163.763330997826,163.7415,-2.673903,117.954748018104,115.9284,-0.2350967,89.98515,90.11619,41.15904,-0.01040176
0.8099995,S,0.8099995,0.1055654,10.45958,1.019133,3.241507,747.9276,122.2861,3.269442,10.68384,110.0993,117.0648,1.160911,163.765183603546,163.7432,-2.683247,119.559518317656,117.5658,-0.2619292,89.98148,90.12766,42.3347,-0.01288689
0.8199995,S,0.8199995,0.107002,10.30212,0.9974135,3.177905,747.7842,122.2583,3.287324,10.75712,110.0983,117.2006,1.183716,163.766907052599,163.7448,-2.690784,121.165252570604,119.2033,-0.288837,89.97735,90.13882,43.52673,-0.01564072
0.8299995,S,0.8299995,0.1084395,10.14819,0.9766223,3.116126,747.6409,122.2304,3.30574,10.82925,110.0973,117.3348,1.206248,163.768400550382,163.7462,-2.69648,122.771821794843,120.8408,-0.3158018,89.97276,90.14973,44.73514,-0.01866391
0.8399995,S,0.8399995,0.1098778,9.997614,0.9567081,3.056093,747.4977,122.2026,3.324676,10.9002,110.0963,117.4674,1.228512,163.769862955422,163.7476,-2.700279,124.379196988941,122.4783,-0.3428046,89.96769,90.16036,45.95993,-0.02195694
0.8499995,S,0.8499995,0.1113169,9.850256,0.9376181,2.997715,747.3545,122.1748,3.34411,10.96992,110.0953,117.5985,1.250522,163.770993137906,163.7487,-2.702118,125.987350696605,124.1158,-0.3698258,89.96213,90.17072,47.20108,-0.0255201
0.8599995,S,0.8599995,0.1127566,9.705969,0.919306,2.94092,747.2114,122.147,3.364027,11.03836,110.0944,117.7281,1.272287,163.772090067897,163.7498,-2.701941,127.596256915476,125.7533,-0.3968452,89.95606,90.18081,48.45862,-0.02935345
0.8699995,S,0.8699995,0.1141971,9.564622,0.9017277,2.885631,747.0682,122.1192,3.38441,11.10547,110.0934,117.8563,1.293817,163.773052727667,163.7508,-2.699685,129.205890997592,127.3908,-0.423842,89.94949,90.19063,49.73252,-0.03345689
0.8799995,S,0.8799995,0.1156382,9.426078,0.8848429,2.831781,746.9254,122.0914,3.405245,11.17122,110.0924,117.9831,1.31512,163.773880644106,163.7517,-2.695316,130.816229532592,129.0283,-0.4507952,89.94238,90.20017,51.02281,-0.03783007
0.8899994,S,0.8899994,0.1170799,9.29022,0.8686129,2.779303,746.7823,122.0636,3.426517,11.23554,110.0914,118.1086,1.336207,163.774472637527,163.7524,-2.688751,132.427250380066,130.6658,-0.4776827,89.93472,90.20946,52.32947,-0.04247246
0.8999994,S,0.8999994,0.1185223,9.156929,0.8530021,2.728133,746.6394,122.0358,3.448212,11.29839,110.0904,118.2329,1.357088,163.775028307042,163.7531,-2.679951,134.038932478791,132.3033,-0.5044822,89.92652,90.21848,53.6525,-0.04738329
0.9099994,S,0.9099994,0.1199653,9.026096,0.8379781,2.678216,746.4966,122.008,3.470316,11.35972,110.0894,118.356,1.37777,163.775447081405,163.7537,-2.668858,135.651255835446,133.9408,-0.5311708,89.91776,90.22722,54.99191,-0.05256155
0.9199994,S,0.9199994,0.1214089,8.897607,0.8235089,2.629491,746.3538,121.9803,3.492816,11.41947,110.0884,118.4779,1.398262,163.775628791089,163.7541,-2.655432,137.264201439169,135.5783,-0.5577251,89.90842,90.23569,56.34769,-0.05800603
0.9299994,S,0.9299994,0.1228531,8.771362,0.8095655,2.581906,746.2111,121.9525,3.515697,11.47759,110.0874,118.5988,1.418574,163.775772613228,163.7545,-2.639588,138.877751255735,137.2158,-0.5841209,89.89848,90.2439,57.71985,-0.06371526
0.9399994,S,0.9399994,0.1242979,8.647264,0.7961217,2.535413,746.0684,121.9247,3.538951,11.53402,110.0864,118.7187,1.438714,163.775778686301,163.7548,-2.62129,140.491888117342,138.8533,-0.6103338,89.88795,90.25185,59.10838,-0.06968753
0.9499994,S,0.9499994,0.1257431,8.525213,0.7831505,2.489957,745.9257,121.897,3.562561,11.58871,110.0854,118.8375,1.458691,163.775646784321,163.755,-2.600472,142.106595709897,140.4908,-0.6363385,89.87681,90.25951,60.51329,-0.07592089
0.9599994,S,0.9599994,0.127189,8.405113,0.7706288,2.445498,745.7831,121.8692,3.586516,11.6416,110.0844,118.9555,1.478514,163.77537692343,163.7551,-2.577074,143.721957399001,142.1284,-0.6621092,89.86503,90.26691,61.93457,-0.08241314
0.9699994,S,0.9699994,0.1286354,8.286886,0.7585336,2.401987,745.6406,121.8415,3.610809,11.69262,110.0834,119.0725,1.49819,163.774969227221,163.7551,-2.551033,145.337859593739,143.766,-0.6876195,89.85262,90.27404,63.37223,-0.08916178
0.9799994,S,0.9799994,0.1300823,8.170451,0.7468446,2.359387,745.4981,121.8137,3.635426,11.74171,110.0824,119.1888,1.517727,163.774524327508,163.7551,-2.522309,146.954288214615,145.4036,-0.7128426,89.83956,90.28088,64.82627,-0.09616409
0.9899994,S,0.9899994,0.1315297,8.055735,0.7355418,2.317656,745.3558,121.786,3.660357,11.7888,110.0814,119.3042,1.537134,163.773842685431,163.7549,-2.490838,148.571130904732,147.0411,-0.7377509,89.82584,90.28747,66.29668,-0.1034171
0.9999993,S,0.9999993,0.1329776,7.942646,0.7246076,2.276761,745.2134,121.7582,3.685591,11.83385,110.0804,119.4189,1.556417,163.773125244874,163.7547,-2.456579,150.188473778542,148.6786,-0.7623167,89.81145,90.29377,67.78347,-0.1109174
1.009999,S,1.009999,0.1344258,7.831117,0.7140234,2.23666,745.071,121.7305,3.711118,11.87678,110.0794,119.5329,1.575584,163.772272451078,163.7544,-2.419443,151.806304723523,150.3161,-0.7865111,89.79638,90.29979,69.28663,-0.1186615
1.019999,S,1.019999,0.1358746,7.721081,0.7037738,2.197323,744.9288,121.7028,3.736933,11.91754,110.0784,119.6463,1.594643,163.771385740538,163.7541,-2.379395,153.424612134112,151.9536,-0.8103051,89.78062,90.30553,70.80617,-0.1266456
1.029999,S,1.029999,0.1373238,7.612466,0.6938429,2.158716,744.7866,121.6751,3.763024,11.95605,110.0774,119.759,1.613601,163.770266598814,163.7536,-2.336388,155.043384959492,153.5911,-0.833669,89.76415,90.31099,72.34208,-0.1348655
1.039999,S,1.039999,0.1387734,7.505206,0.6842164,2.120809,744.6445,121.6474,3.789387,11.99226,110.0764,119.8712,1.632467,163.769116495452,163.7531,-2.290362,156.662612651427,155.2286,-0.8565726,89.74696,90.31616,73.89436,-0.1433167
1.049999,S,1.049999,0.1402235,7.39924,0.6748802,2.083569,744.5024,121.6197,3.816009,12.02609,110.0754,119.9829,1.651246,163.767837040267,163.7525,-2.241248,158.282285171185,156.8661,-0.8789851,89.72906,90.32104,75.46303,-0.1519945
1.059999,S,1.059999,0.141674,7.294508,0.6658226,2.046973,744.3603,121.592,3.842887,12.05748,110.0744,120.0941,1.669945,163.766430501688,163.7518,-2.189008,159.902392917233,158.5036,-0.9008752,89.71041,90.32565,77.04807,-0.1608938
1.069999,S,1.069999,0.1431248,7.190953,0.6570307,2.01099,744.2184,121.5643,3.870015,12.08636,110.0734,120.2049,1.688572,163.76499898785,163.7511,-2.133575,161.522926766548,160.1411,-0.9222109,89.69102,90.32995,78.64948,-0.1700092
1.079999,S,1.079999,0.1445762,7.088516,0.6484932,1.975595,744.0764,121.5366,3.897386,12.11265,110.0724,120.3152,1.707133,163.763445203741,163.7503,-2.074906,163.143877959258,161.7786,-0.9429599,89.67087,90.33396,80.26726,-0.1793351
