Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.09999999,S,0.09999999,0.01982793,0,0.4736841,0,445.7639,124.2229,0.05368076,0,110.1623,135.1506,4.16471,83.2659420153891,83.2659420151453,0.000201480700514459,22.2712148209455,3.433156,0.00001048432,89.9999,89.9999,0.08891664,0.0000003348823
0.11,S,0.11,0.01992912,0,0.4735187,0,490.257,124.2071,0.05421108,0,110.1606,135.1506,4.165005,94.805722607869,94.80572260761,0.00022162141711001,22.4369243517724,4.381213,0.00001270053,89.9999,89.9999,0.1279885,0.0000004508065
0.12,S,0.12,0.02007741,0,0.4732754,0,534.7502,124.1897,0.05499247,0,110.1588,135.1506,4.165299,106.350212592042,106.350212591767,0.00024177035374652,22.6686032840597,5.444715,0.00001511823,89.9999,89.9999,0.1771181,0.0000005899003
0.13,S,0.13,0.02028473,0,0.4729332,0,579.2433,124.1707,0.05609336,0,110.157,135.1506,4.165594,117.899868241247,117.899868240956,0.000261928303321198,22.9803033617876,6.623713,0.00001773751,89.9999,89.9999,0.2374603,0.000000754179
0.14,S,0.14,0.02056365,0,0.4724697,0,623.7366,124.1499,0.05758997,0,110.1553,135.1506,4.165888,129.45516435815,129.455164357843,0.000282096101440086,23.3863164610773,7.918264,0.00002055847,89.9999,89.9999,0.3101701,0.0000009456589
0.15,S,0.15,0.02092697,0,0.4718612,0,668.2299,124.1276,0.05956602,0,110.1535,135.1506,4.166183,141.016497877236,141.016497876912,0.000302274433946184,23.9006404408527,9.328429,0.00002358121,89.9999,89.9999,0.3964036,0.000001166357
0.16,S,0.16,0.02138721,0,0.4710837,0,712.7232,124.1035,0.0621122,0,110.1517,135.1506,4.166478,152.584318904406,152.584318904065,0.000322464089891807,24.5364289378952,10.85427,0.00002680585,89.9999,89.9999,0.4973171,0.000001418293
0.17,S,0.17,0.02195615,0,0.4701146,0,757.2166,124.0778,0.06532584,0,110.15,135.1506,4.166772,164.159087195668,164.15908719531,0.000342665868250044,25.3054902291688,12.49586,0.00003023251,89.9999,89.9999,0.6140677,0.000001703484
0.18,S,0.18,0.02264435,0,0.4689339,0,757.0698,124.0505,0.06931042,0,110.1482,135.1506,4.167067,164.163262576121,164.163262575763,0.000342673156991634,26.1551159987792,14.13749,0.00003365924,89.9999,89.9999,0.7472345,0.000002022943
0.19,S,0.19,0.02340463,0,0.4676234,0,756.9229,124.0223,0.07383552,0,110.1464,135.1506,4.167361,164.168608228479,164.168608228121,0.000342682486836522,27.0777425517089,15.77918,0.00003708606,89.9999,89.9999,0.8968178,0.00000237667
0.2,S,0.2,0.02423025,0,0.4661976,0,756.7761,123.9941,0.07889494,0,110.1447,135.1506,4.167655,164.173793394682,164.173793394324,0.000342691536542629,28.0661758116338,17.42092,0.00004051298,89.9999,89.9999,1.062818,0.000002764665
0.21,S,0.21,0.02511475,0,0.4646721,0,756.6295,123.966,0.08448228,0,110.1429,135.1506,4.16795,164.178907262189,164.178907261831,0.000342700461808986,29.1137224416573,19.06271,0.00004393998,89.9999,89.9999,1.245236,0.00000318693
0.22,S,0.22,0.02605216,0,0.4630624,0,756.4828,123.9378,0.09059109,0,110.1411,135.1506,4.168245,164.183860095878,164.18386009552,0.000342709105999468,30.2142427241648,20.70455,0.00004736707,89.9999,89.9999,1.444073,0.000003643465
0.23,S,0.23,0.02703697,0,0.4613835,0,756.3361,123.9097,0.09721512,0,110.1394,135.1506,4.168539,164.188669257564,164.188669257206,0.00034271749941615,31.3621683592885,22.34644,0.00005079425,89.9999,89.9999,1.659328,0.000004134271
0.24,S,0.24,0.0280642,0,0.4596495,0,756.1896,123.8815,0.1043482,0,110.1376,135.1506,4.168834,164.193383804629,164.193383804271,0.000342725727680295,32.5524848454571,23.98837,0.00005422151,89.9999,89.9999,1.891002,0.00000465935
0.25,S,0.25,0.02912937,0,0.4578735,0,756.0432,123.8534,0.1119843,0,110.1358,135.1506,4.169128,164.197969818684,164.197969818326,0.000342733731611944,33.7807247748908,25.63035,0.00005764885,89.9999,89.9999,2.139095,0.000005218702
0.26,S,0.26,0.03022848,0,0.4560669,0,755.8967,123.8252,0.1201177,0,110.134,135.1506,4.169423,164.202432406681,164.202432406323,0.0003427415201056,35.0429077974435,27.27238,0.00006107627,89.9999,89.9999,2.403609,0.000005812328
0.27,S,0.27,0.03135796,0,0.4542401,0,755.7503,123.7971,0.128743,0,110.1323,135.1506,4.169717,164.206769188993,164.206769188635,0.000342749089026834,36.3354956713531,28.91445,0.00006450377,89.9999,89.9999,2.684543,0.000006440228
0.28,S,0.28,0.03251466,0,0.4524021,0,755.604,123.769,0.1378546,0,110.1305,135.1506,4.170012,164.210988914574,164.210988914216,0.000342756453607806,37.6553626560896,30.55656,0.00006793134,89.9999,89.9999,2.981898,0.000007102403
0.29,S,0.29,0.03369577,0,0.4505605,0,755.4577,123.7408,0.1474477,0,110.1288,135.1506,4.170307,164.215095564033,164.215095563675,0.000342763624314702,38.9997442843318,32.19871,0.00007135898,89.9999,89.9999,3.295674,0.000007798855
0.3,S,0.3,0.03489882,0,0.4487219,0,755.3115,123.7127,0.1575175,0,110.127,135.1506,4.170601,164.219101679713,164.219101679355,0.000342770616076658,40.3661961577122,33.8409,0.00007478669,89.9999,89.9999,3.625872,0.000008529583
0.31,S,0.31,0.03612163,0,0.4468917,0,755.1653,123.6846,0.1680592,0,110.1252,135.1506,4.170896,164.222962509794,164.222962509436,0.000342777354229644,41.7525561479385,35.48313,0.00007821446,89.9999,89.9999,3.972492,0.000009294589
0.32,S,0.32,0.03736226,0,0.4450745,0,755.0193,123.6565,0.1790686,0,110.1235,135.1506,4.17119,164.226735162559,164.226735162201,0.000342783938484065,43.1569102961512,37.1254,0.00008164231,89.9999,89.9999,4.335535,0.00001009387
0.33,S,0.33,0.03861899,0,0.443274,0,754.8732,123.6284,0.1905414,0,110.1217,135.1506,4.171484,164.230376745888,164.23037674553,0.000342790293960207,44.5775537159958,38.7677,0.00008507021,89.9999,89.9999,4.715001,0.00001092744
0.3399999,S,0.3399999,0.03989031,0,0.4414932,0,754.7272,123.6003,0.2024737,0,110.1199,135.1506,4.171779,164.233904095044,164.233904094686,0.000342796450041135,46.0129896407465,40.41004,0.00008849818,89.9999,89.9999,5.110889,0.00001179528
0.3499999,S,0.3499999,0.04117487,0,0.4397345,0,754.5813,123.5722,0.2148619,0,110.1181,135.1506,4.172074,164.237330245129,164.237330244771,0.000342802429496229,47.4618712289548,42.05241,0.0000919262,89.9999,89.9999,5.523201,0.0000126974
0.3599999,S,0.3599999,0.04247147,0,0.4379999,0,754.4354,123.5441,0.2277021,0,110.1164,135.1506,4.172369,164.240643936132,164.240643935774,0.000342808212654209,48.9230158457999,43.69482,0.00009535428,89.9999,89.9999,5.951938,0.0000136338
0.3699999,S,0.3699999,0.04377904,0,0.4362907,0,754.2896,123.5161,0.2409912,0,110.1146,135.1506,4.172663,164.243830038802,164.243830038444,0.00034281377310954,50.3953517677642,45.33726,0.00009878242,89.9999,89.9999,6.397098,0.00001460448
0.3799999,S,0.3799999,0.04509664,0,0.4346081,0,754.1437,123.488,0.2547256,0,110.1128,135.1506,4.172957,164.246905269602,164.246905269244,0.000342819140037937,51.8779289991134,46.97973,0.0001022106,89.9999,89.9999,6.858683,0.00001560945
0.3899999,S,0.3899999,0.04642341,0,0.4329529,0,753.998,123.4599,0.2689024,0,110.1111,135.1506,4.173252,164.249898415514,164.249898415156,0.000342824363701018,53.3698968278258,48.62223,0.0001056388,89.9999,89.9999,7.336693,0.0000166487
0.3999999,S,0.3999999,0.04775859,0,0.4313254,0,753.8524,123.4319,0.2835185,0,110.1093,135.1506,4.173546,164.252792350136,164.252792349778,0.000342829417678498,54.8704919421878,50.26476,0.0001090671,89.9999,89.9999,7.831128,0.00001772223
0.4099999,S,0.4099999,0.0491015,0,0.4297261,0,753.7068,123.4038,0.2985709,0,110.1075,135.1506,4.173841,164.255551421165,164.255551420807,0.000342834232766557,56.3790188850112,51.90731,0.0001124954,89.9999,89.9999,8.341988,0.00001883004
0.4199999,S,0.4199999,0.05045151,0,0.428155,0,753.5612,123.3758,0.3140571,0,110.1058,135.1506,4.174136,164.258214546174,164.258214545816,0.000342838880397042,57.8948685886513,53.54989,0.0001159238,89.9999,89.9999,8.869273,0.00001997213
0.4299999,S,0.4299999,0.05180807,0,0.426612,0,753.4157,123.3477,0.3299741,0,110.104,135.1506,4.17443,164.26077021653,164.260770216172,0.000342843340464718,59.4174830922647,55.1925,0.0001193522,89.9999,89.9999,9.412985,0.00002114851
0.4399998,S,0.4399998,0.05317072,0,0.4250971,0,753.2703,123.3197,0.3463199,0,110.1022,135.1506,4.174725,164.263218913281,164.263218912923,0.000342847613809155,60.9463484859874,56.83513,0.0001227807,89.9999,89.9999,9.973123,0.00002235918
0.4499998,S,0.4499998,0.05453895,0,0.42361,0,753.1249,123.2916,0.3630916,0,110.1005,135.1506,4.175019,164.26556127375,164.265561273392,0.000342851701542681,62.4810074844847,58.47778,0.0001262092,89.9999,89.9999,10.54969,0.00002360413
0.4599998,S,0.4599998,0.05591238,0,0.4221503,0,752.9796,123.2636,0.3802868,0,110.0987,135.1506,4.175314,164.267810091662,164.267810091304,0.000342855626013444,64.0210543809866,60.12046,0.0001296378,89.9999,89.9999,11.14268,0.00002488336
0.4699998,S,0.4699998,0.05729064,0,0.4207176,0,752.8343,123.2356,0.3979037,0,110.0969,135.1506,4.175608,164.269953554376,164.269953554018,0.000342859366585591,65.5661023511421,61.76316,0.0001330664,89.9999,89.9999,11.7521,0.00002619689
0.4799998,S,0.4799998,0.05867338,0,0.4193115,0,752.689,123.2076,0.4159399,0,110.0952,135.1506,4.175903,164.271986538523,164.271986538165,0.000342862917813297,67.1158074808246,63.40588,0.000136495,89.9999,89.9999,12.37794,0.00002754469
0.4899998,S,0.4899998,0.0600603,0,0.4179315,0,752.5438,123.1796,0.4343931,0,110.0934,135.1506,4.176198,164.273917195119,164.273917194761,0.000342866286950159,68.6698559051265,65.04862,0.0001399237,89.9999,89.9999,13.02021,0.00002892679
0.4999998,S,0.4999998,0.06145112,0,0.4165771,0,752.3987,123.1516,0.4532613,0,110.0916,135.1506,4.176492,164.275744063735,164.275744063377,0.000342869474923689,70.2279606946494,66.69138,0.0001433524,89.9999,89.9999,13.67891,0.00003034317
0.5099998,S,0.5099998,0.06284557,0,0.4152477,0,752.2537,123.1236,0.4725428,0,110.0899,135.1506,4.176786,164.277499363601,164.277499363243,0.000342872537967035,71.7898591085691,68.33416,0.0001467811,89.9999,89.9999,14.35404,0.00003179383
0.5199998,S,0.5199998,0.06424344,0,0.4139429,0,752.1087,123.0956,0.4922355,0,110.0881,135.1506,4.177081,164.27911980135,164.279119800992,0.000342875365612422,73.3553006273135,69.97695,0.0001502098,89.9999,89.9999,15.0456,0.00003327879
0.5299998,S,0.5299998,0.06564449,0,0.412662,0,751.9637,123.0676,0.5123376,0,110.0863,135.1506,4.177375,164.280649897613,164.280649897255,0.000342878035581926,74.9240733821977,71.61976,0.0001536386,89.9999,89.9999,15.75358,0.00003479803
0.5399998,S,0.5399998,0.06704851,0,0.4114044,0,751.8188,123.0396,0.5328473,0,110.0846,135.1506,4.17767,164.282061890544,164.282061890186,0.00034288049940305,76.4959641346046,73.26258,0.0001570674,89.9999,89.9999,16.47799,0.00003635156
0.5499998,S,0.5499998,0.06845535,0,0.4101697,0,751.674,123.0116,0.5537627,0,110.0828,135.1506,4.177965,164.283398313959,164.283398313601,0.000342882834813016,78.0707947756718,74.90542,0.0001604962,89.9999,89.9999,17.21883,0.00003793938
0.5599998,S,0.5599998,0.06986483,0,0.4089573,0,751.5292,122.9836,0.5750824,0,110.081,135.1506,4.178259,164.284635321793,164.284635321435,0.000342884993208871,79.6483729366967,76.54826,0.0001639251,89.9999,89.9999,17.9761,0.00003956148
0.5699998,S,0.5699998,0.07127678,0,0.4077666,0,751.3844,122.9557,0.5968045,0,110.0793,135.1506,4.178554,164.285743102207,164.285743101849,0.000342886926022177,81.2285577872512,78.19112,0.000167354,89.9999,89.9999,18.7498,0.00004121788
0.5799997,S,0.5799997,0.07269107,0,0.406597,0,751.2398,122.9277,0.6189275,0,110.0775,135.1506,4.178848,164.286794357706,164.286794357348,0.000342888760180612,82.8111820160198,79.83398,0.0001707829,89.9999,89.9999,19.53992,0.00004290856
0.5899997,S,0.5899997,0.07410755,0,0.405448,0,751.0952,122.8997,0.6414497,0,110.0757,135.1506,4.179143,164.287741634161,164.287741633803,0.0003428904128611,84.3961180450818,81.47685,0.0001742118,89.9999,89.9999,20.34648,0.00004463354
0.5999997,S,0.5999997,0.07552613,0,0.4043192,0,750.9506,122.8718,0.6643698,0,110.074,135.1506,4.179437,164.28855489404,164.288554893682,0.000342891835106045,85.9832482739018,83.11974,0.0001776407,89.9999,89.9999,21.16946,0.0000463928
0.6099997,S,0.6099997,0.07694666,0,0.4032099,0,750.8061,122.8439,0.6876863,0,110.0722,135.1506,4.179732,164.289302383177,164.289302382819,0.00034289313905418,87.5724351693369,84.76263,0.0001810696,89.9999,89.9999,22.00887,0.00004818635
0.6199997,S,0.6199997,0.07836906,0,0.4021197,0,750.6616,122.8159,0.7113978,0,110.0704,135.1506,4.180027,164.289946769333,164.289946768975,0.000342894263053371,89.1635784525201,86.40553,0.0001844985,89.9999,89.9999,22.86472,0.00005001419
0.6299997,S,0.6299997,0.07979322,0,0.4010481,0,750.5172,122.788,0.7355028,0,110.0687,135.1506,4.180321,164.29047977229,164.290479771932,0.000342895192613964,90.7565757684757,88.04844,0.0001879274,89.9999,89.9999,23.73699,0.00005187632
0.6399997,S,0.6399997,0.08121905,0,0.3999945,0,750.3729,122.76,0.7599999,0,110.0669,135.1506,4.180615,164.290926265096,164.290926264738,0.000342895971185544,92.351321996599,89.69135,0.0001913564,89.9999,89.9999,24.62568,0.00005377274
0.6499997,S,0.6499997,0.08264645,0,0.3989586,0,750.2286,122.7321,0.784888,0,110.0651,135.1506,4.18091,164.291284442365,164.291284442007,0.00034289659910783,93.9477377962953,91.33427,0.0001947854,89.9999,89.9999,25.53081,0.00005570345
0.6599997,S,0.6599997,0.08407538,0,0.3979399,0,750.0843,122.7042,0.8101655,0,110.0634,135.1506,4.181205,164.291518146964,164.291518146606,0.000342897006256122,95.5457205335359,92.97718,0.0001982144,89.9999,89.9999,26.45237,0.00005766845
0.6699997,S,0.6699997,0.08550572,0,0.3969378,0,749.9401,122.6763,0.8358311,0,110.0616,135.1506,4.181499,164.29168221554,164.291682215182,0.00034289729186629,97.1452021153893,94.62009,0.0002016434,89.9999,89.9999,27.39036,0.00005966773
0.6799996,S,0.6799996,0.08693741,0,0.3926788,0,749.796,122.6484,0.8547583,0,110.0598,135.1506,4.181794,164.293601720914,164.293601720556,0.000342900641272229,98.7461292044592,96.26302,0.0002050724,89.9999,89.9999,28.34477,0.00006170131
0.6899996,S,0.6899996,0.08837041,0,0.3930162,0,749.6519,122.6205,0.8839006,0,110.0581,135.1506,4.182088,164.292861521141,164.292861520783,0.000342899348597765,100.348414086409,97.90595,0.0002085014,89.9999,89.9999,29.31562,0.00006376918
0.6999996,S,0.6999996,0.08980462,0,0.3933267,0,749.5079,122.5926,0.9135169,0,110.0563,135.1506,4.182383,164.292010673514,164.292010673156,0.000342897866300701,101.951982979457,99.54887,0.0002119304,89.9999,89.9999,30.30289,0.00006587135
0.7099996,S,0.7099996,0.09124002,12.26846,0.3936119,0,749.364,122.5647,0.9436061,0,110.0545,135.1506,4.182677,164.291000000357,164.291,0.0003427191,103.556795302093,101.1918,0.0002153576,89.9999,89.99988,31.31481,0.00006800779
0.7199996,S,0.7199996,0.09267654,12.06509,1.276691,3.929719,749.22,122.5368,3.157642,10.0211,110.0528,117.9448,1.315348,163.736483326237,163.7166,-2.551638,105.151844355357,102.829,-0.02530102,89.99968,90.01409,32.3431,-0.00005742052
0.7299996,S,0.7299996,0.09410435,11.86724,1.243075,3.844082,749.0762,122.5089,3.169858,10.10234,110.051,118.12,1.34483,163.739818523145,163.7196,-2.573081,106.74813171165,104.4662,-0.05103183,89.99902,90.02798,33.38776,-0.0004390848
0.7399996,S,0.7399996,0.09553326,11.67464,1.211119,3.76132,748.9324,122.4811,3.182767,10.18264,110.0492,118.2926,1.3739,163.742928567332,163.7224,-2.592758,108.345606366493,106.1034,-0.07695941,89.9979,90.04156,34.4488,-0.001079041
0.7499996,S,0.7499996,0.09696326,11.48703,1.180714,3.68128,748.7887,122.4532,3.196339,10.26196,110.0475,118.4629,1.402576,163.745811915953,163.725,-2.610612,109.944318337287,107.7407,-0.1030655,89.99631,90.05481,35.5262,-0.001979165
0.7599996,S,0.7599996,0.0983944,11.30419,1.151757,3.603823,748.645,122.4253,3.210557,10.34024,110.0457,118.6309,1.430871,163.748467125003,163.7274,-2.62659,111.544124561524,109.378,-0.1293314,89.99422,90.06774,36.61998,-0.00314115
0.7699996,S,0.7699996,0.09982651,11.12589,1.124157,3.528819,748.5015,122.3975,3.225388,10.41746,110.0439,118.7967,1.458799,163.75109220254,163.7298,-2.640604,113.144982538238,111.0153,-0.1557374,89.99165,90.08038,37.73014,-0.004566494
0.7799996,S,0.7799996,0.1012596,10.95192,1.097828,3.456145,748.3579,122.3696,3.240816,10.49357,110.0422,118.9604,1.486371,163.75348620225,163.732,-2.652625,114.746852112189,112.6526,-0.1822637,89.98854,90.0927,38.85666,-0.006256499
0.7899995,S,0.7899995,0.1026936,10.78208,1.07269,3.385684,748.2144,122.3418,3.256816,10.56852,110.0404,119.122,1.513602,163.75564728897,163.734,-2.662567,116.349695499951,114.2899,-0.2088894,89.98491,90.10471,39.99956,-0.008212265
0.7999995,S,0.7999995,0.1041285,10.61616,1.048671,3.317326,748.0709,122.3139,3.273366,10.64229,110.0386,119.2817,1.540507,163.757674126828,163.7359,-2.670372,117.953575298623,115.9273,-0.2355931,89.98073,90.11644,41.15883,-0.01043468
0.8099995,S,0.8099995,0.1055643,10.45399,1.025702,3.250967,747.9276,122.2861,3.290451,10.71481,110.0368,119.4394,1.567096,163.75956549667,163.7377,-2.675984,119.558359607008,117.5647,-0.2623529,89.97599,90.12785,42.33448,-0.01292441
0.8199995,S,0.8199995,0.107001,10.29541,1.003721,3.18651,747.7842,122.2583,3.308047,10.78603,110.0351,119.5954,1.593383,163.761220173411,163.7393,-2.679341,121.164016563091,119.2021,-0.2891463,89.97067,90.13898,43.5265,-0.0156819
0.8299995,S,0.8299995,0.1084384,10.14024,0.982667,3.123861,747.6409,122.2304,3.326133,10.8559,110.0333,119.7496,1.61938,163.762736942391,163.7408,-2.680378,122.770516043547,120.8395,-0.3159501,89.96478,90.1498,44.73489,-0.01870738
0.8399995,S,0.8399995,0.1098767,9.988338,0.9624897,3.062939,747.4977,122.2026,3.344697,10.92438,110.0315,119.9021,1.645098,163.764214896557,163.7423,-2.679043,124.377829550282,122.4769,-0.3427405,89.95827,90.16033,45.95966,-0.02200084
0.8499995,S,0.8499995,0.1113156,9.839546,0.9431365,3.003658,747.3545,122.1748,3.363718,10.99141,110.0298,120.0531,1.670549,163.76545304347,163.7436,-2.67527,125.985930100363,124.1143,-0.3694932,89.95116,90.17057,47.20081,-0.02556201
0.8599995,S,0.8599995,0.1127554,9.693712,0.9245607,2.945939,747.2114,122.147,3.38318,11.05696,110.028,120.2025,1.695746,163.766550544866,163.7448,-2.668998,127.594890692302,125.7518,-0.3961832,89.9434,90.18051,48.45832,-0.02939039
0.8699995,S,0.8699995,0.1141959,9.550715,0.9067169,2.889705,747.0682,122.1192,3.403063,11.12093,110.0263,120.3505,1.720702,163.767406304734,163.7458,-2.660141,129.204588695527,127.3893,-0.4227846,89.93501,90.19016,49.73222,-0.03348523
0.8799995,S,0.8799995,0.115637,9.410425,0.8895663,2.834891,746.9254,122.0914,3.423354,11.18328,110.0245,120.497,1.745428,163.768320072612,163.7469,-2.64866,130.815001150742,129.0268,-0.4492712,89.92596,90.1995,51.02248,-0.0378455
0.8899994,S,0.8899994,0.1170788,9.272712,0.8730712,2.781432,746.7823,122.0636,3.44404,11.24395,110.0227,120.6423,1.76993,163.76899147502,163.7478,-2.634495,132.426106284702,130.6643,-0.4756162,89.91623,90.20856,52.32913,-0.04246994
0.8999994,S,0.8999994,0.1185213,9.137465,0.8571952,2.729263,746.6394,122.0358,3.465102,11.30289,110.021,120.7863,1.794224,163.769519788767,163.7486,-2.617558,134.037883492338,132.3018,-0.5017918,89.90582,90.21731,53.65215,-0.04735698
0.9099994,S,0.9099994,0.1199644,9.004562,0.8419049,2.678322,746.4966,122.008,3.486525,11.36002,110.0192,120.9291,1.81832,163.769905159991,163.7493,-2.597804,135.650313178161,133.9393,-0.5277698,89.89471,90.22576,54.99154,-0.05250479
0.9199994,S,0.9199994,0.1214081,8.873907,0.8271706,2.628558,746.3538,121.9803,3.508297,11.41528,110.0174,121.0708,1.842227,163.770247306013,163.75,-2.575151,137.263376767808,135.5768,-0.5535213,89.88289,90.23392,56.34731,-0.05791124
0.9299994,S,0.9299994,0.1228524,8.745385,0.8129624,2.579913,746.2111,121.9525,3.530407,11.46862,110.0156,121.2114,1.865958,163.770446803919,163.7506,-2.549558,138.877056561926,137.2143,-0.5790169,89.87033,90.24177,57.71945,-0.06357393
0.9399994,S,0.9399994,0.1242972,8.618905,0.7992535,2.532338,746.0684,121.9247,3.552837,11.51995,110.0139,121.351,1.889521,163.770403627122,163.751,-2.520933,140.491335845873,138.8518,-0.6042262,89.85704,90.24933,59.10797,-0.06949015
0.9499994,S,0.9499994,0.1257426,8.494372,0.7860185,2.485784,745.9257,121.897,3.575579,11.56922,110.0121,121.4897,1.912928,163.77031877834,163.7514,-2.489239,142.106198609791,140.4893,-0.6291186,89.84299,90.25657,60.51286,-0.07565688
0.9599994,S,0.9599994,0.1271886,8.371689,0.7732341,2.440206,745.7831,121.8692,3.598621,11.61635,110.0103,121.6275,1.936185,163.770193020191,163.7518,-2.454408,143.721629714137,142.1268,-0.6536627,89.82819,90.26351,61.93413,-0.08207078
0.9699994,S,0.9699994,0.1286351,8.250772,0.7608768,2.395556,745.6406,121.8415,3.621947,11.66127,110.0086,121.7644,1.95931,163.769827033217,163.752,-2.416349,145.337614745426,143.7643,-0.6778262,89.81259,90.27013,63.37177,-0.08872823
0.9799994,S,0.9799994,0.1300821,8.131541,0.7489276,2.3518,745.4981,121.8137,3.645553,11.70393,110.0068,121.9006,1.982303,163.76942250796,163.7522,-2.375025,146.954139994506,145.4018,-0.7015765,89.7962,90.27645,64.82579,-0.09562524
0.9899994,S,0.9899994,0.1315296,8.013918,0.7373655,2.308892,745.3558,121.786,3.669426,11.74423,110.005,122.0361,2.005179,163.768880915524,163.7523,-2.330365,148.571192402028,147.0393,-0.7248801,89.77902,90.28246,66.29618,-0.1027575
0.9999993,S,0.9999993,0.1329776,7.897821,0.7261734,2.2668,745.2134,121.7582,3.693558,11.78212,110.0033,122.171,2.027946,163.768304430341,163.7524,-2.28233,150.188759507595,148.6768,-0.7477034,89.76102,90.28814,67.78295,-0.1101204
1.009999,S,1.009999,0.1344261,7.783181,0.7153331,2.225484,745.071,121.7305,3.717939,11.81751,110.0015,122.3052,2.050614,163.767494773517,163.7523,-2.230827,151.806829477367,150.3143,-0.7700117,89.74218,90.2935,69.28609,-0.117709
1.019999,S,1.019999,0.135875,7.669924,0.7048288,2.184911,744.9288,121.7028,3.742561,11.85034,109.9997,122.4389,2.073191,163.76665462496,163.7522,-2.175813,153.425391047199,151.9518,-0.7917699,89.72251,90.29855,70.80561,-0.1255179
1.029999,S,1.029999,0.1373245,7.557983,0.6946456,2.145051,744.7866,121.6751,3.767416,11.88053,109.998,122.5721,2.095686,163.765786656349,163.7521,-2.117221,155.044433494016,153.5893,-0.8129421,89.70199,90.30326,72.34151,-0.1335415
1.039999,S,1.039999,0.1387744,7.447289,0.6847692,2.105872,744.6445,121.6474,3.792499,11.908,109.9962,122.7048,2.118107,163.764693920302,163.7518,-2.054987,156.663946568768,155.2268,-0.833492,89.6806,90.30765,73.89378,-0.1417737
1.049999,S,1.049999,0.1402247,7.337786,0.6751852,2.067341,744.5024,121.6197,3.817798,11.93267,109.9944,122.8372,2.140466,163.76357962771,163.7515,-1.989035,158.283920569218,156.8643,-0.8533823,89.65833,90.3117,75.46242,-0.150208
1.059999,S,1.059999,0.1416754,7.229416,0.6658821,2.029434,744.3603,121.592,3.843311,11.95446,109.9927,122.9693,2.162767,163.762347819956,163.7511,-1.919326,159.904346195189,158.5018,-0.8725755,89.63519,90.31541,77.04743,-0.1588378
