Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0.3899999,S,0.3899999,0.04642345,0,0.4301634,0,753.998,123.4599,0.2671703,0,110.1261,132.9584,3.805373,164.2503497949,164.250349794542,0.000342825151506642,53.3699423800255,48.62228,0.000105639,89.9999,89.9999,7.336702,0.00001664871
0.3999999,S,0.3999999,0.04775863,0,0.4285507,0,753.8524,123.4319,0.2816951,0,110.1247,132.9584,3.805604,164.253267639214,164.253267638856,0.000342830247214405,54.8705377453617,50.26481,0.0001090673,89.9999,89.9999,7.831137,0.00001772224
0.4099999,S,0.4099999,0.04910154,0,0.4269656,0,753.7068,123.4038,0.2966534,0,110.1234,132.9584,3.805834,164.256051350046,164.256051349688,0.000342835105307031,56.379074126225,51.90737,0.0001124957,89.9999,89.9999,8.341998,0.00001883006
0.4199999,S,0.4199999,0.05045156,0,0.4254082,0,753.5612,123.3758,0.3120429,0,110.122,132.9584,3.806064,164.258739802029,164.258739801671,0.000342839797141424,57.8949333353086,53.54996,0.0001159241,89.9999,89.9999,8.869285,0.00001997216
0.4299999,S,0.4299999,0.05180813,0,0.4238787,0,753.4157,123.3477,0.3278607,0,110.1206,132.9584,3.806294,164.261321496663,164.261321496305,0.00034284430263003,59.4175481149122,55.19257,0.0001193525,89.9999,89.9999,9.412997,0.00002114854
0.4399998,S,0.4399998,0.05317077,0,0.4223767,0,753.2703,123.3197,0.3441043,0,110.1192,132.9584,3.806525,164.263796941762,164.263796941404,0.000342848622659141,60.9464230895962,56.83521,0.000122781,89.9999,89.9999,9.973136,0.00002235921
0.4499998,S,0.4499998,0.05453902,0,0.4209021,0,753.1249,123.2916,0.3607714,0,110.1178,132.9584,3.806755,164.266166744909,164.266166744551,0.000342852758289175,62.4810917182005,58.47787,0.0001262095,89.9999,89.9999,10.5497,0.00002360416
0.4599998,S,0.4599998,0.05591245,0,0.4194546,0,752.9796,123.2636,0.3778594,0,110.1164,132.9584,3.806985,164.2684436847,164.268443684342,0.000342856731841874,64.0211482884215,60.12056,0.0001296381,89.9999,89.9999,11.14269,0.0000248834
0.4699998,S,0.4699998,0.05729073,0,0.4180337,0,752.8343,123.2356,0.3953665,0,110.1151,132.9584,3.807215,164.270615973129,164.270615972771,0.000342860522724384,65.5662059710732,61.76327,0.0001330667,89.9999,89.9999,11.75211,0.00002619692
0.4799998,S,0.4799998,0.05867348,0,0.4166391,0,752.689,123.2076,0.4132902,0,110.1137,132.9584,3.807446,164.272678450647,164.272678450289,0.000342864125427732,67.1159208477553,63.406,0.0001364953,89.9999,89.9999,12.37796,0.00002754473
0.4899998,S,0.4899998,0.06006041,0,0.4152702,0,752.5438,123.1796,0.4316284,0,110.1123,132.9584,3.807676,164.27463932002,164.274639319662,0.000342867547295837,68.6699695771556,65.04874,0.000139924,89.9999,89.9999,13.02023,0.00002892683
0.4999998,S,0.4999998,0.06145122,0,0.4139267,0,752.3987,123.1516,0.4503789,0,110.1109,132.9584,3.807906,164.276497097836,164.276497097478,0.000342870789216094,70.2280746517251,66.6915,0.0001433527,89.9999,89.9999,13.67893,0.00003034321
0.5099998,S,0.5099998,0.06284568,0,0.4126078,0,752.2537,123.1236,0.4695401,0,110.1095,132.9584,3.808137,164.278284005896,164.278284005538,0.000342873907426144,71.7899733323146,68.33428,0.0001467814,89.9999,89.9999,14.35406,0.00003179388
0.5199998,S,0.5199998,0.06424354,0,0.4113132,0,752.1087,123.0956,0.4891101,0,110.1082,132.9584,3.808367,164.279936715298,164.27993671494,0.00034287679139619,73.3554246403409,69.97708,0.0001502102,89.9999,89.9999,15.04562,0.00003327884
0.5299998,S,0.5299998,0.06564459,0,0.4100423,0,751.9637,123.0676,0.5090868,0,110.1068,132.9584,3.808597,164.281499759141,164.281499758783,0.000342879518870066,74.9242072080264,71.6199,0.000153639,89.9999,89.9999,15.7536,0.00003479809
0.5399998,S,0.5399998,0.06704864,0,0.4087944,0,751.8188,123.0396,0.5294688,0,110.1054,132.9584,3.808827,164.282945346948,164.28294534659,0.00034288204132531,76.4961077944264,73.26273,0.0001570678,89.9999,89.9999,16.47802,0.00003635162
0.5499998,S,0.5499998,0.06845548,0,0.4075692,0,751.674,123.0116,0.5502539,0,110.104,132.9584,3.809058,164.284316058865,164.284316058507,0.000342884436579998,78.0709482886071,74.90558,0.0001604966,89.9999,89.9999,17.21886,0.00003793944
0.5599998,S,0.5599998,0.06986497,0,0.406366,0,751.5292,122.9836,0.5714408,0,110.1026,132.9584,3.809288,164.285588045076,164.285588044718,0.000342886656024637,79.64853632,76.54843,0.0001639255,89.9999,89.9999,17.97613,0.00003956155
0.5699998,S,0.5699998,0.07127693,0,0.4051842,0,751.3844,122.9557,0.5930275,0,110.1012,132.9584,3.809518,164.28673144909,164.286731448732,0.000342888651012853,81.228731056507,78.1913,0.0001673544,89.9999,89.9999,18.74983,0.00004121795
0.5799997,S,0.5799997,0.07269122,0,0.4040234,0,751.2398,122.9277,0.6150126,0,110.0999,132.9584,3.809748,164.287819022655,164.287819022297,0.000342890548558269,82.811374825803,79.83418,0.0001707833,89.9999,89.9999,19.53996,0.00004290864
0.5899997,S,0.5899997,0.07410773,0,0.4028831,0,751.0952,122.8997,0.6373947,0,110.0985,132.9584,3.809979,164.288803171611,164.288803171253,0.000342892265593408,84.3963304353872,81.47707,0.0001742122,89.9999,89.9999,20.34651,0.00004463362
0.5999997,S,0.5999997,0.07552631,0,0.4017625,0,750.9506,122.8718,0.6601721,0,110.0971,132.9584,3.810209,164.289654050762,164.289654050404,0.000342893753496366,85.9834706143106,83.11997,0.0001776411,89.9999,89.9999,21.1695,0.00004639288
0.6099997,S,0.6099997,0.07694686,0,0.4006614,0,750.8061,122.8439,0.6833433,0,110.0957,132.9584,3.810439,164.290439853388,164.29043985303,0.000342895124314155,87.5726771480874,84.76288,0.00018107,89.9999,89.9999,22.00891,0.00004818644
0.6199997,S,0.6199997,0.07836928,0,0.3995792,0,750.6616,122.8159,0.7069072,0,110.0943,132.9584,3.81067,164.291123138837,164.291123138479,0.000342896316205418,89.1638304102304,86.40579,0.000184499,89.9999,89.9999,22.86475,0.00005001428
0.6299997,S,0.6299997,0.07979345,0,0.3985153,0,750.5172,122.788,0.730862,0,110.093,132.9584,3.8109,164.291695785872,164.291695785514,0.000342897314957978,90.7568377119644,88.04871,0.000187928,89.9999,89.9999,23.73703,0.00005187642
0.6399997,S,0.6399997,0.08121929,0,0.3974694,0,750.3729,122.76,0.7552065,0,110.0916,132.9584,3.81113,164.292182560793,164.292182560435,0.000342898163835109,92.3516036439696,89.69164,0.000191357,89.9999,89.9999,24.62573,0.00005377284
0.6499997,S,0.6499997,0.08264671,0,0.396441,0,750.2286,122.7321,0.7799397,0,110.0902,132.9584,3.81136,164.292581622543,164.292581622185,0.000342898863114274,93.9480294509668,91.33457,0.000194786,89.9999,89.9999,25.53086,0.00005570356
0.6599997,S,0.6599997,0.08407564,0,0.3954295,0,750.0843,122.7042,0.8050597,0,110.0888,132.9584,3.811591,164.29285693482,164.292856934462,0.00034289934288166,95.5460319311922,92.9775,0.000198215,89.9999,89.9999,26.45242,0.00005766856
0.6699997,S,0.6699997,0.08550599,0,0.3944347,0,749.9401,122.6763,0.8305655,0,110.0874,132.9584,3.811821,164.293063216545,164.293063216187,0.00034289970216767,97.1455332778759,94.62043,0.000201644,89.9999,89.9999,27.39041,0.00005966785
0.6799996,S,0.6799996,0.0869377,0,0.3901828,0,749.796,122.6484,0.849331,0,110.0861,132.9584,3.812051,164.295025462057,164.295025461699,0.000342903126169219,98.7464801519224,96.26338,0.000205073,89.9999,89.9999,28.34483,0.00006170144
0.6899996,S,0.6899996,0.08837073,0,0.3905271,0,749.6519,122.6205,0.8783088,0,110.0847,132.9584,3.812281,164.294328749754,164.294328749396,0.000342901909394706,100.348784837437,97.90633,0.000208502,89.9999,89.9999,29.31568,0.00006376932
0.6999996,S,0.6999996,0.08980495,0,0.3908443,0,749.5079,122.5926,0.9077581,0,110.0833,132.9584,3.812512,164.293522012116,164.293522011758,0.000342900504084096,101.95236378692,99.54926,0.000211931,89.9999,89.9999,30.30295,0.00006587148
0.7099996,S,0.7099996,0.09124036,12.26841,0.3911361,0,749.364,122.5647,0.9376778,0,110.0819,132.9584,3.812742,164.292600000357,164.2926,0.0003427218,103.557186167189,101.1922,0.0002153582,89.9999,89.99988,31.31488,0.00006800792
0.7199996,S,0.7199996,0.0926769,12.0651,1.27219,3.921212,749.22,122.5368,3.146536,9.999482,110.0805,116.8577,1.129537,163.739297279253,163.7195,-2.546133,105.152247026309,102.8294,-0.02524597,89.99971,90.01407,32.34317,-0.00005714513
0.7299996,S,0.7299996,0.09410471,11.86735,1.238702,3.835944,749.0762,122.5089,3.158733,10.08103,110.0791,117.0222,1.157179,163.742634401169,163.7225,-2.567745,106.748545457388,104.4666,-0.05092342,89.99912,90.02792,33.38784,-0.000437992
0.7399996,S,0.7399996,0.09553362,11.6749,1.206874,3.753553,748.9324,122.4811,3.171635,10.16171,110.0778,117.1843,1.184426,163.745749315329,163.7253,-2.587771,108.34612805331,106.1039,-0.07680113,89.99813,90.04147,34.44888,-0.001076615
0.7499996,S,0.7499996,0.09696373,11.48749,1.176595,3.673887,748.7887,122.4532,3.18522,10.24144,110.0764,117.3442,1.211296,163.748640932956,163.7279,-2.606179,109.944848674862,107.7412,-0.1028629,89.99672,90.0547,35.52629,-0.001974935
0.7599996,S,0.7599996,0.09839487,11.3049,1.147766,3.596812,748.645,122.4253,3.199462,10.32022,110.075,117.5018,1.237795,163.751407432462,163.7304,-2.62289,111.544661840624,109.3785,-0.1290918,89.99487,90.06762,36.62007,-0.003134708
0.7699996,S,0.7699996,0.09982699,11.12691,1.120294,3.522196,748.5015,122.3975,3.214339,10.39801,110.0736,117.6573,1.26394,163.753947358633,163.7327,-2.637845,113.145524706989,111.0158,-0.1554703,89.99257,90.08024,37.73023,-0.004557519
0.7799996,S,0.7799996,0.1012601,10.95327,1.094094,3.449917,748.3579,122.3696,3.229826,10.47478,110.0722,117.8107,1.289743,163.756359717527,163.7349,-2.651013,114.747495040271,112.6532,-0.1819804,89.98981,90.09255,38.85676,-0.006244772
0.7899995,S,0.7899995,0.1026942,10.78382,1.069086,3.379856,748.2144,122.3418,3.245907,10.55046,110.0709,117.9621,1.315215,163.758542776003,163.7369,-2.662313,116.350436664858,114.2906,-0.2086035,89.98658,90.10458,39.99967,-0.008197691
0.7999995,S,0.7999995,0.1041291,10.61835,1.045196,3.311906,748.0709,122.3139,3.262559,10.62504,110.0695,118.1117,1.340369,163.760495594504,163.7387,-2.671711,117.954313565597,115.928,-0.2353206,89.98286,90.1163,41.15895,-0.01041731
0.8099995,S,0.8099995,0.105565,10.45669,1.022357,3.245963,747.9276,122.2861,3.27976,10.69845,110.0681,118.2594,1.365217,163.762416429842,163.7405,-2.679122,119.559091780529,117.5654,-0.2621118,89.97864,90.12774,42.3346,-0.01290447
0.8199995,S,0.8199995,0.1070016,10.29866,1.000506,3.181934,747.7842,122.2583,3.297493,10.77067,110.0667,118.4053,1.38977,163.764104548476,163.7421,-2.684516,121.164739156975,119.2028,-0.288957,89.9739,90.13889,43.52663,-0.01565982
0.8299995,S,0.8299995,0.1084391,10.1441,0.9795845,3.119721,747.6409,122.2304,3.315739,10.84163,110.0653,118.5496,1.414039,163.765658294644,163.7436,-2.687805,122.771225351033,120.8402,-0.3158351,89.96863,90.14975,44.73503,-0.01868378
0.8399995,S,0.8399995,0.1098773,9.992829,0.9595386,3.059242,747.4977,122.2026,3.33448,10.91133,110.0639,118.6922,1.438035,163.766977014232,163.7449,-2.688956,124.378620074512,122.4777,-0.3427247,89.96282,90.16032,45.95981,-0.02197658
0.8499995,S,0.8499995,0.1113164,9.844728,0.9403151,3.000406,747.3545,122.1748,3.353697,10.97967,110.0626,118.8332,1.461771,163.768259257443,163.7462,-2.687885,125.986797768395,124.1152,-0.3696036,89.95645,90.17062,47.20096,-0.02553822
0.8599995,S,0.8599995,0.1127561,9.699639,0.9218693,2.943142,747.2114,122.147,3.373378,11.04661,110.0612,118.9727,1.485258,163.769404492039,163.7474,-2.684556,127.595732661762,125.7527,-0.3964491,89.94952,90.18063,48.45849,-0.02936848
0.8699995,S,0.8699995,0.1141966,9.557438,0.9041565,2.887374,747.0682,122.1192,3.393498,11.1121,110.0598,119.1108,1.508505,163.770311397569,163.7484,-2.678879,129.20540033446,127.3902,-0.4232379,89.94199,90.19035,49.73239,-0.03346692
0.8799995,S,0.8799995,0.1156377,9.417992,0.8871377,2.833038,746.9254,122.0914,3.414051,11.1761,110.0584,119.2476,1.531522,163.771079732261,163.7493,-2.670825,130.815777639802,129.0277,-0.4499461,89.93388,90.1998,51.02267,-0.03783284
0.8899994,S,0.8899994,0.1170795,9.28117,0.8707733,2.780062,746.7823,122.0636,3.435016,11.23854,110.057,119.383,1.554321,163.771808761788,163.7502,-2.660328,132.426842598857,130.6652,-0.4765494,89.92515,90.20896,52.32932,-0.04246531
0.8999994,S,0.8999994,0.118522,9.146862,0.8550273,2.728383,746.6394,122.0358,3.456378,11.29937,110.0557,119.5171,1.576912,163.772297576222,163.7509,-2.647301,134.038574422006,132.3027,-0.5030224,89.9158,90.21783,53.65235,-0.04736317
0.9099994,S,0.9099994,0.119965,9.014955,0.8398677,2.677945,746.4966,122.008,3.478123,11.35852,110.0543,119.6501,1.599303,163.772746142423,163.7516,-2.631706,135.650953330064,133.9402,-0.5293394,89.90582,90.22643,54.99175,-0.05252498
0.9199994,S,0.9199994,0.1214087,8.885338,0.8252627,2.628688,746.3538,121.9803,3.500238,11.41594,110.0529,119.7819,1.621506,163.773054201692,163.7522,-2.61348,137.263960519145,135.5777,-0.5554742,89.89518,90.23474,56.34753,-0.05794905
0.9299994,S,0.9299994,0.1228529,8.757915,0.8111843,2.580562,746.2111,121.9525,3.522715,11.47159,110.0515,119.9127,1.64353,163.773121726488,163.7526,-2.592565,138.877578159945,137.2152,-0.5813999,89.88389,90.24277,57.71968,-0.06363342
0.9399994,S,0.9399994,0.1242977,8.632578,0.7976049,2.533516,746.0684,121.9247,3.545535,11.52538,110.0501,120.0424,1.665383,163.773148999698,163.753,-2.568915,140.491789287713,138.8527,-0.607089,89.87193,90.2505,59.1082,-0.06957586
0.9499994,S,0.9499994,0.1257431,8.509241,0.784499,2.4875,745.9257,121.897,3.56869,11.57727,110.0488,120.1712,1.687075,163.77303596077,163.7533,-2.542449,142.106577744917,140.4902,-0.6325135,89.85928,90.25795,60.51311,-0.07577387
0.9599994,S,0.9599994,0.127189,8.387804,0.7718434,2.44247,745.7831,121.8692,3.592168,11.62718,110.0474,120.299,1.708614,163.772783298884,163.7535,-2.513123,143.721928216364,142.1277,-0.6576447,89.84592,90.26511,61.93438,-0.08222466
0.9699994,S,0.9699994,0.1286353,8.268185,0.7596144,2.398378,745.6406,121.8415,3.615952,11.67504,110.046,120.4261,1.730013,163.772491144282,163.7537,-2.480845,145.337826104026,143.7652,-0.6824532,89.83186,90.27198,63.37204,-0.08892515
0.9799994,S,0.9799994,0.1300823,8.150299,0.7477918,2.355185,745.4981,121.8137,3.640035,11.72079,110.0446,120.5523,1.751277,163.772060700823,163.7538,-2.445578,146.954257548902,145.4027,-0.706909,89.81707,90.27855,64.82607,-0.09587196
0.9899994,S,0.9899994,0.1315297,8.034072,0.7363567,2.312854,745.3558,121.786,3.664411,11.76438,110.0432,120.6777,1.772416,163.771492986868,163.7538,-2.40726,148.571209323041,147.0402,-0.7309816,89.80155,90.28483,66.29647,-0.1030614
0.9999993,S,0.9999993,0.1329776,7.91942,0.7252897,2.271343,745.2134,121.7582,3.689064,11.80572,110.0418,120.8025,1.793439,163.770789449128,163.7537,-2.365843,150.188668821807,148.6777,-0.75464,89.78528,90.29081,67.78325,-0.1104895
1.009999,S,1.009999,0.134426,7.806273,0.7145742,2.23062,745.071,121.7305,3.71399,11.84476,110.0405,120.9266,1.814354,163.769951274952,163.7535,-2.321245,151.806624064835,150.3152,-0.7778524,89.76826,90.29649,69.2864,-0.118152
1.019999,S,1.019999,0.1358749,7.694566,0.7041933,2.190648,744.9288,121.7028,3.739177,11.8814,110.0391,121.0501,1.835169,163.769080371558,163.7533,-2.273417,153.425063630859,151.9527,-0.8005866,89.75046,90.30187,70.80592,-0.1260442
1.029999,S,1.029999,0.1373242,7.584221,0.6941325,2.151397,744.7866,121.6751,3.764617,11.91561,110.0377,121.173,1.855892,163.768079061907,163.753,-2.222321,155.043976605035,153.5902,-0.8228098,89.73188,90.30694,72.34183,-0.1341611
1.039999,S,1.039999,0.1387739,7.475178,0.6843768,2.112834,744.6445,121.6474,3.790304,11.94728,110.0363,121.2955,1.876531,163.767049189646,163.7527,-2.167866,156.663352634395,155.2277,-0.8444885,89.71252,90.31171,73.8941,-0.1424976
1.049999,S,1.049999,0.1402241,7.367378,0.6749134,2.074932,744.5024,121.6197,3.816232,11.97638,110.0349,121.4175,1.897094,163.765793606236,163.7522,-2.110012,158.283181828229,156.8652,-0.8655886,89.69234,90.31616,75.46275,-0.151048
1.059999,S,1.059999,0.1416748,7.260758,0.665729,2.037662,744.3603,121.592,3.842391,12.00279,110.0336,121.5391,1.917589,163.764515294527,163.7517,-2.048711,159.903454735872,158.5027,-0.8860757,89.67136,90.3203,77.04778,-0.1598063
