Flight_Time_(s),Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z
137.632,-73.9,108.6,100.9,1.13,-0.77,0.21
137.634,-74.6,109.1,101.1,1.15,-0.74,0.23
137.636,-75.2,110,101.6,1.11,-0.72,0.24
137.638,-75.6,110.3,101.6,1.06,-0.62,0.24
137.64,-74.8,112.2,100.9,0.82,-0.46,0.13
137.642,-75.6,112.4,99.6,0.78,-0.64,0.07
137.644,-83,112.2,104.7,0.95,-1.04,0.07
137.646,-84.9,113.6,108.9,1.17,-0.97,0.15
137.648,-84.3,111.6,113,1.4,-0.91,0.27
137.65,-84.3,109.3,113.3,1.05,-0.8,0.18
137.652,-86.5,109.7,113.4,1.02,-0.75,0.21
137.654,-87.4,113.5,110.3,1,-0.67,0.28
137.656,-87.1,114.9,108.6,0.94,-0.74,0.22
137.658,-87,116.1,107.5,1.06,-0.81,0.15
137.66,-86.9,115.1,107.9,1.08,-0.89,0.1
137.662,-88.4,112,111.6,0.99,-0.97,0.1
137.664,-89.5,111.2,114.3,0.95,-1,0.14
137.666,-93.1,110.3,118.1,0.85,-0.9,0.14
137.668,-94.9,110.3,119.6,0.85,-0.87,0.15
137.67,-97.7,110.3,119,0.84,-0.72,0.17
137.672,-98,110.6,117,0.83,-0.72,0.19
137.674,-97.8,110.8,116.1,0.83,-0.77,0.17
137.676,-97.9,111.7,116.8,0.87,-0.9,0.14
137.678,-98.4,111.2,117.5,0.89,-0.94,0.14
137.68,-99.8,109.5,119.1,0.89,-0.98,0.18
137.682,-100.9,108.5,120.1,0.85,-0.97,0.18
137.684,-104.9,108.2,121.4,0.79,-0.95,0.17
137.686,-106.1,108.3,121.6,0.79,-0.92,0.17
137.688,-107.4,109.2,121.5,0.81,-0.89,0.18
137.69,-107.5,109,120.5,0.82,-0.91,0.14
137.692,-108,108.9,120.3,0.8,-0.93,0.12
137.694,-108.9,108.9,121.1,0.76,-0.96,0.15
137.696,-109.5,108.5,121.8,0.78,-0.95,0.16
137.698,-111.9,108.2,123.2,0.78,-0.94,0.16
137.7,-113.1,107.8,123.6,0.76,-0.91,0.09
137.702,-115.2,107.3,123.8,0.71,-0.81,0.07
137.704,-116.8,107.7,123.8,0.41,-0.68,0.03
137.706,-121,107.8,123.3,0.61,-0.37,-0.14
137.708,-122.5,109.1,124.9,1.13,-0.92,0.03
137.71,-119.7,106.3,124.5,0.62,-1.15,0.02
137.712,-120.6,105.9,125.6,0.64,-1.23,0.11
137.714,-120.4,107.7,126,0.6,-0.98,0.06
137.716,-120.9,110.2,124.3,0.67,-0.78,0
137.718,-120.8,109.4,122,0.65,-0.89,-0.1
137.72,-122.5,108,120.6,0.58,-0.93,-0.14
137.722,-121.1,107.1,120.6,0.6,-0.93,-0.08
137.724,-116.2,106.4,119.8,0.27,-0.61,0.07
137.726,-107.7,105.1,116.9,0.55,-0.8,-0.54
137.728,-123.7,104.2,120.6,0.18,-1.03,-0.19
137.73,-135.5,112,124.7,0.55,-0.79,0.05
137.732,-127.9,108.2,122.3,0.77,-1.15,-0.05
137.734,-130.7,105.1,122.2,0.24,-0.98,-0.29
137.736,-130.7,108,121,0.5,-0.95,-0.12
137.738,-130.3,108.5,118.9,0.45,-0.85,-0.21
137.74,-128.9,109.2,117.3,0.43,-0.93,-0.23
137.742,-125,108.7,115.1,0.31,-0.65,-0.26
137.744,-128.3,105.5,113.5,-0.1,-0.73,-0.41
137.746,-134.6,105.4,114.7,0.2,-0.74,-0.28
137.748,-133.9,107.6,115.2,0.27,-1.1,-0.24
137.75,-133.9,106.2,114.6,0.02,-1.04,-0.53
137.752,-133.5,105.6,112.8,-0.01,-1.08,-0.55
137.754,-135.1,105.8,111.9,-0.08,-0.9,-0.5
137.756,-134.3,106.9,109.5,-0.14,-0.71,-0.38
137.758,-135.1,105.1,108.2,-0.27,-0.74,-0.41
137.76,-135.2,106.7,106.2,-0.16,-1.03,-0.43
137.762,-132.1,106.1,103.3,-0.46,-1.17,-0.74
137.764,-131.2,105.9,102.8,-0.42,-1.24,-0.76
137.766,-133.2,106.4,100,-0.56,-1.03,-0.65
137.768,-133.4,107.6,99.2,-0.39,-0.84,-0.59
137.77,-136,102.8,98.7,-0.75,-0.86,-0.65
137.772,-139,106.9,97.7,-0.15,-0.98,-0.42
137.774,-136.9,105.9,94.6,-0.44,-1.1,-0.83
137.776,-133.2,104.7,92.7,-0.68,-1.31,-0.85
137.778,-134.4,106.4,89.5,-0.54,-0.99,-0.74
137.78,-133.4,106.4,87.2,0.04,-0.87,-0.61
137.782,-136,102.6,87.2,-0.74,-0.62,-0.47
137.784,-137.1,104.3,86.1,-0.6,-0.77,-0.38
137.786,-135.5,106,83.6,-0.59,-1.13,-1.06
137.788,-133.3,105.7,79.9,-0.76,-1.22,-1.05
137.79,-135.5,106.3,78.2,-0.46,-0.95,-0.61
137.792,-133.3,105,74.6,-0.58,-1.1,-0.71
137.794,-133.3,105.4,73,-0.57,-1.22,-0.79
137.796,-133.5,105.4,71.9,-0.59,-1.26,-0.92
137.798,-134,105,71.5,-0.62,-1.25,-0.95
137.8,-134.6,104.7,71.1,-0.25,-1.22,-0.68
137.802,-134.3,105.9,67.7,-0.17,-1.06,-0.69
137.804,-131.8,102.3,66.9,-0.83,-1.15,-0.93
137.806,-130.8,104,62.4,-0.59,-1.13,-0.86
137.808,-133,104.1,60.8,-0.58,-1.04,-0.84
137.81,-127.5,103.2,57.2,-0.65,-1.23,-0.99
137.812,-126.1,103.6,55,-0.61,-1.07,-1.07
137.814,-127.5,103.8,53.6,-0.64,-1.26,-1.13
137.816,-125.7,104.7,53.5,-0.6,-1.31,-1.12
137.818,-127.8,105.9,54,-0.46,-1.2,-0.99
137.82,-128.5,106.6,53,-0.29,-1.06,-0.91
137.822,-129.4,104.7,52.2,-0.45,-0.93,-1
137.824,-128.9,103.3,48.5,-0.42,-0.98,-0.94
137.826,-129.4,103.8,46.8,-0.52,-0.94,-1.01
137.828,-122.9,105.4,42.4,-0.47,-1.16,-1.07
137.83,-119.6,105.7,39.9,-0.58,-1.11,-0.93
137.832,-115.6,107.1,37.9,-0.59,-1.28,-1.29
137.834,-117.7,102.5,38.6,-0.62,-1.42,-1.21
137.836,-118.3,105.6,38.6,-0.54,-1.37,-1.29
137.838,-117.1,104.9,36.5,-0.56,-1.45,-1.21
137.84,-117.4,107.3,35.6,-0.58,-1.41,-1.3
137.842,-120.1,108.6,33.9,-0.53,-1.25,-1.22
137.844,-118.5,107.3,33.4,-0.56,-1.21,-1.19
137.846,-119.8,105.4,34,-0.34,-1.15,-1.04
137.848,-119.4,106.6,33.5,-0.51,-1.04,-1.1
137.85,-113.5,108.5,30.8,-0.64,-1.18,-1.27
137.852,-107,109.3,27.7,-0.54,-1.34,-1.47
137.854,-107.3,108.2,27,-0.58,-1.2,-1.41
137.856,-107,106.4,25.6,-0.52,-1.13,-1.23
137.858,-108.9,107.2,24.4,-0.43,-1.06,-1.16
137.86,-113.9,105.5,23.3,-0.51,-1.12,-1.02
137.862,-112.3,105.8,23,-0.39,-1.11,-1.02
137.864,-107.8,105,22,-0.36,-1.17,-1.44
137.866,-104.2,105.3,20.9,-0.27,-1.25,-1.76
137.868,-100.4,104.3,19.2,-0.42,-1.26,-1.53
137.87,-97.5,105.4,16.2,-0.44,-1.21,-1.3
137.872,-97.7,105.7,14,-0.48,-1.25,-1.38
137.874,-98.1,104.7,11.8,-0.47,-1.42,-1.56
137.876,-98.8,102.8,12.1,-0.33,-1.42,-1.53
137.878,-97.7,99.7,14.7,-0.14,-1.32,-1.57
137.88,-95.1,98.8,14.4,-0.13,-1.28,-1.55
137.882,-90.9,101.1,12.3,-0.16,-1.3,-1.62
137.884,-89.2,100.8,11.8,-0.3,-1.32,-1.71
137.886,-86.1,99.2,12.7,-0.36,-1.31,-1.74
137.888,-87.4,98.2,13.2,0.09,-1.12,-1.6
137.89,-85.6,94.5,9.2,0.08,-0.87,-1.49
137.892,-83.2,97.7,0.8,-0.43,-1.02,-1.56
137.894,-82.3,99.4,-2.3,-0.59,-1.23,-1.62
137.896,-79.5,99.5,-0.7,-0.53,-1.47,-1.81
137.898,-77.9,98.5,2.8,-0.12,-1.44,-1.85
137.9,-73.7,93.1,7.6,0.08,-1.27,-1.86
137.902,-72,92.2,8,0.09,-1.22,-1.75
137.904,-68.5,92,7.1,-0.09,-1.23,-1.65
137.906,-66.4,91,6.7,-0.33,-1.32,-1.96
137.908,-63.8,89.3,5.3,-0.25,-1.25,-2.01
137.91,-63.6,87.5,0.8,-0.11,-1.2,-1.88
137.912,-64.1,87.4,-1.4,-0.05,-1.24,-1.71
137.914,-65,84,-3,-0.08,-1.4,-1.57
137.916,-63.6,81.8,-2,-0.07,-1.39,-1.66
137.918,-57.8,78.8,0,0.02,-1.32,-1.86
137.92,-55.5,78.5,0.4,0,-1.3,-1.87
137.922,-51.5,78.6,1.3,-0.1,-1.27,-1.65
137.924,-48.2,78.2,1.5,0,-1.25,-1.53
137.926,-43.6,75.8,0.7,0.1,-1.11,-1.72
137.928,-43.3,72.4,-2.8,0,-1.13,-1.91
137.93,-44.1,71,-3.6,-0.08,-1.29,-1.86
137.932,-42.5,66.2,-1.4,-0.02,-1.27,-1.59
137.934,-42.3,65.6,-0.2,0.13,-1.4,-1.72
137.936,-39.1,62.3,1.5,0.32,-1.29,-1.88
137.938,-37,60.6,1.6,0.36,-1.27,-1.85
137.94,-32.3,59.1,0.1,0.07,-1.22,-1.71
137.942,-30.3,59.8,-1.9,-0.19,-1.16,-1.61
137.944,-26.4,59.9,-5.6,-0.07,-1.28,-1.73
137.946,-24.2,56.1,-6.9,0.1,-1.3,-1.95
137.948,-23.7,54.1,-6.5,0.18,-1.41,-1.89
137.95,-23.3,50.2,-0.5,0.21,-1.46,-1.6
137.952,-21.2,48.3,2.7,0.4,-1.38,-1.62
137.954,-20.5,46.9,6,0.45,-1.15,-1.64
137.956,-19.5,45.7,5.2,0.48,-1.06,-1.65
137.958,-15.6,45.7,0.8,0.3,-0.9,-1.51
137.96,-12.7,45.7,-2.8,0.07,-1.01,-1.59
137.962,-7.6,43.1,-6.6,-0.18,-1.3,-1.75
137.964,-5.4,39.6,-4.2,0.25,-1.3,-1.74
137.966,-5.4,38.7,-3.1,0.49,-1.22,-1.65
137.968,-4.3,37.8,-2.3,0.38,-1.27,-1.49
137.97,-2.7,37.3,-0.7,0.32,-1.29,-1.51
137.972,-1.2,35.8,2,0.12,-1.23,-1.67
137.974,-0.6,35.2,2.5,0.16,-1.17,-1.71
137.976,2.1,33.1,1.7,0.45,-0.99,-1.48
137.978,4.4,32.7,0.1,0.39,-1,-1.47
137.98,9.1,32.5,-2.7,0.29,-1.08,-1.53
137.982,11.2,33.5,-2.4,0.12,-1.22,-1.73
137.984,12,32.9,-1.3,0.19,-1.21,-1.64
137.986,13,30.6,0.8,0.26,-1.19,-1.49
137.988,13.7,30.2,1.8,0.25,-1.2,-1.47
137.99,15.5,29.5,3.1,0.09,-1.16,-1.59
137.992,16.5,29.6,3.3,0.04,-1.13,-1.6
137.994,18.1,31.6,2,0.05,-1.04,-1.46
137.996,20,32.4,0.8,0.08,-1.03,-1.4
137.998,24.1,33.1,-0.3,0.17,-1.11,-1.49
138,27.5,32.4,0.8,0.17,-1.23,-1.58
138.002,28.5,32.3,2.2,0.19,-1.24,-1.58
138.004,30.1,31.8,5.1,0.24,-1.2,-1.55
138.006,30.5,31.9,5.7,0.29,-1.12,-1.53
138.008,30.8,30.9,4.1,0.21,-1.05,-1.51
138.01,31.3,31.2,2.8,0.17,-1.04,-1.48
138.012,33.9,31,1.1,0.15,-1.08,-1.48
138.014,35.5,30.4,0.9,0.19,-1.1,-1.46
138.016,39.4,30.1,1.5,0.29,-1.16,-1.45
138.018,43.3,28,3.7,0.23,-1.19,-1.49
138.02,44.8,27.7,5,0.23,-1.21,-1.45
138.022,45.2,26.2,6.4,0.16,-1.15,-1.44
138.024,45.2,26.6,6.3,0.2,-1.14,-1.38
138.026,45.7,24.7,4.3,0.2,-1.1,-1.38
138.028,47.1,24.2,3.4,0.17,-1.12,-1.44
138.03,50.4,23.1,2.2,0.18,-1.16,-1.47
138.032,52.2,23.1,2.4,0.16,-1.18,-1.49
138.034,55.8,22,3.9,0.21,-1.18,-1.4
138.036,58,20.2,5.3,0.2,-1.16,-1.39
138.038,58.7,19.5,5.5,0.22,-1.16,-1.38
138.04,59.3,16.6,5.8,0.18,-1.14,-1.4
138.042,59.3,16.4,5.8,0.19,-1.13,-1.37
138.044,61.1,15.2,5.4,0.23,-1.09,-1.35
138.046,62.5,15.5,5.2,0.25,-1.11,-1.36
138.048,65.8,13.2,5.2,0.25,-1.14,-1.39
138.05,67.4,12.5,5.8,0.28,-1.15,-1.37
138.052,70,10.9,6.7,0.3,-1.17,-1.37
138.054,71.4,9.2,7.6,0.34,-1.16,-1.35
138.056,71.9,8.3,7.6,0.33,-1.16,-1.34
138.058,73.2,7.6,6,0.29,-1.16,-1.32
138.06,73.8,6.8,5.4,0.24,-1.19,-1.36
138.062,75.6,4.9,5.7,0.32,-1.21,-1.33
138.064,76.5,3.9,6.2,0.39,-1.22,-1.32
138.066,79.8,3,7.2,0.35,-1.22,-1.29
138.068,81.3,2.5,7.7,0.28,-1.23,-1.33
138.07,83.3,1.4,8.5,0.2,-1.25,-1.33
138.072,82.8,0.3,9.2,0.26,-1.16,-1.19
138.074,82.6,-0.4,9.2,0.29,-1.17,-1.14
138.076,82.1,-1.8,8.9,0.3,-1.13,-1.08
138.078,82.7,-2.6,8.9,0.25,-1.18,-1.11
138.08,85,-2.8,9.9,0.2,-1.16,-1.11
138.082,86.5,-2.5,10.3,0.24,-1.12,-1.09
138.084,89.4,-2,10,0.28,-1.07,-1.06
138.086,91,-2.3,9.2,0.29,-1.09,-1.03
138.088,93.2,-3.1,8.6,0.3,-1.15,-0.97
138.09,94,-3.2,8.8,0.33,-1.22,-1.02
138.092,93.3,-3,9.4,0.36,-1.2,-1.01
138.094,92.6,-3,10.9,0.36,-1.24,-0.97
138.096,93.1,-3.4,11.6,0.36,-1.22,-0.97
138.098,94.8,-3.9,12.5,0.36,-1.18,-0.99
138.1,95.6,-3.9,12.4,0.33,-1.17,-1.03
138.102,97.7,-2.5,11.8,0.3,-1.16,-0.96
138.104,98.4,-2.2,11.3,0.24,-1.13,-0.94
138.106,99.3,-2.3,10.9,0.25,-1.16,-0.94
138.108,99.8,-2.7,11.6,0.32,-1.15,-0.96
138.11,99.4,-2.7,12.3,0.33,-1.16,-0.95
138.112,99.6,-2.5,13.2,0.32,-1.15,-0.86
138.114,100.1,-2.7,13.7,0.28,-1.13,-0.83
138.116,101,-1.7,14.2,0.36,-1.09,-0.86
138.118,101.7,-1.8,13.6,0.41,-1.08,-0.88
138.12,103.3,-0.9,12.6,0.34,-1.1,-0.89
138.122,104.2,-1.4,12.4,0.3,-1.13,-0.87
138.124,105.3,-0.9,12.6,0.32,-1.14,-0.85
138.126,105.7,-0.5,12.9,0.37,-1.15,-0.82
138.128,106.2,-0.4,14,0.36,-1.21,-0.86
138.13,106.5,-0.9,16.2,0.37,-1.23,-0.86
138.132,106.5,-0.9,17,0.38,-1.19,-0.84
138.134,105.9,0,17.1,0.39,-1.09,-0.78
138.136,105.8,0.5,16.6,0.37,-1.1,-0.74
138.138,105.9,1.3,16.3,0.42,-1.11,-0.72
138.14,106.6,0.9,16.4,0.44,-1.13,-0.71
138.142,108.1,0.7,16.9,0.47,-1.12,-0.73
138.144,108.7,0.9,17.3,0.42,-1.1,-0.7
138.146,109.8,1.5,17.5,0.36,-1.06,-0.67
138.148,110,1.8,17.5,0.37,-1.07,-0.6
138.15,110.3,1.7,17.7,0.42,-1.09,-0.6
138.152,110.3,1,18.6,0.46,-1.18,-0.72
138.154,110,1.3,19.5,0.51,-1.18,-0.7
138.156,111.8,0.5,20.8,0.5,-1.13,-0.68
138.158,112.4,0.9,21,0.51,-1.11,-0.67
138.16,112.7,1.8,20.9,0.48,-1.11,-0.66
138.162,112.7,2.3,20.9,0.48,-1.13,-0.66
138.164,112.6,2.9,20.9,0.47,-1.13,-0.68
138.166,111.9,2.9,21.4,0.5,-1.14,-0.61
138.168,111.6,3.2,21.8,0.5,-1.16,-0.54
138.17,111.6,4.1,23.2,0.49,-1.16,-0.51
138.172,111.5,4.4,23.9,0.49,-1.19,-0.54
138.174,111.7,3.5,25,0.55,-1.21,-0.56
138.176,111.7,3.5,25.6,0.57,-1.22,-0.54
138.178,112.7,3.7,26.2,0.58,-1.22,-0.51
138.18,113.3,3.6,26.4,0.58,-1.21,-0.5
138.182,113.9,4.1,26.8,0.59,-1.17,-0.52
138.184,114.2,4.7,27.2,0.58,-1.17,-0.52
138.186,114.2,5.1,27.5,0.59,-1.16,-0.5
138.188,114.7,5.5,27.7,0.58,-1.17,-0.48
138.19,114.3,5.6,27.9,0.58,-1.17,-0.46
138.192,113.4,6.1,28.8,0.58,-1.23,-0.44
138.194,112.9,5.5,29.4,0.58,-1.27,-0.45
138.196,111,6.3,31.5,0.67,-1.32,-0.45
138.198,110.6,7.1,32.8,0.7,-1.34,-0.46
138.2,111.1,7.7,34.5,0.82,-1.42,-0.38
138.202,113.1,6.2,35,0.73,-1.43,-0.37
138.204,112.9,6.8,35.4,0.76,-1.42,-0.35
138.206,111.6,7,36,0.77,-1.4,-0.36
138.208,111.3,7,36.2,0.74,-1.41,-0.37
138.21,111.3,7.4,37.2,0.74,-1.42,-0.35
138.212,111.6,7.2,38.2,0.79,-1.44,-0.35
138.214,112.9,8.1,40.5,0.82,-1.42,-0.36
138.216,113.8,8.3,40.8,0.77,-1.38,-0.38
138.218,113.6,9.3,41.4,0.66,-1.36,-0.31
138.22,112.4,10.2,41.2,0.57,-1.42,-0.23
138.222,111.5,10.5,40.9,0.54,-1.43,-0.26
138.224,108.5,10.7,41.7,0.62,-1.41,-0.2
138.226,107.8,8.8,42.5,0.6,-1.43,-0.21
138.228,106.9,8.9,47.1,0.66,-1.47,-0.21
138.23,107.6,9.3,49,0.78,-1.5,-0.16
138.232,110.6,9.3,51,0.78,-1.38,-0.26
138.234,111.1,10.2,51.7,0.93,-1.36,-0.22
138.236,110.6,12.3,51.2,0.69,-1.32,-0.31
138.238,109.4,12.3,48.7,0.49,-1.48,-0.26
138.24,107.6,12.7,48.5,0.49,-1.52,-0.25
138.242,106.8,12.5,48.8,0.6,-1.57,-0.12
138.244,105.5,12.4,49.8,0.68,-1.57,-0.14
138.246,104,12,54.1,0.64,-1.67,-0.26
138.248,102.8,11.9,56.8,0.68,-1.62,-0.24
138.25,101.8,11.2,61.5,0.73,-1.53,-0.13
138.252,102.9,12,62.2,0.79,-1.43,-0.06
138.254,104.5,13,60.2,0.74,-1.38,-0.01
138.256,103.4,14.9,57.6,0.53,-1.43,-0.1
138.258,103.3,15.4,57.2,0.46,-1.52,-0.15
138.26,102.4,15.6,57.6,0.61,-1.55,-0.1
138.262,101.6,15.8,59.2,0.68,-1.59,-0.04
138.264,100.1,15,63.1,0.81,-1.64,-0.03
138.266,98.8,14.2,65.4,0.8,-1.64,-0.08
138.268,97.2,13.6,69.6,0.71,-1.48,-0.01
138.27,97.4,14.1,70.1,0.7,-1.38,0.05
138.272,97.5,15.7,68.3,0.73,-1.31,0.14
138.274,97.5,18.5,66.2,0.73,-1.35,0
138.276,98,18.6,65.6,0.72,-1.42,-0.08
138.278,97.4,18.6,67.3,0.73,-1.5,-0.09
138.28,96.9,18.2,69.4,0.78,-1.55,0
138.282,95,17.5,73.9,0.81,-1.51,0.08
138.284,93.8,17.2,75.7,0.78,-1.47,0.05
138.286,91.4,17.2,76.7,0.66,-1.37,0.06
138.288,90.8,17.8,76.3,0.66,-1.35,0.07
138.29,90.3,19.4,75.5,0.54,-1.3,0.12
138.292,91.4,21.5,73.7,0.56,-1.35,0.06
138.294,92,21.5,73.9,0.59,-1.41,0.01
138.296,90.2,20.3,76.5,0.58,-1.42,0.03
138.298,89.7,19.4,78.2,0.57,-1.44,0.05
138.3,86.8,18.9,82.2,0.63,-1.4,0.16
138.302,85.3,18.7,83.4,0.61,-1.33,0.17
138.304,83.1,19.6,83.4,0.53,-1.17,0.17
138.306,82.9,20.6,82.1,0.53,-1.15,0.16
138.308,82.8,21.9,80,0.37,-1.17,0.17
138.31,84.3,23.1,78.8,0.4,-1.29,0.13
138.312,84.2,22.9,79.5,0.43,-1.35,0.13
138.314,82.8,22.1,82,0.45,-1.4,0.15
138.316,81.9,21.2,83.4,0.47,-1.44,0.17
138.318,78.8,20,86.7,0.48,-1.43,0.24
138.32,77,19.9,87.9,0.53,-1.42,0.26
138.322,73.9,21,87.7,0.57,-1.29,0.27
138.324,73.9,22.4,86.9,0.62,-1.3,0.28
138.326,74.9,23.3,84.8,0.62,-1.27,0.27
138.328,75.8,24,83.9,0.6,-1.33,0.19
138.33,75.8,24.5,84.3,0.61,-1.37,0.22
138.332,73.9,24.4,85.7,0.57,-1.39,0.24
138.334,72.7,23.8,86.7,0.55,-1.41,0.27
138.336,69.4,22.5,89,0.47,-1.39,0.24
138.338,67.3,22.7,89.8,0.46,-1.4,0.26
138.34,66.1,23.1,90.4,0.47,-1.35,0.29
138.342,66.2,23.8,90.4,0.49,-1.33,0.29
138.344,67.1,24,89.8,0.53,-1.33,0.25
138.346,66.8,24.1,89.7,0.57,-1.36,0.28
138.348,66.5,24.2,90,0.55,-1.41,0.3
138.35,64.4,24.7,91,0.58,-1.42,0.33
138.352,63.1,24.5,91.8,0.6,-1.41,0.31
138.354,59.9,24.5,92.8,0.63,-1.37,0.27
138.356,58.8,24.2,92.8,0.59,-1.35,0.26
138.358,58.3,24.6,92.9,0.59,-1.32,0.33
138.36,58.5,24.7,92.8,0.56,-1.32,0.32
138.362,57.8,25.9,92.5,0.54,-1.36,0.3
138.364,56.9,26,92.8,0.56,-1.42,0.3
138.366,55.6,25.4,94.1,0.56,-1.42,0.31
138.368,54,24.9,95.7,0.56,-1.42,0.32
138.37,52.7,25,96.2,0.59,-1.43,0.34
138.372,50.1,24.7,97.2,0.56,-1.45,0.31
138.374,49.2,24.6,97.4,0.56,-1.44,0.33
138.376,48.6,25.5,97.2,0.6,-1.44,0.37
138.378,48.3,25.8,96.9,0.6,-1.47,0.35
138.38,47.6,26,96.4,0.59,-1.5,0.35
138.382,47.3,25.6,96.7,0.55,-1.53,0.33
138.384,45.6,25.4,97.9,0.56,-1.55,0.35
138.386,43.8,25.1,99.4,0.57,-1.58,0.34
138.388,42.4,24.9,99.9,0.54,-1.58,0.34
138.39,40.6,24.2,101.1,0.6,-1.55,0.35
138.392,39.6,23.7,100.8,0.52,-1.52,0.31
138.394,39,25,100.2,0.55,-1.53,0.34
138.396,38.9,25.1,100.3,0.57,-1.51,0.32
138.398,38.5,25.2,100.5,0.56,-1.54,0.33
138.4,37.8,25.1,100.9,0.62,-1.61,0.3
138.402,35.4,24.2,102.1,0.55,-1.54,0.28
138.404,32.2,24.1,102.8,0.57,-1.49,0.32
138.406,32.3,23.7,103.1,0.55,-1.49,0.34
138.408,31,24.1,103.5,0.49,-1.39,0.26
138.41,30.5,24.5,103.1,0.52,-1.54,0.37
138.412,30.1,24.5,103.3,0.59,-1.6,0.31
138.414,28.9,24.5,103.6,0.55,-1.5,0.37
138.416,28.1,23.9,104.9,0.63,-1.46,0.36
138.418,28,22.5,105.3,0.55,-1.45,0.31
138.42,24.7,23.8,105.6,0.57,-1.35,0.28
138.422,23.3,23.6,106.1,0.5,-1.31,0.16
138.424,22.6,25.2,106.9,0.69,-1.53,0.47
138.426,22,23,107.9,0.62,-1.53,0.35
138.428,19.8,23.3,107.7,0.71,-1.28,0.36
138.43,18.7,22.8,107.9,0.59,-1.26,0.33
138.432,18.5,22.7,107.2,0.37,-1.31,0.19
138.434,18.5,23.2,107.7,0.56,-1.35,0.39
138.436,17.8,23.5,108.6,0.47,-1.39,0.29
138.438,16,22.6,109.8,0.75,-1.38,0.42
138.44,12.1,21.5,110.9,0.44,-1.27,0.2
138.442,10.9,23,111.2,0.67,-1.41,0.34
138.444,11.9,21.7,112.1,0.54,-1.39,0.32
138.446,11.2,22.4,111.7,0.54,-1.24,0.37
138.448,10,23.3,111,0.58,-1.28,0.35
138.45,10.6,21.6,111.3,0.59,-1.41,0.31
138.452,6.5,22.7,111.5,0.49,-1.31,0.29
138.454,6.9,21.4,111.7,0.47,-1.26,0.33
138.456,6.7,20.6,113.4,0.36,-1.31,0.1
138.458,5.1,20.7,114,0.72,-1.46,0.27
138.46,4.9,19.5,114.6,0.47,-1.19,0.29
138.462,2.1,19.7,114.8,0.54,-1.34,0.21
138.464,0.7,19.8,115.2,0.42,-1.23,0.24
138.466,0.1,20.3,115.7,0.41,-1.14,0.2
138.468,-0.2,21.2,115.2,0.48,-1.06,0.24
138.47,-1.1,20.4,114,0.39,-0.98,0.12
138.472,-0.2,21.1,114.6,0.59,-1.34,0.18
138.474,-0.9,18.1,115.7,0.27,-1.07,0.16
138.476,-2.6,18.3,116.6,0.35,-1.18,0.17
138.478,-5.5,18.9,117.3,0.31,-0.96,0.15
138.48,-7.2,19.7,118.4,0.52,-1.1,0.25
138.482,-7.6,19,117,0.25,-0.95,0.25
138.484,-8.2,18.7,116.5,0.35,-1.22,0.28
138.486,-8.8,19.6,116.7,0.34,-1.06,0.24
138.488,-9,20.1,117.7,0.32,-1.18,0.24
138.49,-8.6,19.5,117.9,0.37,-1.25,0.16
138.492,-8.4,18.4,118.4,0.37,-1.26,0.14
138.494,-2.2,15.4,117.8,0.39,-1.22,0.15
138.496,-0.8,13.3,117.5,0.42,-1.15,0.03
138.498,-10.6,16.5,120.1,0.25,-1.13,-0.01
138.5,-11.6,20.3,120.5,0.37,-1.08,0.01
138.502,-8.6,16.1,118.2,0.5,-1,0
138.504,-11.6,15.3,118.2,0.2,-1.29,-0.18
138.506,-17.6,18.2,120.1,0.45,-1.28,0.06
138.508,-17.7,18.9,119.1,0.47,-1,0.08
138.51,-19.2,18.2,119.8,0.32,-1.22,0.14
138.512,-15.3,18.4,118.2,0.3,-1.16,0.17
138.514,-14.2,18.8,118.8,0.21,-1.15,0.07
138.516,-8.6,19.1,116.8,0.27,-1.07,-0.16
138.518,-10.8,18.9,118.2,0.34,-1.04,-0.1
138.52,-18.6,17.6,120.1,0.26,-1.05,-0.06
138.522,-19.1,17.2,120.7,0.34,-1.03,0.04
138.524,-21.9,17.6,121,0.25,-1.25,0.02
138.526,-24.7,17.5,120.6,0.23,-1.15,0.06
138.528,-25.7,16.7,119.6,0.22,-1.13,0.09
138.53,-24.3,17.1,118.3,0.15,-1.09,0.01
138.532,-23.3,17.5,117.9,0.12,-1.03,-0.03
138.534,-21.2,17.3,117.4,0.08,-1.05,-0.09
138.536,-20.7,17,117.7,0.09,-1.04,-0.09
138.538,-21.9,16.5,118.3,0.09,-1.16,-0.09
138.54,-23.7,16.5,118.7,0.05,-1.04,-0.03
138.542,-25.8,16,118.6,0.04,-1.15,-0.1
138.544,-28.6,15.8,118.2,0.04,-0.99,-0.02
138.546,-29.7,15.5,117.7,0.02,-1.05,-0.05
138.548,-27.9,15.6,117.3,0.01,-1.07,-0.09
138.55,-27,16.1,117,0.05,-1.06,-0.15
138.552,-25.6,16.8,116.5,0.1,-0.98,-0.15
138.554,-25.3,16,116.4,0.09,-0.93,-0.15
138.556,-27,15.1,116.3,0.07,-0.84,-0.1
138.558,-28.8,14.9,116.1,0.03,-0.81,-0.07
138.56,-31,15.6,114.7,0,-0.86,-0.09
138.562,-31.2,15.2,114,-0.12,-0.92,-0.14
138.564,-30.2,15.6,112.8,-0.11,-1.01,-0.17
138.566,-28,15.1,112.4,-0.13,-1,-0.26
