Flight Time Rounded (s),Thrust (lb),Accel (ft/sec^2),Weight (lb)
15.37,0,-42.1215228,36.6586
15.38,0,-42.1009457,36.6586
15.39,0,-42.0804089,36.6586
15.4,0,-42.05990165,36.6586
15.41,0,-42.03942478,36.6586
15.42,0,-42.01897812,36.6586
15.43,0,-41.99856184,36.6586
15.44,0,-41.97817499,36.6586
15.45,0,-41.95782845,36.6586
15.46,0,-41.93750227,36.6586
15.47,0,-41.91721563,36.6586
15.48,0,-41.89694907,36.6586
15.49,0,-41.87672325,36.6586
15.5,0,-41.85652685,36.6586
15.51,0,-41.83636073,36.6586
15.52,0,-41.81622492,36.6586
15.53,0,-41.7961185,36.6586
15.54,0,-41.77604263,36.6586
15.55,0,-41.75599718,36.6586
15.56,0,-41.73598151,36.6586
15.57,0,-41.71600603,36.6586
15.58,0,-41.69605083,36.6586
15.59,0,-41.67613521,36.6586
15.6,0,-41.65623998,36.6586
15.61,0,-41.63638411,36.6586
15.62,0,-41.61654897,36.6586
15.63,0,-41.59675406,36.6586
15.64,0,-41.57697878,36.6586
15.65,0,-41.55724396,36.6586
15.66,0,-41.53753872,36.6586
15.67,0,-41.51786395,36.6586
15.68,0,-41.49820946,36.6586
15.69,0,-41.47859462,36.6586
15.7,0,-41.45901017,36.6586
15.71,0,-41.43944536,36.6586
15.72,0,-41.4199311,36.6586
15.73,0,-41.40042645,36.6586
15.74,0,-41.38096214,36.6586
15.75,0,-41.36152773,36.6586
15.76,0,-41.34211351,36.6586
15.77,0,-41.32274978,36.6586
15.78,0,-41.30339577,36.6586
15.79,0,-41.2840822,36.6586
15.8,0,-41.26479827,36.6586
15.81,0,-41.24554476,36.6586
15.82,0,-41.22631123,36.6586
15.83,0,-41.20710837,36.6586
15.84,0,-41.18794514,36.6586
15.85,0,-41.16879223,36.6586
15.86,0,-41.14968901,36.6586
15.87,0,-41.13060551,36.6586
15.88,0,-41.11155269,36.6586
15.89,0,-41.09252928,36.6586
15.9,0,-41.0735368,36.6586
15.91,0,-41.05457404,36.6586
15.92,0,-41.03563184,36.6586
15.93,0,-41.01672939,36.6586
15.94,0,-40.99784728,36.6586
15.95,0,-40.97899496,36.6586
15.96,0,-40.96018249,36.6586
15.97,0,-40.94139033,36.6586
15.98,0,-40.92261825,36.6586
15.99,0,-40.90389577,36.6586
16,0,-40.88519382,36.6586
16.01,0,-40.86653201,36.6586
16.02,0,-40.84787053,36.6586
16.03,0,-40.82925885,36.6586
16.04,0,-40.81066701,36.6586
16.05,0,-40.79210565,36.6586
16.06,0,-40.77357448,36.6586
16.07,0,-40.7550731,36.6586
16.08,0,-40.73659217,36.6586
16.09,0,-40.71815106,36.6586
16.1,0,-40.69973977,36.6586
16.11,0,-40.68133913,36.6586
16.12,0,-40.6629786,36.6586
16.13,0,-40.64463779,36.6586
16.14,0,-40.62633694,36.6586
16.15,0,-40.60805654,36.6586
16.16,0,-40.58981618,36.6586
16.17,0,-40.57159584,36.6586
16.18,0,-40.55339529,36.6586
16.19,0,-40.53522544,36.6586
16.2,0,-40.51709548,36.6586
16.21,0,-40.49899527,36.6586
16.22,0,-40.48091497,36.6586
16.23,0,-40.46286446,36.6586
16.24,0,-40.44484486,36.6586
16.25,0,-40.42684531,36.6586
16.26,0,-40.40887552,36.6586
16.27,0,-40.39094569,36.6586
16.28,0,-40.37302595,36.6586
16.29,0,-40.35513699,36.6586
16.3,0,-40.33727781,36.6586
16.31,0,-40.31945859,36.6586
16.32,0,-40.30164925,36.6586
16.33,0,-40.28387974,36.6586
16.34,0,-40.26613063,36.6586
16.35,0,-40.24842142,36.6586
16.36,0,-40.23073208,36.6586
16.37,0,-40.21306343,36.6586
16.38,0,-40.19542497,36.6586
16.39,0,-40.17781659,36.6586
16.4,0,-40.16023804,36.6586
16.41,0,-40.14267954,36.6586
16.42,0,-40.12516125,36.6586
16.43,0,-40.10765292,36.6586
16.44,0,-40.09017455,36.6586
16.45,0,-40.07273619,36.6586
16.46,0,-40.05531812,36.6586
16.47,0,-40.0379301,36.6586
16.48,0,-40.02057188,36.6586
16.49,0,-40.0032241,36.6586
16.5,0,-39.9859064,36.6586
16.51,0,-39.96862856,36.6586
16.52,0,-39.95137084,36.6586
16.53,0,-39.93414348,36.6586
16.54,0,-39.91694596,36.6586
16.55,0,-39.89976862,36.6586
16.56,0,-39.88261166,36.6586
16.57,0,-39.86548455,36.6586
16.58,0,-39.84838764,36.6586
16.59,0,-39.83132076,36.6586
16.6,0,-39.81428347,36.6586
16.61,0,-39.79725635,36.6586
16.62,0,-39.78026933,36.6586
16.63,0,-39.76331263,36.6586
16.64,0,-39.74637599,36.6586
16.65,0,-39.72945928,36.6586
16.66,0,-39.7125728,36.6586
16.67,0,-39.69571612,36.6586
16.68,0,-39.67888937,36.6586
16.69,0,-39.66208302,36.6586
16.7,0,-39.645307,36.6586
16.71,0,-39.62855081,36.6586
16.72,0,-39.61182481,36.6586
16.73,0,-39.59511861,36.6586
16.74,0,-39.57845256,36.6586
16.75,0,-39.56179698,36.6586
16.76,0,-39.54517137,36.6586
16.77,0,-39.52858538,36.6586
16.78,0,-39.51199973,36.6586
16.79,0,-39.49546425,36.6586
16.8,0,-39.47893893,36.6586
16.81,0,-39.46244334,36.6586
16.82,0,-39.44597803,36.6586
16.83,0,-39.42954277,36.6586
16.84,0,-39.41311777,36.6586
16.85,0,-39.39673246,36.6586
16.86,0,-39.38036745,36.6586
16.87,0,-39.36402283,36.6586
16.88,0,-39.34771786,36.6586
16.89,0,-39.33142305,36.6586
16.9,0,-39.31516866,36.6586
16.91,0,-39.29892388,36.6586
16.92,0,-39.28272923,36.6586
16.93,0,-39.26653457,36.6586
16.94,0,-39.25037019,36.6586
16.95,0,-39.2342362,36.6586
16.96,0,-39.21813198,36.6586
16.97,0,-39.20204819,36.6586
16.98,0,-39.18598396,36.6586
16.99,0,-39.16995008,36.6586
17,0,-39.15393605,36.6586
17.01,0,-39.13795216,36.6586
17.02,0,-39.12199794,36.6586
17.03,0,-39.10607441,36.6586
17.04,0,-39.09016039,36.6586
17.05,0,-39.07427692,36.6586
17.06,0,-39.05842315,36.6586
17.07,0,-39.04258995,36.6586
17.08,0,-39.02677638,36.6586
17.09,0,-39.01099326,36.6586
17.1,0,-38.99524009,36.6586
17.11,0,-38.97949714,36.6586
17.12,0,-38.96379425,36.6586
17.13,0,-38.94810153,36.6586
17.14,0,-38.93244863,36.6586
17.15,0,-38.91681579,36.6586
17.16,0,-38.9012034,36.6586
17.17,0,-38.88561082,36.6586
17.18,0,-38.87005803,36.6586
17.19,0,-38.85451571,36.6586
17.2,0,-38.8390033,36.6586
17.21,0,-38.82352065,36.6586
17.22,0,-38.8080585,36.6586
17.23,0,-38.79261639,36.6586
17.24,0,-38.77720415,36.6586
17.25,0,-38.76181223,36.6586
17.26,0,-38.74645036,36.6586
17.27,0,-38.73110836,36.6586
17.28,0,-38.71579647,36.6586
17.29,0,-38.7004948,36.6586
17.3,0,-38.68523327,36.6586
17.31,0,-38.66998153,36.6586
17.32,0,-38.65477005,36.6586
17.33,0,-38.63956826,36.6586
17.34,0,-38.62439722,36.6586
17.35,0,-38.60924608,36.6586
17.36,0,-38.59412503,36.6586
17.37,0,-38.57902385,36.6586
17.38,0,-38.56394275,36.6586
17.39,0,-38.54889149,36.6586
17.4,0,-38.53386045,36.6586
17.41,0,-38.51885975,36.6586
17.42,0,-38.50387933,36.6586
17.43,0,-38.48892872,36.6586
17.44,0,-38.47398832,36.6586
17.45,0,-38.4590778,36.6586
17.46,0,-38.44419736,36.6586
17.47,0,-38.42933693,36.6586
17.48,0,-38.41449664,36.6586
17.49,0,-38.39967637,36.6586
17.5,0,-38.38488624,36.6586
17.51,0,-38.37012609,36.6586
17.52,0,-38.35537608,36.6586
17.53,0,-38.34065612,36.6586
17.54,0,-38.32595637,36.6586
17.55,0,-38.31127679,36.6586
17.56,0,-38.29663676,36.6586
17.57,0,-38.28200655,36.6586
17.58,0,-38.26740684,36.6586
17.59,0,-38.25282724,36.6586
17.6,0,-38.2382676,36.6586
17.61,0,-38.22373828,36.6586
17.62,0,-38.20921899,36.6586
17.63,0,-38.19473941,36.6586
17.64,0,-38.18026987,36.6586
17.65,0,-38.16583071,36.6586
17.66,0,-38.15141166,36.6586
17.67,0,-38.13701268,36.6586
17.68,0,-38.12264349,36.6586
17.69,0,-38.10830447,36.6586
17.7,0,-38.09396566,36.6586
17.71,0,-38.07966696,36.6586
17.72,0,-38.06538814,36.6586
17.73,0,-38.05112963,36.6586
17.74,0,-38.03690106,36.6586
17.75,0,-38.02269221,36.6586
17.76,0,-38.008494,36.6586
17.77,0,-37.9943257,36.6586
17.78,0,-37.98018715,36.6586
17.79,0,-37.96606896,36.6586
17.8,0,-37.95197063,36.6586
17.81,0,-37.93789244,36.6586
17.82,0,-37.92384455,36.6586
17.83,0,-37.90981639,36.6586
17.84,0,-37.89580859,36.6586
17.85,0,-37.88182071,36.6586
17.86,0,-37.86786293,36.6586
17.87,0,-37.85392511,36.6586
17.88,0,-37.84000771,36.6586
17.89,0,-37.82609992,36.6586
17.9,0,-37.81223235,36.6586
17.91,0,-37.79838473,36.6586
17.92,0,-37.78455742,36.6586
17.93,0,-37.77074996,36.6586
17.94,0,-37.75697279,36.6586
17.95,0,-37.7432158,36.6586
17.96,0,-37.7294685,36.6586
17.97,0,-37.7157516,36.6586
17.98,0,-37.70206468,36.6586
17.99,0,-37.68838786,36.6586
18,0,-37.67474119,36.6586
18.01,0,-37.6611045,36.6586
18.02,0,-37.64750768,36.6586
18.03,0,-37.63392114,36.6586
18.04,0,-37.6203548,36.6586
18.05,0,-37.60681822,36.6586
18.06,0,-37.5932921,36.6586
18.07,0,-37.57979583,36.6586
18.08,0,-37.56632956,36.6586
18.09,0,-37.55287354,36.6586
18.1,0,-37.53943715,36.6586
18.11,0,-37.5260313,36.6586
18.12,0,-37.51264563,36.6586
18.13,0,-37.49927974,36.6586
18.14,0,-37.485934,36.6586
18.15,0,-37.47261814,36.6586
18.16,0,-37.45931239,36.6586
18.17,0,-37.44603665,36.6586
18.18,0,-37.43278111,36.6586
18.19,0,-37.41954549,36.6586
18.2,0,-37.40633994,36.6586
18.21,0,-37.3931446,36.6586
18.22,0,-37.37997914,36.6586
18.23,0,-37.36682382,36.6586
18.24,0,-37.3536986,36.6586
18.25,0,-37.34059343,36.6586
18.26,0,-37.32750831,36.6586
18.27,0,-37.31444347,36.6586
18.28,0,-37.30139871,36.6586
18.29,0,-37.28837394,36.6586
18.3,0,-37.27537945,36.6586
18.31,0,-37.26239504,36.6586
18.32,0,-37.24944033,36.6586
18.33,0,-37.23650575,36.6586
18.34,0,-37.22358138,36.6586
18.35,0,-37.21068717,36.6586
18.36,0,-37.19781301,36.6586
18.37,0,-37.1849587,36.6586
18.38,0,-37.17213465,36.6586
18.39,0,-37.15932083,36.6586
18.4,0,-37.14652665,36.6586
18.41,0,-37.13376276,36.6586
18.42,0,-37.12101885,36.6586
18.43,0,-37.10828486,36.6586
18.44,0,-37.09558116,36.6586
18.45,0,-37.08289763,36.6586
18.46,0,-37.07023408,36.6586
18.47,0,-37.05759054,36.6586
18.48,0,-37.04496689,36.6586
18.49,0,-37.03236359,36.6586
18.5,0,-37.01979005,36.6586
18.51,0,-37.00722677,36.6586
18.52,0,-36.99468345,36.6586
18.53,0,-36.98216044,36.6586
18.54,0,-36.96967719,36.6586
18.55,0,-36.95719421,36.6586
18.56,0,-36.94473124,36.6586
18.57,0,-36.93229828,36.6586
18.58,0,-36.91988545,36.6586
18.59,0,-36.90749252,36.6586
18.6,0,-36.89511962,36.6586
18.61,0,-36.88276713,36.6586
18.62,0,-36.87042469,36.6586
18.63,0,-36.85812201,36.6586
18.64,0,-36.84581963,36.6586
18.65,0,-36.83354743,36.6586
18.66,0,-36.82129519,36.6586
18.67,0,-36.80906274,36.6586
18.68,0,-36.79686042,36.6586
18.69,0,-36.78466816,36.6586
18.7,0,-36.77249626,36.6586
18.71,0,-36.76033447,36.6586
18.72,0,-36.74821253,36.6586
18.73,0,-36.73610064,36.6586
18.74,0,-36.72400886,36.6586
18.75,0,-36.71193723,36.6586
18.76,0,-36.6998855,36.6586
18.77,0,-36.6878638,36.6586
18.78,0,-36.67585221,36.6586
18.79,0,-36.66386072,36.6586
18.8,0,-36.65188948,36.6586
18.81,0,-36.63992829,36.6586
18.82,0,-36.62800666,36.6586
18.83,0,-36.61609525,36.6586
18.84,0,-36.60420391,36.6586
18.85,0,-36.59233285,36.6586
18.86,0,-36.58049183,36.6586
18.87,0,-36.56865077,36.6586
18.88,0,-36.55683962,36.6586
18.89,0,-36.54504867,36.6586
18.9,0,-36.53327794,36.6586
18.91,0,-36.52152704,36.6586
18.92,0,-36.50990675,36.6586
18.93,0,-36.49831698,36.6586
18.94,0,-36.48675697,36.6586
18.95,0,-36.47520719,36.6586
18.96,0,-36.46368762,36.6586
18.97,0,-36.45217794,36.6586
18.98,0,-36.44068845,36.6586
18.99,0,-36.42921865,36.6586
19,0,-36.41777921,36.6586
19.01,0,-36.4063497,36.6586
19.02,0,-36.3949404,36.6586
19.03,0,-36.38354105,36.6586
19.04,0,-36.37216163,36.6586
19.05,0,-36.36081248,36.6586
19.06,0,-36.34947311,36.6586
19.07,0,-36.33815408,36.6586
19.08,0,-36.32685505,36.6586
19.09,0,-36.31557595,36.6586
19.1,0,-36.30430689,36.6586
19.11,0,-36.29306818,36.6586
19.12,0,-36.28183952,36.6586
19.13,0,-36.27063084,36.6586
19.14,0,-36.25943223,36.6586
19.15,0,-36.2482634,36.6586
19.16,0,-36.23711484,36.6586
19.17,0,-36.22598637,36.6586
19.18,0,-36.21485802,36.6586
19.19,0,-36.20375975,36.6586
19.2,0,-36.19269149,36.6586
19.21,0,-36.18162336,36.6586
19.22,0,-36.1705753,36.6586
19.23,0,-36.15955725,36.6586
19.24,0,-36.14854913,36.6586
19.25,0,-36.13756115,36.6586
19.26,0,-36.12659331,36.6586
19.27,0,-36.11563553,36.6586
19.28,0,-36.10470762,36.6586
19.29,0,-36.09378987,36.6586
19.3,0,-36.08289221,36.6586
19.31,0,-36.07200468,36.6586
19.32,0,-36.06114701,36.6586
19.33,0,-36.05030953,36.6586
19.34,0,-36.03948222,36.6586
19.35,0,-36.02867488,36.6586
19.36,0,-36.01787746,36.6586
19.37,0,-36.00712018,36.6586
19.38,0,-35.99636287,36.6586
19.39,0,-35.98562568,36.6586
19.4,0,-35.97490844,36.6586
19.41,0,-35.96421144,36.6586
19.42,0,-35.95352434,36.6586
19.43,0,-35.94286741,36.6586
19.44,0,-35.93222056,36.6586
19.45,0,-35.92158397,36.6586
19.46,0,-35.91097731,36.6586
19.47,0,-35.90038063,36.6586
19.48,0,-35.88980421,36.6586
19.49,0,-35.87924755,36.6586
19.5,0,-35.8687109,36.6586
19.51,0,-35.85818449,36.6586
19.52,0,-35.84768808,36.6586
19.53,0,-35.83720177,36.6586
19.54,0,-35.8267255,36.6586
19.55,0,-35.81627921,36.6586
19.56,0,-35.80584296,36.6586
19.57,0,-35.79542684,36.6586
19.58,0,-35.78503077,36.6586
19.59,0,-35.77465478,36.6586
19.6,0,-35.76428885,36.6586
19.61,0,-35.75394299,36.6586
19.62,0,-35.74361724,36.6586
19.63,0,-35.73330157,36.6586
19.64,0,-35.72300596,36.6586
19.65,0,-35.71272048,36.6586
19.66,0,-35.70246508,36.6586
19.67,0,-35.6922196,36.6586
19.68,0,-35.68199424,36.6586
19.69,0,-35.67178909,36.6586
19.7,0,-35.66159381,36.6586
19.71,0,-35.65141864,36.6586
19.72,0,-35.64126364,36.6586
19.73,0,-35.63112861,36.6586
19.74,0,-35.62100374,36.6586
19.75,0,-35.61089885,36.6586
19.76,0,-35.60080404,36.6586
19.77,0,-35.59073928,36.6586
19.78,0,-35.58067462,36.6586
19.79,0,-35.57064001,36.6586
19.8,0,-35.56061533,36.6586
19.81,0,-35.55062085,36.6586
19.82,0,-35.54063643,36.6586
19.83,0,-35.53066195,36.6586
19.84,0,-35.5207075,36.6586
19.85,0,-35.51077329,36.6586
19.86,0,-35.50085909,36.6586
19.87,0,-35.49095491,36.6586
19.88,0,-35.48107074,36.6586
19.89,0,-35.47120668,36.6586
19.9,0,-35.46135263,36.6586
19.91,0,-35.45151861,36.6586
19.92,0,-35.44170469,36.6586
19.93,0,-35.43190086,36.6586
19.94,0,-35.42212707,36.6586
19.95,0,-35.41236318,36.6586
19.96,0,-35.40260934,36.6586
19.97,0,-35.39287569,36.6586
19.98,0,-35.38316206,36.6586
19.99,0,-35.37346834,36.6586
20,0,-35.36378478,36.6586
20.01,0,-35.35412134,36.6586
20.02,0,-35.34446782,36.6586
20.03,0,-35.33484445,36.6586
20.04,0,-35.325231,36.6586
20.05,0,-35.31563775,36.6586
20.06,0,-35.30605441,36.6586
20.07,0,-35.29649127,36.6586
20.08,0,-35.28693807,36.6586
20.09,0,-35.27741492,36.6586
20.1,0,-35.2679019,36.6586
20.11,0,-35.25839908,36.6586
20.12,0,-35.24891629,36.6586
20.13,0,-35.23945348,36.6586
20.14,0,-35.2300009,36.6586
20.15,0,-35.22056836,36.6586
20.16,0,-35.21114583,36.6586
20.17,0,-35.20174335,36.6586
20.18,0,-35.19236092,36.6586
20.19,0,-35.18298855,36.6586
20.2,0,-35.17364622,36.6586
20.21,0,-35.16430397,36.6586
20.22,0,-35.15499163,36.6586
20.23,0,-35.14568932,36.6586
20.24,0,-35.13639714,36.6586
20.25,0,-35.12713508,36.6586
20.26,0,-35.11788311,36.6586
20.27,0,-35.10864122,36.6586
20.28,0,-35.09940944,36.6586
20.29,0,-35.09020763,36.6586
20.3,0,-35.0810159,36.6586
20.31,0,-35.07184414,36.6586
20.32,0,-35.06268252,36.6586
20.33,0,-35.05355087,36.6586
20.34,0,-35.04441936,36.6586
20.35,0,-35.03530786,36.6586
20.36,0,-35.02622637,36.6586
20.37,0,-35.01714486,36.6586
20.38,0,-35.00808371,36.6586
20.39,0,-34.99903262,36.6586
20.4,0,-34.99000148,36.6586
20.41,0,-34.98099043,36.6586
20.42,0,-34.97199936,36.6586
20.43,0,-34.9630084,36.6586
20.44,0,-34.95404743,36.6586
20.45,0,-34.94509653,36.6586
20.46,0,-34.93616568,36.6586
20.47,0,-34.92724478,36.6586
20.48,0,-34.91834414,36.6586
20.49,0,-34.90917166,36.6586
20.5,0,-34.90001931,36.6586
20.51,0,-34.89088693,36.6586
20.52,0,-34.88177467,36.6586
20.53,0,-34.87267236,36.6586
20.54,0,-34.86359019,36.6586
20.55,0,-34.85452794,36.6586
20.56,0,-34.84548593,36.6586
20.57,0,-34.83646387,36.6586
20.58,0,-34.82745184,36.6586
20.59,0,-34.81846012,36.6586
20.6,0,-34.80947847,36.6586
20.61,0,-34.80051675,36.6586
20.62,0,-34.79158512,36.6586
20.63,0,-34.78266353,36.6586
20.64,0,-34.77376194,36.6586
20.65,0,-34.76487048,36.6586
20.66,0,-34.75599903,36.6586
20.67,0,-34.74714766,36.6586
20.68,0,-34.73831654,36.6586
20.69,0,-34.72949555,36.6586
20.7,0,-34.72069447,36.6586
20.71,0,-34.71191349,36.6586
20.72,0,-34.70314261,36.6586
20.73,0,-34.69440173,36.6586
20.74,0,-34.68567096,36.6586
20.75,0,-34.67695014,36.6586
20.76,0,-34.66824965,36.6586
20.77,0,-34.65956912,36.6586
20.78,0,-34.65090871,36.6586
20.79,0,-34.64226833,36.6586
20.8,0,-34.63362795,36.6586
20.81,0,-34.62502762,36.6586
20.82,0,-34.61642733,36.6586
20.83,0,-34.60784724,36.6586
20.84,0,-34.59928733,36.6586
20.85,0,-34.59073752,36.6586
20.86,0,-34.58220757,36.6586
20.87,0,-34.57369767,36.6586
20.88,0,-34.56520789,36.6586
20.89,0,-34.55672818,36.6586
20.9,0,-34.54826872,36.6586
20.91,0,-34.53981921,36.6586
20.92,0,-34.53138979,36.6586
20.93,0,-34.52298037,36.6586
20.94,0,-34.51459102,36.6586
20.95,0,-34.50621172,36.6586
20.96,0,-34.49784269,36.6586
20.97,0,-34.48950365,36.6586
20.98,0,-34.48117463,36.6586
20.99,0,-34.47286561,36.6586
21,0,-34.4645768,36.6586
21.01,0,-34.456288,36.6586
21.02,0,-34.44802937,36.6586
21.03,0,-34.43978081,36.6586
21.04,0,-34.4315423,36.6586
21.05,0,-34.42333372,36.6586
21.06,0,-34.41514521,36.6586
21.07,0,-34.40696677,36.6586
21.08,0,-34.39878861,36.6586
21.09,0,-34.39064039,36.6586
21.1,0,-34.38251228,36.6586
21.11,0,-34.37439414,36.6586
21.12,0,-34.36629613,36.6586
21.13,0,-34.35820828,36.6586
21.14,0,-34.35014048,36.6586
21.15,0,-34.34209273,36.6586
21.16,0,-34.33405502,36.6586
21.17,0,-34.32603733,36.6586
21.18,0,-34.31802971,36.6586
21.19,0,-34.31004225,36.6586
21.2,0,-34.30207484,36.6586
21.21,0,-34.29411749,36.6586
21.22,0,-34.28617023,36.6586
21.23,0,-34.2782531,36.6586
21.24,0,-34.27033605,36.6586
21.25,0,-34.26244905,36.6586
21.26,0,-34.25457202,36.6586
21.27,0,-34.2467051,36.6586
21.28,0,-34.23885837,36.6586
21.29,0,-34.23103161,36.6586
21.3,0,-34.22321496,36.6586
21.31,0,-34.21541833,36.6586
21.32,0,-34.20763189,36.6586
21.33,0,-34.19986545,36.6586
21.34,0,-34.19210908,36.6586
21.35,0,-34.18437273,36.6586
21.36,0,-34.17665645,36.6586
21.37,0,-34.16895035,36.6586
21.38,0,-34.16125425,36.6586
21.39,0,-34.1535782,36.6586
21.4,0,-34.14592225,36.6586
21.41,0,-34.13827641,36.6586
21.42,0,-34.1306407,36.6586
21.43,0,-34.12302496,36.6586
21.44,0,-34.11542926,36.6586
21.45,0,-34.10784384,36.6586
21.46,0,-34.10027842,36.6586
21.47,0,-34.09272303,36.6586
21.48,0,-34.08518765,36.6586
21.49,0,-34.07766228,36.6586
21.5,0,-34.07015717,36.6586
21.51,0,-34.06266205,36.6586
21.52,0,-34.05518697,36.6586
21.53,0,-34.04772213,36.6586
21.54,0,-34.04026724,36.6586
21.55,0,-34.03284242,36.6586
21.56,0,-34.02541758,36.6586
21.57,0,-34.01802287,36.6586
21.58,0,-34.01062833,36.6586
21.59,0,-34.00325379,36.6586
21.6,0,-33.99589928,36.6586
21.61,0,-33.98855496,36.6586
21.62,0,-33.9812207,36.6586
21.63,0,-33.97390644,36.6586
21.64,0,-33.96661227,36.6586
21.65,0,-33.95931821,36.6586
21.66,0,-33.95205423,36.6586
21.67,0,-33.94479033,36.6586
21.68,0,-33.93755661,36.6586
21.69,0,-33.93032282,36.6586
21.7,0,-33.92310918,36.6586
21.71,0,-33.91591554,36.6586
21.72,0,-33.90873205,36.6586
21.73,0,-33.90155861,36.6586
21.74,0,-33.89439522,36.6586
21.75,0,-33.887262,36.6586
21.76,0,-33.88012883,36.6586
21.77,0,-33.8730157,36.6586
21.78,0,-33.86592254,36.6586
21.79,0,-33.85883964,36.6586
21.8,0,-33.85176671,36.6586
21.81,0,-33.84471388,36.6586
21.82,0,-33.83767105,36.6586
21.83,0,-33.8306384,36.6586
21.84,0,-33.82363578,36.6586
21.85,0,-33.81663317,36.6586
21.86,0,-33.80965079,36.6586
21.87,0,-33.80267844,36.6586
21.88,0,-33.79571611,36.6586
21.89,0,-33.78877395,36.6586
21.9,0,-33.78184183,36.6586
21.91,0,-33.7749297,36.6586
21.92,0,-33.76802786,36.6586
21.93,0,-33.76113598,36.6586
21.94,0,-33.75426412,36.6586
21.95,0,-33.74741227,36.6586
21.96,0,-33.74056065,36.6586
21.97,0,-33.73372903,36.6586
21.98,0,-33.72690747,36.6586
21.99,0,-33.72010613,36.6586
22,0,-33.71330481,36.6586
22.01,0,-33.70653351,36.6586
22.02,0,-33.69976242,36.6586
22.03,0,-33.69301134,36.6586
22.04,0,-33.68627026,36.6586
22.05,0,-33.67954935,36.6586
22.06,0,-33.67283846,36.6586
22.07,0,-33.66613763,36.6586
22.08,0,-33.65945699,36.6586
22.09,0,-33.65277641,36.6586
22.1,0,-33.64612587,36.6586
22.11,0,-33.6394755,36.6586
22.12,0,-33.63284517,36.6586
22.13,0,-33.62622486,36.6586
22.14,0,-33.6196247,36.6586
22.15,0,-33.61302463,36.6586
22.16,0,-33.60644463,36.6586
22.17,0,-33.59987478,36.6586
22.18,0,-33.5933249,36.6586
22.19,0,-33.58678508,36.6586
22.2,0,-33.58025546,36.6586
22.21,0,-33.57373585,36.6586
22.22,0,-33.56723647,36.6586
22.23,0,-33.56074707,36.6586
22.24,0,-33.5542677,36.6586
22.25,0,-33.54780835,36.6586
22.26,0,-33.54135922,36.6586
22.27,0,-33.53491008,36.6586
22.28,0,-33.52849114,36.6586
22.29,0,-33.5220723,36.6586
22.3,0,-33.5156734,36.6586
22.31,0,-33.50928476,36.6586
22.32,0,-33.50290615,36.6586
22.33,0,-33.49653752,36.6586
22.34,0,-33.49018906,36.6586
22.35,0,-33.48385065,36.6586
22.36,0,-33.47752226,36.6586
22.37,0,-33.47121408,36.6586
22.38,0,-33.46491588,36.6586
22.39,0,-33.45861796,36.6586
22.4,0,-33.45233998,36.6586
22.41,0,-33.44607211,36.6586
22.42,0,-33.4398144,36.6586
22.43,0,-33.43357672,36.6586
22.44,0,-33.42734908,36.6586
22.45,0,-33.42113163,36.6586
22.46,0,-33.41492414,36.6586
22.47,0,-33.40873691,36.6586
22.48,0,-33.40254966,36.6586
22.49,0,-33.39638251,36.6586
22.5,0,-33.39021551,36.6586
22.51,0,-33.38406852,36.6586
22.52,0,-33.37793175,36.6586
22.53,0,-33.37180499,36.6586
22.54,0,-33.36569822,36.6586
22.55,0,-33.35960168,36.6586
22.56,0,-33.35350513,36.6586
22.57,0,-33.34743865,36.6586
22.58,0,-33.34137234,36.6586
22.59,0,-33.33531609,36.6586
22.6,0,-33.32926999,36.6586
22.61,0,-33.32324392,36.6586
22.62,0,-33.31722786,36.6586
22.63,0,-33.311212,36.6586
22.64,0,-33.3052162,36.6586
22.65,0,-33.2992306,36.6586
22.66,0,-33.29325504,36.6586
22.67,0,-33.2872895,36.6586
22.68,0,-33.28133414,36.6586
22.69,0,-33.27539877,36.6586
22.7,0,-33.26946364,36.6586
22.71,0,-33.26353854,36.6586
22.72,0,-33.25763345,36.6586
22.73,0,-33.25173853,36.6586
22.74,0,-33.24585366,36.6586
22.75,0,-33.23996899,36.6586
22.76,0,-33.23410433,36.6586
22.77,0,-33.22824991,36.6586
22.78,0,-33.2224055,36.6586
22.79,0,-33.21657106,36.6586
22.8,0,-33.21074688,36.6586
22.81,0,-33.20493274,36.6586
22.82,0,-33.19912879,36.6586
22.83,0,-33.19333482,36.6586
22.84,0,-33.18755089,36.6586
22.85,0,-33.18178717,36.6586
22.86,0,-33.17602348,36.6586
22.87,0,-33.17026998,36.6586
22.88,0,-33.16452649,36.6586
22.89,0,-33.15879319,36.6586
22.9,0,-33.15306998,36.6586
22.91,0,-33.14736674,36.6586
22.92,0,-33.14166371,36.6586
22.93,0,-33.13597071,36.6586
22.94,0,-33.13028788,36.6586
22.95,0,-33.12461512,36.6586
22.96,0,-33.11895253,36.6586
22.97,0,-33.11330001,36.6586
22.98,0,-33.10764769,36.6586
22.99,0,-33.10202537,36.6586
23,0,-33.09639312,36.6586
23.01,0,-33.09078103,36.6586
23.02,0,-33.085179,36.6586
23.03,0,-33.07957716,36.6586
23.04,0,-33.07398532,36.6586
23.05,0,-33.06841369,36.6586
23.06,0,-33.06284208,36.6586
23.07,0,-33.05729054,36.6586
23.08,0,-33.05173918,36.6586
23.09,0,-33.04619786,36.6586
23.1,0,-33.04066676,36.6586
23.11,0,-33.03514568,36.6586
23.12,0,-33.02962476,36.6586
