Flight Time Rounded (s),Thrust (lb),Accel (ft/sec^2),Weight (lb)
45.848,0,-15.83915262,36.6586
45.858,0,-15.82771731,36.6586
45.868,0,-15.81627209,36.6586
45.878,0,-15.80483659,36.6586
45.888,0,-15.79341113,36.6586
45.898,0,-15.78199554,36.6586
45.908,0,-15.77057002,36.6586
45.918,0,-15.75914434,36.6586
45.928,0,-15.74772876,36.6586
45.938,0,-15.73630303,36.6586
45.948,0,-15.72488726,36.6586
45.958,0,-15.71348136,36.6586
45.968,0,-15.70207551,36.6586
45.978,0,-15.69064977,36.6586
45.988,0,-15.6792438,36.6586
45.998,0,-15.66784778,36.6586
46.008,0,-15.65644177,36.6586
46.018,0,-15.64504585,36.6586
46.028,0,-15.63363986,36.6586
46.038,0,-15.6222538,36.6586
46.048,0,-15.61084777,36.6586
46.058,0,-15.59946165,36.6586
46.068,0,-15.58807559,36.6586
46.078,0,-15.57668973,36.6586
46.088,0,-15.56531366,36.6586
46.098,0,-15.55392768,36.6586
46.108,0,-15.54255171,36.6586
46.118,0,-15.53117565,36.6586
46.128,0,-15.51979004,36.6586
46.138,0,-15.50842405,36.6586
46.148,0,-15.49704836,36.6586
46.158,0,-15.4856827,36.6586
46.168,0,-15.47431701,36.6586
46.178,0,-15.46296149,36.6586
46.188,0,-15.4515959,36.6586
46.198,0,-15.44024049,36.6586
46.208,0,-15.42888505,36.6586
46.218,0,-15.41752966,36.6586
46.228,0,-15.40617447,36.6586
46.238,0,-15.39482924,36.6586
46.248,0,-15.3834941,36.6586
46.258,0,-15.37214903,36.6586
46.268,0,-15.36081392,36.6586
46.278,0,-15.34946882,36.6586
46.288,0,-15.33812399,36.6586
46.298,0,-15.326799,36.6586
46.308,0,-15.31547415,36.6586
46.318,0,-15.30414934,36.6586
46.328,0,-15.29283441,36.6586
46.338,0,-15.28149959,36.6586
46.348,0,-15.27018484,36.6586
46.358,0,-15.25886999,36.6586
46.368,0,-15.2475453,36.6586
46.378,0,-15.23624052,36.6586
46.388,0,-15.22492576,36.6586
46.398,0,-15.21363084,36.6586
46.408,0,-15.20232607,36.6586
46.418,0,-15.19102128,36.6586
46.428,0,-15.17971655,36.6586
46.438,0,-15.16842176,36.6586
46.448,0,-15.15712687,36.6586
46.458,0,-15.14583196,36.6586
46.468,0,-15.134547,36.6586
46.478,0,-15.1232522,36.6586
46.488,0,-15.11197709,36.6586
46.498,0,-15.10068216,36.6586
46.508,0,-15.08940708,36.6586
46.518,0,-15.07813212,36.6586
46.528,0,-15.06685707,36.6586
46.538,0,-15.05559188,36.6586
46.548,0,-15.04431663,36.6586
46.558,0,-15.03305139,36.6586
46.568,0,-15.02179611,36.6586
46.578,0,-15.01052101,36.6586
46.588,0,-14.99926583,36.6586
46.598,0,-14.98801047,36.6586
46.608,0,-14.97675517,36.6586
46.618,0,-14.96549999,36.6586
46.628,0,-14.9542546,36.6586
46.638,0,-14.94300943,36.6586
46.648,0,-14.93177412,36.6586
46.658,0,-14.92052889,36.6586
46.668,0,-14.90927374,36.6586
46.678,0,-14.89803852,36.6586
46.688,0,-14.88681331,36.6586
46.698,0,-14.875588,36.6586
46.708,0,-14.86435293,36.6586
46.718,0,-14.85312788,36.6586
46.728,0,-14.8419127,36.6586
46.738,0,-14.83069773,36.6586
46.748,0,-14.81947277,36.6586
46.758,0,-14.80825775,36.6586
46.768,0,-14.7970529,36.6586
46.778,0,-14.78583799,36.6586
46.788,0,-14.77464315,36.6586
46.798,0,-14.76343831,36.6586
46.808,0,-14.75224357,36.6586
46.818,0,-14.74104881,36.6586
46.828,0,-14.72984429,36.6586
46.838,0,-14.71865968,36.6586
46.848,0,-14.70747498,36.6586
46.858,0,-14.69628051,36.6586
46.868,0,-14.68510604,36.6586
46.878,0,-14.67392165,36.6586
46.888,0,-14.66274728,36.6586
46.898,0,-14.6515926,36.6586
46.908,0,-14.64041842,36.6586
46.918,0,-14.62924406,36.6586
46.928,0,-14.61808977,36.6586
46.938,0,-14.60692541,36.6586
46.948,0,-14.59577108,36.6586
46.958,0,-14.58462653,36.6586
46.968,0,-14.57346233,36.6586
46.978,0,-14.56231813,36.6586
46.988,0,-14.55115389,36.6586
46.998,0,-14.54001953,36.6586
47.008,0,-14.52886528,36.6586
47.018,0,-14.5177209,36.6586
47.028,0,-14.50658663,36.6586
47.038,0,-14.49546222,36.6586
47.048,0,-14.48432774,36.6586
47.058,0,-14.47319347,36.6586
47.068,0,-14.46206914,36.6586
47.078,0,-14.4509546,36.6586
47.088,0,-14.4398402,36.6586
47.098,0,-14.42872577,36.6586
47.108,0,-14.41760134,36.6586
47.118,0,-14.40649667,36.6586
47.128,0,-14.39539222,36.6586
47.138,0,-14.38428773,36.6586
47.148,0,-14.37318331,36.6586
47.158,0,-14.36209863,36.6586
47.168,0,-14.35100412,36.6586
47.178,0,-14.33990951,36.6586
47.188,0,-14.32881503,36.6586
47.198,0,-14.31774022,36.6586
47.208,0,-14.30664585,36.6586
47.218,0,-14.29556119,36.6586
47.228,0,-14.28449659,36.6586
47.238,0,-14.27342208,36.6586
47.248,0,-14.26233758,36.6586
47.258,0,-14.25128303,36.6586
47.268,0,-14.24020861,36.6586
47.278,0,-14.2291541,36.6586
47.288,0,-14.21808975,36.6586
47.298,0,-14.20703535,36.6586
47.308,0,-14.19598092,36.6586
47.318,0,-14.18493643,36.6586
47.328,0,-14.17389216,36.6586
47.338,0,-14.16284787,36.6586
47.348,0,-14.15181351,36.6586
47.358,0,-14.14076941,36.6586
47.368,0,-14.12973525,36.6586
47.378,0,-14.118721,36.6586
47.388,0,-14.10767707,36.6586
47.398,0,-14.09666277,36.6586
47.408,0,-14.08563872,36.6586
47.418,0,-14.07462477,36.6586
47.428,0,-14.06361088,36.6586
47.438,0,-14.05260694,36.6586
47.448,0,-14.041593,36.6586
47.458,0,-14.03057903,36.6586
47.468,0,-14.01958506,36.6586
47.478,0,-14.00859114,36.6586
47.488,0,-13.99758731,36.6586
47.498,0,-13.98660348,36.6586
47.508,0,-13.97559976,36.6586
47.518,0,-13.96462584,36.6586
47.528,0,-13.95364209,36.6586
47.538,0,-13.94265815,36.6586
47.548,0,-13.93167444,36.6586
47.558,0,-13.92071063,36.6586
47.568,0,-13.90973674,36.6586
47.578,0,-13.89877297,36.6586
47.588,0,-13.88780925,36.6586
47.598,0,-13.87686527,36.6586
47.608,0,-13.86589161,36.6586
47.618,0,-13.85494775,36.6586
47.628,0,-13.84399389,36.6586
47.638,0,-13.83305005,36.6586
47.648,0,-13.82210619,36.6586
47.658,0,-13.81116231,36.6586
47.668,0,-13.80023825,36.6586
47.678,0,-13.78930452,36.6586
47.688,0,-13.77837061,36.6586
47.698,0,-13.76743684,36.6586
47.708,0,-13.75651284,36.6586
47.718,0,-13.74557909,36.6586
47.728,0,-13.73466517,36.6586
47.738,0,-13.72374143,36.6586
47.748,0,-13.71283734,36.6586
47.758,0,-13.70192351,36.6586
47.768,0,-13.69100965,36.6586
47.778,0,-13.68011578,36.6586
47.788,0,-13.66922188,36.6586
47.798,0,-13.65832804,36.6586
47.808,0,-13.64743409,36.6586
47.818,0,-13.63655034,36.6586
47.828,0,-13.62566647,36.6586
47.838,0,-13.61477269,36.6586
47.848,0,-13.60389899,36.6586
47.858,0,-13.59301513,36.6586
47.868,0,-13.58214145,36.6586
47.878,0,-13.57127764,36.6586
47.888,0,-13.56042401,36.6586
47.898,0,-13.54956039,36.6586
47.908,0,-13.53869675,36.6586
47.918,0,-13.52784304,36.6586
47.928,0,-13.51699945,36.6586
47.938,0,-13.50614594,36.6586
47.948,0,-13.49530238,36.6586
47.958,0,-13.48446875,36.6586
47.968,0,-13.47362538,36.6586
47.978,0,-13.46279196,36.6586
47.988,0,-13.45195851,36.6586
47.998,0,-13.44114504,36.6586
48.008,0,-13.43032159,36.6586
48.018,0,-13.41950816,36.6586
48.028,0,-13.40868499,36.6586
48.038,0,-13.3978715,36.6586
48.048,0,-13.38705825,36.6586
48.058,0,-13.3762649,36.6586
48.068,0,-13.36546181,36.6586
48.078,0,-13.35464848,36.6586
48.088,0,-13.34385522,36.6586
48.098,0,-13.33307215,36.6586
48.108,0,-13.3222888,36.6586
48.118,0,-13.31149572,36.6586
48.128,0,-13.30071248,36.6586
48.138,0,-13.28993919,36.6586
48.148,0,-13.27916587,36.6586
48.158,0,-13.26839269,36.6586
48.168,0,-13.25762937,36.6586
48.178,0,-13.2468661,36.6586
48.188,0,-13.23609302,36.6586
48.198,0,-13.22533984,36.6586
48.208,0,-13.21458654,36.6586
48.218,0,-13.20384318,36.6586
48.228,0,-13.19309009,36.6586
48.238,0,-13.18235664,36.6586
48.248,0,-13.17161337,36.6586
48.258,0,-13.16087008,36.6586
48.268,0,-13.15014685,36.6586
48.278,0,-13.13941373,36.6586
48.288,0,-13.12869037,36.6586
48.298,0,-13.11796732,36.6586
48.308,0,-13.10725387,36.6586
48.318,0,-13.09653068,36.6586
48.328,0,-13.0858177,36.6586
48.338,0,-13.07511439,36.6586
48.348,0,-13.06442109,36.6586
48.358,0,-13.05370803,36.6586
48.368,0,-13.04302464,36.6586
48.378,0,-13.03232148,36.6586
48.388,0,-13.02164836,36.6586
48.398,0,-13.01095528,36.6586
48.408,0,-13.00027214,36.6586
48.418,0,-12.98959893,36.6586
48.428,0,-12.97891591,36.6586
48.438,0,-12.96825288,36.6586
48.448,0,-12.95758981,36.6586
48.458,0,-12.9469269,36.6586
48.468,0,-12.93627383,36.6586
48.478,0,-12.9256307,36.6586
48.488,0,-12.91496805,36.6586
48.498,0,-12.90432495,36.6586
48.508,0,-12.89367222,36.6586
48.518,0,-12.88303938,36.6586
48.528,0,-12.87239646,36.6586
48.538,0,-12.86177371,36.6586
48.548,0,-12.85114078,36.6586
48.558,0,-12.84052784,36.6586
48.568,0,-12.82988526,36.6586
48.578,0,-12.81927254,36.6586
48.588,0,-12.80865987,36.6586
48.598,0,-12.79805687,36.6586
48.608,0,-12.78745438,36.6586
48.618,0,-12.77684164,36.6586
48.628,0,-12.76624896,36.6586
48.638,0,-12.75564639,36.6586
48.648,0,-12.74506362,36.6586
48.658,0,-12.73447096,36.6586
48.668,0,-12.72388831,36.6586
48.678,0,-12.71330564,36.6586
48.688,0,-12.70273299,36.6586
48.698,0,-12.69216023,36.6586
48.708,0,-12.68159766,36.6586
48.718,0,-12.67101515,36.6586
48.728,0,-12.6604624,36.6586
48.738,0,-12.64990971,36.6586
48.748,0,-12.63935709,36.6586
48.758,0,-12.62880452,36.6586
48.768,0,-12.61827176,36.6586
48.778,0,-12.60771924,36.6586
48.788,0,-12.5971866,36.6586
48.798,0,-12.58665393,36.6586
48.808,0,-12.57612142,36.6586
48.818,0,-12.56559866,36.6586
48.828,0,-12.55507615,36.6586
48.838,0,-12.54456365,36.6586
48.848,0,-12.53404099,36.6586
48.858,0,-12.5235384,36.6586
48.868,0,-12.51303559,36.6586
48.878,0,-12.50252317,36.6586
48.888,0,-12.49203054,36.6586
48.898,0,-12.48152802,36.6586
48.908,0,-12.47104557,36.6586
48.918,0,-12.460543,36.6586
48.928,0,-12.45007045,36.6586
48.938,0,-12.43958819,36.6586
48.948,0,-12.42910563,36.6586
48.958,0,-12.41863327,36.6586
48.968,0,-12.40817084,36.6586
48.978,0,-12.39769852,36.6586
48.988,0,-12.38723604,36.6586
48.998,0,-12.37678367,36.6586
49.008,0,-12.36633118,36.6586
49.018,0,-12.35587903,36.6586
49.028,0,-12.34544668,36.6586
49.038,0,-12.33500434,36.6586
49.048,0,-12.32457202,36.6586
49.058,0,-12.31412981,36.6586
49.068,0,-12.30370758,36.6586
49.078,0,-12.29328551,36.6586
49.088,0,-12.28285317,36.6586
49.098,0,-12.27245086,36.6586
49.108,0,-12.26203894,36.6586
49.118,0,-12.25161684,36.6586
49.128,0,-12.24121473,36.6586
49.138,0,-12.23082236,36.6586
49.148,0,-12.22042046,36.6586
49.158,0,-12.21001845,36.6586
49.168,0,-12.19963614,36.6586
49.178,0,-12.18926403,36.6586
49.188,0,-12.17887208,36.6586
49.198,0,-12.16849005,36.6586
49.208,0,-12.15811814,36.6586
49.218,0,-12.14775587,36.6586
49.228,0,-12.13738391,36.6586
49.238,0,-12.12701191,36.6586
49.248,0,-12.11666008,36.6586
49.258,0,-12.10630794,36.6586
49.268,0,-12.09596592,36.6586
49.278,0,-12.08559418,36.6586
49.288,0,-12.07526206,36.6586
49.298,0,-12.06493019,36.6586
49.308,0,-12.05458814,36.6586
49.318,0,-12.04426617,36.6586
49.328,0,-12.03394435,36.6586
49.338,0,-12.02363228,36.6586
49.348,0,-12.0133105,36.6586
49.358,0,-12.00299865,36.6586
49.368,0,-11.99268678,36.6586
49.378,0,-11.98238473,36.6586
49.388,0,-11.97208275,36.6586
49.398,0,-11.96179089,36.6586
49.408,0,-11.951499,36.6586
49.418,0,-11.94120707,36.6586
49.428,0,-11.93091551,36.6586
49.438,0,-11.92064344,36.6586
49.448,0,-11.91036157,36.6586
49.458,0,-11.90008983,36.6586
49.468,0,-11.8898081,36.6586
49.478,0,-11.8795563,36.6586
49.488,0,-11.86930457,36.6586
49.498,0,-11.85904285,36.6586
49.508,0,-11.84879106,36.6586
49.518,0,-11.83855915,36.6586
49.528,0,-11.82831745,36.6586
49.538,0,-11.81807591,36.6586
49.548,0,-11.8078442,36.6586
49.558,0,-11.79762242,36.6586
49.568,0,-11.78739094,36.6586
49.578,0,-11.7771691,36.6586
49.588,0,-11.76695756,36.6586
49.598,0,-11.75675586,36.6586
49.608,0,-11.74654436,36.6586
49.618,0,-11.73633274,36.6586
49.628,0,-11.72614119,36.6586
49.638,0,-11.71594962,36.6586
49.648,0,-11.70574844,36.6586
49.658,0,-11.69556676,36.6586
49.668,0,-11.68538544,36.6586
49.678,0,-11.67520399,36.6586
49.688,0,-11.66503246,36.6586
49.698,0,-11.6548609,36.6586
49.708,0,-11.64470952,36.6586
49.718,0,-11.634538,36.6586
49.728,0,-11.6243766,36.6586
49.738,0,-11.61421527,36.6586
49.748,0,-11.60408396,36.6586
49.758,0,-11.59392258,36.6586
49.768,0,-11.58380107,36.6586
49.778,0,-11.57365982,36.6586
49.788,0,-11.56351874,36.6586
49.798,0,-11.55339723,36.6586
49.808,0,-11.543276,36.6586
49.818,0,-11.53316468,36.6586
49.828,0,-11.52305324,36.6586
49.838,0,-11.51294187,36.6586
49.848,0,-11.50283076,36.6586
49.858,0,-11.49274938,36.6586
49.868,0,-11.48263802,36.6586
49.878,0,-11.47255688,36.6586
49.888,0,-11.46244575,36.6586
49.898,0,-11.4523743,36.6586
49.908,0,-11.44228322,36.6586
49.918,0,-11.43221191,36.6586
49.928,0,-11.42215062,36.6586
49.938,0,-11.41207955,36.6586
49.948,0,-11.40200835,36.6586
49.958,0,-11.39195722,36.6586
49.968,0,-11.38190596,36.6586
49.978,0,-11.37185477,36.6586
49.988,0,-11.3618137,36.6586
49.998,0,-11.3517725,36.6586
50.008,0,-11.34172152,36.6586
50.018,0,-11.33170036,36.6586
50.028,0,-11.32165957,36.6586
50.038,0,-11.31163846,36.6586
50.048,0,-11.30161741,36.6586
50.058,0,-11.29161633,36.6586
50.068,0,-11.28159542,36.6586
50.078,0,-11.27159429,36.6586
50.088,0,-11.26159322,36.6586
50.098,0,-11.25160217,36.6586
50.108,0,-11.24162114,36.6586
50.118,0,-11.23164039,36.6586
50.128,0,-11.22164955,36.6586
50.138,0,-11.21165859,36.6586
50.148,0,-11.20167785,36.6586
50.158,0,-11.19171687,36.6586
50.168,0,-11.18174612,36.6586
50.178,0,-11.17178518,36.6586
50.188,0,-11.16182452,36.6586
50.198,0,-11.15188373,36.6586
50.208,0,-11.14193295,36.6586
50.218,0,-11.1319922,36.6586
50.228,0,-11.12205132,36.6586
50.238,0,-11.1121306,36.6586
50.248,0,-11.10220002,36.6586
50.258,0,-11.09226929,36.6586
50.268,0,-11.08234849,36.6586
50.278,0,-11.07242776,36.6586
50.288,0,-11.06250731,36.6586
50.298,0,-11.05261646,36.6586
50.308,0,-11.04270589,36.6586
50.318,0,-11.03281519,36.6586
50.328,0,-11.02292446,36.6586
50.338,0,-11.01302396,36.6586
50.348,0,-11.00314311,36.6586
50.358,0,-10.9932527,36.6586
50.368,0,-10.98337231,36.6586
50.378,0,-10.97350163,36.6586
50.388,0,-10.96364107,36.6586
50.398,0,-10.95377043,36.6586
50.408,0,-10.94391986,36.6586
50.418,0,-10.93405932,36.6586
50.428,0,-10.92420869,36.6586
50.438,0,-10.91436818,36.6586
50.448,0,-10.90452775,36.6586
50.458,0,-10.89467744,36.6586
50.468,0,-10.88484689,36.6586
50.478,0,-10.87502636,36.6586
50.488,0,-10.86519606,36.6586
50.498,0,-10.85538542,36.6586
50.508,0,-10.84556532,36.6586
50.518,0,-10.83576487,36.6586
50.528,0,-10.82596439,36.6586
50.538,0,-10.81615394,36.6586
50.548,0,-10.80635382,36.6586
50.558,0,-10.79655356,36.6586
50.568,0,-10.78677316,36.6586
50.578,0,-10.77700258,36.6586
50.588,0,-10.76721259,36.6586
50.598,0,-10.75744215,36.6586
50.608,0,-10.74768194,36.6586
50.618,0,-10.73791165,36.6586
50.628,0,-10.72814154,36.6586
50.638,0,-10.71840134,36.6586
50.648,0,-10.70863117,36.6586
50.658,0,-10.69889111,36.6586
50.668,0,-10.68915092,36.6586
50.678,0,-10.67942065,36.6586
50.688,0,-10.66968082,36.6586
50.698,0,-10.65996053,36.6586
50.708,0,-10.65023059,36.6586
50.717,0,-10.64051045,36.6586
50.727,0,-10.63082022,36.6586
50.737,0,-10.6210906,36.6586
50.747,0,-10.61140031,36.6586
50.757,0,-10.60169052,36.6586
50.767,0,-10.59200049,36.6586
50.777,0,-10.58232036,36.6586
50.787,0,-10.57263048,36.6586
50.797,0,-10.56295029,36.6586
50.807,0,-10.55328034,36.6586
50.817,0,-10.54360062,36.6586
50.827,0,-10.53393061,36.6586
50.837,0,-10.52427061,36.6586
50.847,0,-10.51461101,36.6586
50.857,0,-10.50496089,36.6586
50.867,0,-10.49530123,36.6586
50.877,0,-10.48565137,36.6586
50.887,0,-10.47602147,36.6586
50.897,0,-10.46638182,36.6586
50.907,0,-10.45675186,36.6586
50.917,0,-10.44713203,36.6586
50.927,0,-10.43751227,36.6586
50.937,0,-10.42790243,36.6586
50.947,0,-10.41827277,36.6586
50.957,0,-10.40867313,36.6586
50.967,0,-10.3990633,36.6586
50.977,0,-10.38946359,36.6586
50.987,0,-10.37987391,36.6586
50.997,0,-10.37029402,36.6586
51.007,0,-10.3607046,36.6586
51.017,0,-10.35112476,36.6586
51.027,0,-10.34154532,36.6586
51.037,0,-10.33197569,36.6586
51.047,0,-10.32242591,36.6586
51.057,0,-10.31286615,36.6586
51.067,0,-10.30329696,36.6586
51.077,0,-10.2937473,36.6586
51.087,0,-10.28421749,36.6586
51.097,0,-10.2746681,36.6586
51.107,0,-10.26512883,36.6586
51.117,0,-10.25558931,36.6586
51.127,0,-10.2460798,36.6586
51.137,0,-10.23654022,36.6586
51.147,0,-10.22703075,36.6586
51.157,0,-10.21751142,36.6586
51.167,0,-10.20800223,36.6586
51.177,0,-10.19851255,36.6586
51.187,0,-10.18901323,36.6586
51.197,0,-10.17951365,36.6586
51.207,0,-10.17002443,36.6586
51.217,0,-10.16053539,36.6586
51.227,0,-10.15105593,36.6586
51.237,0,-10.14158671,36.6586
51.247,0,-10.13211724,36.6586
51.257,0,-10.12264807,36.6586
51.267,0,-10.11317898,36.6586
51.277,0,-10.10372984,36.6586
51.287,0,-10.09428056,36.6586
51.297,0,-10.08484141,36.6586
51.307,0,-10.0753924,36.6586
51.317,0,-10.06597307,36.6586
51.327,0,-10.05653791,36.6586
51.337,0,-10.04711564,36.6586
51.347,0,-10.03768373,36.6586
51.357,0,-10.02826747,36.6586
51.367,0,-10.01885538,36.6586
51.377,0,-10.00944038,36.6586
51.387,0,-10.00003628,36.6586
51.397,0,-9.99064033,36.6586
51.407,0,-9.981244122,36.6586
51.417,0,-9.971860141,36.6586
51.427,0,-9.962480104,36.6586
51.437,0,-9.953090209,36.6586
51.447,0,-9.943719052,36.6586
51.457,0,-9.934358136,36.6586
51.467,0,-9.924988021,36.6586
51.477,0,-9.915630134,36.6586
51.487,0,-9.906278178,36.6586
51.497,0,-9.896920228,36.6586
51.507,0,-9.887584107,36.6586
51.517,0,-9.878233611,36.6586
51.527,0,-9.868904719,36.6586
51.537,0,-9.859570602,36.6586
51.547,0,-9.850244739,36.6586
51.557,0,-9.840916315,36.6586
51.567,0,-9.831599445,36.6586
51.577,0,-9.822293359,36.6586
51.587,0,-9.812983719,36.6586
51.597,0,-9.803687957,36.6586
51.607,0,-9.794388302,36.6586
51.617,0,-9.785096564,36.6586
51.627,0,-9.77581893,36.6586
51.637,0,-9.766531102,36.6586
51.647,0,-9.757259479,36.6586
51.657,0,-9.747988931,36.6586
51.667,0,-9.738723319,36.6586
51.677,0,-9.729466616,36.6586
51.687,0,-9.720206901,36.6586
51.697,0,-9.710952463,36.6586
51.707,0,-9.701703075,36.6586
51.717,0,-9.692460609,36.6586
51.727,0,-9.683215245,36.6586
51.737,0,-9.673981656,36.6586
51.747,0,-9.664759957,36.6586
51.757,0,-9.655539561,36.6586
51.767,0,-9.646320242,36.6586
51.777,0,-9.637110825,36.6586
51.787,0,-9.627896409,36.6586
51.797,0,-9.618703815,36.6586
51.807,0,-9.60951948,36.6586
51.817,0,-9.60032495,36.6586
51.827,0,-9.591139673,36.6586
51.837,0,-9.58195337,36.6586
51.847,0,-9.572765164,36.6586
51.857,0,-9.56360065,36.6586
51.867,0,-9.55442751,36.6586
51.877,0,-9.545268013,36.6586
51.887,0,-9.536103864,36.6586
51.897,0,-9.526956569,36.6586
51.907,0,-9.517801295,36.6586
51.917,0,-9.508664861,36.6586
51.927,0,-9.499529851,36.6586
51.937,0,-9.490390488,36.6586
51.947,0,-9.481265463,36.6586
51.957,0,-9.472135323,36.6586
51.967,0,-9.463027001,36.6586
51.977,0,-9.453909824,36.6586
51.987,0,-9.444803889,36.6586
51.997,0,-9.435703414,36.6586
52.007,0,-9.426600394,36.6586
52.017,0,-9.417516212,36.6586
52.027,0,-9.408424168,36.6586
52.037,0,-9.399334196,36.6586
52.047,0,-9.390254474,36.6586
52.057,0,-9.381196333,36.6586
52.067,0,-9.372119291,36.6586
52.077,0,-9.363062195,36.6586
52.087,0,-9.354000336,36.6586
52.097,0,-9.344940431,36.6586
52.107,0,-9.335890659,36.6586
52.117,0,-9.326836765,36.6586
52.127,0,-9.317803928,36.6586
52.137,0,-9.308773044,36.6586
52.147,0,-9.299742245,36.6586
52.157,0,-9.290726309,36.6586
52.167,0,-9.28171566,36.6586
52.177,0,-9.272696797,36.6586
52.187,0,-9.263691048,36.6586
52.197,0,-9.254678552,36.6586
52.207,0,-9.245680918,36.6586
52.217,0,-9.236692069,36.6586
52.227,0,-9.227699334,36.6586
52.237,0,-9.218711769,36.6586
52.247,0,-9.209730009,36.6586
52.257,0,-9.200756517,36.6586
52.267,0,-9.191785852,36.6586
52.277,0,-9.182825202,36.6586
52.287,0,-9.17386166,36.6586
52.297,0,-9.16490726,36.6586
52.307,0,-9.155963509,36.6586
52.317,0,-9.147022069,36.6586
52.327,0,-9.138070669,36.6586
52.337,0,-9.129146042,36.6586
52.347,0,-9.120209708,36.6586
52.357,0,-9.111295302,36.6586
52.367,0,-9.102388445,36.6586
52.377,0,-9.093471115,36.6586
52.387,0,-9.084552881,36.6586
52.397,0,-9.075653475,36.6586
52.407,0,-9.066755029,36.6586
52.417,0,-9.057854564,36.6586
52.427,0,-9.048969319,36.6586
52.437,0,-9.040074986,36.6586
52.447,0,-9.031204686,36.6586
52.457,0,-9.022331375,36.6586
52.467,0,-9.013469942,36.6586
52.477,0,-9.004601021,36.6586
52.487,0,-8.995745599,36.6586
52.497,0,-8.986889272,36.6586
52.507,0,-8.978051022,36.6586
52.517,0,-8.969195987,36.6586
52.527,0,-8.960367596,36.6586
52.537,0,-8.951528498,36.6586
52.547,0,-8.942703628,36.6586
52.557,0,-8.933886299,36.6586
52.567,0,-8.925064341,36.6586
52.577,0,-8.916251404,36.6586
52.587,0,-8.907456177,36.6586
52.597,0,-8.898642304,36.6586
52.607,0,-8.889846263,36.6586
52.617,0,-8.881056388,36.6586
52.627,0,-8.872259288,36.6586
52.637,0,-8.863472447,36.6586
52.647,0,-8.854700583,36.6586
52.657,0,-8.845925708,36.6586
52.667,0,-8.837154892,36.6586
52.677,0,-8.828395829,36.6586
52.687,0,-8.81963611,36.6586
52.697,0,-8.810890374,36.6586
52.707,0,-8.802143613,36.6586
52.717,0,-8.793405501,36.6586
52.727,0,-8.784656192,36.6586
52.737,0,-8.775931161,36.6586
52.747,0,-8.767194438,36.6586
52.757,0,-8.758480876,36.6586
52.767,0,-8.749765296,36.6586
52.777,0,-8.74105427,36.6586
52.787,0,-8.732353507,36.6586
52.797,0,-8.723654076,36.6586
52.807,0,-8.714957464,36.6586
52.817,0,-8.706271607,36.6586
52.827,0,-8.697586091,36.6586
52.837,0,-8.688898683,36.6586
52.847,0,-8.680226124,36.6586
52.857,0,-8.671561468,36.6586
52.867,0,-8.662893061,36.6586
52.877,0,-8.65423144,36.6586
52.887,0,-8.645564334,36.6586
52.897,0,-8.636929683,36.6586
52.907,0,-8.62828607,36.6586
52.917,0,-8.619647635,36.6586
52.927,0,-8.611024046,36.6586
52.937,0,-8.602392,36.6586
52.947,0,-8.593765494,36.6586
52.957,0,-8.585140325,36.6586
52.967,0,-8.576535702,36.6586
52.977,0,-8.567922623,36.6586
52.987,0,-8.55932612,36.6586
52.997,0,-8.550721902,36.6586
53.007,0,-8.54213179,36.6586
53.017,0,-8.533558254,36.6586
53.027,0,-8.524977256,36.6586
53.037,0,-8.51639325,36.6586
53.047,0,-8.507830649,36.6586
53.057,0,-8.499260843,36.6586
53.067,0,-8.490688766,36.6586
53.077,0,-8.482137483,36.6586
53.087,0,-8.473598451,36.6586
53.097,0,-8.465050331,36.6586
53.107,0,-8.456498466,36.6586
53.117,0,-8.447967395,36.6586
53.127,0,-8.439433443,36.6586
53.137,0,-8.430909375,36.6586
53.147,0,-8.422394583,36.6586
53.157,0,-8.413886315,36.6586
53.167,0,-8.405383484,36.6586
53.177,0,-8.396865744,36.6586
53.187,0,-8.388376859,36.6586
53.197,0,-8.379890786,36.6586
53.207,0,-8.371395882,36.6586
53.217,0,-8.362914828,36.6586
53.227,0,-8.354433264,36.6586
53.237,0,-8.345961195,36.6586
53.247,0,-8.337492584,36.6586
53.257,0,-8.329032863,36.6586
53.267,0,-8.320576083,36.6586
53.277,0,-8.312116295,36.6586
53.287,0,-8.303671864,36.6586
53.297,0,-8.295239771,36.6586
53.307,0,-8.286796394,36.6586
53.317,0,-8.278361046,36.6586
53.327,0,-8.269935319,36.6586
53.337,0,-8.261516629,36.6586
53.347,0,-8.253110793,36.6586
53.357,0,-8.244687338,36.6586
53.367,0,-8.236303767,36.6586
53.377,0,-8.22789822,36.6586
53.387,0,-8.219504667,36.6586
53.397,0,-8.211104401,36.6586
53.407,0,-8.202723799,36.6586
53.417,0,-8.194357172,36.6586
53.427,0,-8.185981122,36.6586
53.437,0,-8.177607619,36.6586
53.447,0,-8.169245249,36.6586
53.457,0,-8.160887073,36.6586
53.467,0,-8.152528863,36.6586
53.477,0,-8.144188462,36.6586
53.487,0,-8.135850141,36.6586
53.497,0,-8.127521962,36.6586
53.507,0,-8.119192362,36.6586
53.517,0,-8.110851493,36.6586
53.527,0,-8.102541912,36.6586
53.537,0,-8.094213002,36.6586
53.547,0,-8.085912538,36.6586
53.557,0,-8.077596445,36.6586
53.567,0,-8.069313292,36.6586
53.577,0,-8.061012131,36.6586
53.587,0,-8.052729175,36.6586
53.597,0,-8.044449157,36.6586
