Flight_Time_(s),Temperature_(F),Baro_Press_(atm),Velocity_Up,Velocity_DR,Velocity_CR,Tilt_Angle_(deg),Baro_Altitude_ASL_(feet)
45.84,68.1,0.5934,-47,32,29,157.3,13749.5
45.86,68.1,0.5934,-47,32,29,158.3,13749.5
45.88,68.1,0.5936,-47,32,29,159.5,13739.4
45.9,68.1,0.5936,-47,31,29,161,13739.4
45.92,68.1,0.5938,-47,31,29,162.7,13732.6
45.94,68.1,0.5938,-47,31,28,164.6,13732.6
45.96,68.1,0.5937,-47,30,28,166.6,13736.8
45.98,68.1,0.5937,-47,30,28,168.5,13736.8
46,68.1,0.5938,-47,30,28,170,13732.6
46.02,68.1,0.5938,-47,30,28,170.7,13732.6
46.04,68.1,0.5936,-47,29,27,170.2,13741
46.06,68.1,0.5936,-47,29,27,168.4,13741
46.08,68.1,0.5934,-47,29,28,165.8,13747.8
46.1,68.1,0.5934,-47,29,28,162.8,13747.8
46.12,68.1,0.5935,-46,28,28,159.5,13743.6
46.14,68.1,0.5935,-46,28,29,156.3,13742.7
46.16,68.1,0.5933,-45,28,29,153.2,13751.2
46.18,68.1,0.5933,-44,28,29,150.4,13751.2
46.2,68.1,0.5933,-44,28,30,147.9,13753.7
46.22,68.1,0.5933,-43,28,31,145.7,13753.7
46.24,68.1,0.5932,-42,28,31,143.9,13755.4
46.26,68.1,0.5932,-41,28,32,142.5,13755.4
46.28,68.1,0.5933,-41,28,32,141.5,13753.7
46.3,68.1,0.5933,-40,28,33,140.9,13752.9
46.32,68.1,0.5935,-39,28,33,140.6,13745.3
46.34,68.1,0.5935,-39,28,34,140.6,13744.4
46.36,68.1,0.5938,-38,28,35,140.9,13732.6
46.38,68.1,0.5938,-38,28,35,141.4,13732.6
46.4,68.1,0.5937,-37,28,35,142.1,13735.1
46.42,68.1,0.5937,-37,28,36,142.9,13734.3
46.44,68.1,0.5937,-36,28,36,143.8,13736.8
46.46,68.1,0.5937,-36,28,36,144.7,13736.8
46.48,68.1,0.5938,-36,29,36,145.6,13732.6
46.5,68.1,0.5938,-36,29,37,146.4,13732.6
46.52,68.1,0.5941,-36,29,37,147.2,13716.6
46.54,68.1,0.5942,-36,29,37,147.7,13715.7
46.56,68.1,0.5942,-36,29,37,148.2,13715.7
46.58,68.1,0.5941,-35,28,37,148.4,13716.6
46.6,68.1,0.5943,-35,28,36,148.6,13708.1
46.62,68.1,0.5944,-35,28,36,148.6,13707.3
46.64,68.1,0.5943,-35,28,36,148.6,13711.5
46.66,68.1,0.5943,-35,28,36,148.6,13711.5
46.68,68.1,0.5944,-34,28,36,148.7,13707.3
46.7,68.1,0.5944,-34,27,35,148.8,13707.3
46.72,68.1,0.5945,-34,27,35,148.9,13699.7
46.74,68.1,0.5945,-34,27,35,149.2,13699.7
46.76,68.1,0.5946,-34,26,35,149.5,13697.2
46.78,68.1,0.5946,-33,26,35,149.9,13698
46.8,68.1,0.5947,-33,26,35,150.4,13693.8
46.82,68.1,0.5947,-33,26,35,151,13693
46.84,68.1,0.5948,-33,25,35,151.5,13687
46.86,68.1,0.5948,-33,25,35,152.1,13687
46.88,68.1,0.5949,-33,25,36,152.6,13682.8
46.9,68.1,0.5949,-32,24,36,153.1,13682.8
46.92,68.1,0.5948,-32,24,36,153.5,13689.6
46.94,68.1,0.5948,-32,24,36,153.8,13689.6
46.96,68.1,0.5948,-32,24,37,154.1,13689.6
46.98,68.1,0.5948,-32,24,37,154.2,13689.6
47,68.1,0.5948,-32,24,38,154.2,13687
47.02,68.1,0.5948,-32,24,38,154.1,13687
47.04,68.1,0.5951,-32,24,39,153.8,13676.9
47.06,68.1,0.5951,-32,24,40,153.4,13676.9
47.08,68.1,0.595,-32,25,41,152.9,13678.6
47.1,68.1,0.595,-32,25,42,152.3,13678.6
47.12,68.1,0.5951,-32,25,43,151.4,13676.9
47.14,68.1,0.5951,-32,26,43,150.4,13676.9
47.16,68.1,0.5953,-32,26,44,149.2,13668.5
47.18,68.1,0.5953,-32,27,45,147.7,13668.5
47.2,68.1,0.5952,-32,27,46,145.9,13670.2
47.22,68.1,0.5952,-32,28,46,143.9,13670.2
47.24,68.1,0.5952,-32,28,47,141.5,13670.2
47.26,68.1,0.5952,-32,29,47,138.9,13670.2
47.28,68.1,0.5955,-32,29,47,136.1,13660.1
47.3,68.1,0.5955,-32,29,47,133.1,13660.1
47.32,68.1,0.5954,-32,30,47,129.9,13664.3
47.34,68.1,0.5954,-32,30,48,126.6,13664.3
47.36,68.1,0.5954,-32,30,48,123.4,13664.3
47.38,68.1,0.5954,-32,30,48,120.2,13664.3
47.4,68.1,0.5956,-32,30,48,117.2,13654.2
47.42,68.1,0.5956,-31,30,48,114.3,13654.2
47.44,68.1,0.5956,-31,30,48,111.7,13654.2
47.46,68.1,0.5956,-31,30,48,109.5,13654.2
47.48,68.1,0.5957,-31,31,48,107.5,13650.8
47.5,68.1,0.5957,-30,30,48,105.8,13650.8
47.52,68.1,0.5959,-30,30,49,104.5,13644.1
47.54,68.1,0.5959,-30,30,49,103.3,13644.1
47.56,68.1,0.5959,-30,30,49,102.2,13641.6
47.58,68.1,0.5959,-31,30,49,101.3,13641.6
47.6,68.1,0.596,-31,30,49,100.5,13639.9
47.62,68.1,0.596,-31,30,49,99.7,13639.9
47.64,68.1,0.5961,-32,30,49,98.9,13634
47.66,68.1,0.5961,-32,30,49,98.1,13634
47.68,68.1,0.5964,-33,30,49,97.3,13621.4
47.7,68.1,0.5964,-33,30,49,96.4,13622.2
47.72,68.1,0.5965,-33,30,49,95.5,13615.5
47.74,68.1,0.5965,-34,30,49,94.6,13615.5
47.76,68.1,0.5968,-34,29,49,93.6,13602.9
47.78,68.1,0.5968,-35,29,49,92.7,13603.7
47.8,68.1,0.597,-35,29,49,91.9,13597
47.82,68.1,0.597,-35,29,49,91,13597
47.84,68.1,0.5971,-36,29,49,90.1,13592.8
47.86,68.1,0.5971,-36,29,49,89.2,13593.6
47.88,68.1,0.5971,-36,29,49,88.4,13593.6
47.9,68.1,0.5971,-37,29,49,87.6,13593.6
47.92,68.1,0.5971,-37,29,49,86.8,13593.6
47.94,68.1,0.5971,-37,29,49,86.1,13593.6
47.96,68.1,0.5972,-37,29,49,85.5,13589.4
47.98,68.1,0.5972,-38,30,49,85,13589.4
48,68.1,0.597,-38,30,49,84.6,13595.3
48.02,68.1,0.597,-38,30,49,84.2,13595.3
48.04,68.1,0.5972,-38,30,49,83.9,13589.4
48.06,68.1,0.5972,-39,30,49,83.6,13589.4
48.08,68.1,0.5971,-39,30,49,83.3,13591.1
48.1,68.1,0.5971,-39,30,49,83.1,13591.1
48.12,68.1,0.5971,-39,30,49,82.9,13591.1
48.14,68.1,0.5971,-40,30,49,82.9,13591.1
48.16,68.1,0.5974,-40,30,49,82.8,13579.4
48.18,68.1,0.5974,-40,30,49,82.9,13579.4
48.2,68.1,0.5974,-40,30,49,83,13579.4
48.22,68.1,0.5974,-41,30,49,83.1,13579.4
48.24,68.1,0.5974,-41,30,49,83.4,13577.7
48.26,68.1,0.5975,-41,30,50,83.7,13576.8
48.28,68.1,0.5975,-41,30,50,84.2,13575.2
48.3,68.1,0.5975,-41,30,50,84.8,13575.2
48.32,68.1,0.5977,-41,30,50,85.6,13566.8
48.34,68.1,0.5977,-41,30,51,86.6,13566.8
48.36,68.1,0.5978,-41,31,51,87.7,13560.9
48.38,68.1,0.5978,-41,31,52,89.1,13560.9
48.4,68.1,0.5979,-41,31,52,90.7,13559.2
48.42,68.1,0.5979,-41,31,53,92.4,13559.2
48.44,68.1,0.5978,-41,31,54,94.4,13560.9
48.46,68.1,0.5978,-41,31,54,96.6,13560.9
48.48,68.1,0.5979,-42,31,55,98.8,13559.2
48.5,68.1,0.5979,-42,31,55,101.3,13558.4
48.52,68.1,0.5977,-42,31,56,103.6,13566.8
48.54,68.1,0.5977,-42,31,57,106.1,13566.8
48.56,68.1,0.5975,-43,30,57,108.6,13575.2
48.58,68.1,0.5975,-43,30,58,111.2,13575.2
48.6,68.1,0.5975,-43,30,59,113.7,13575.2
48.62,68.1,0.5975,-43,30,59,116.1,13575.2
48.64,68.1,0.5972,-44,30,60,118.2,13589.4
48.66,68.1,0.5972,-44,30,60,120,13589.4
48.68,68.1,0.5972,-45,30,60,121.3,13586.9
48.7,68.1,0.5972,-46,30,60,122.1,13587.8
48.72,68.1,0.598,-46,30,60,122.3,13552.5
48.74,68.1,0.598,-47,31,60,122,13552.5
48.76,68.1,0.5978,-47,32,60,121.3,13563.4
48.78,68.1,0.5978,-48,33,60,120.2,13562.6
48.8,68.1,0.5975,-48,35,60,118.7,13576.8
48.82,68.1,0.5974,-48,36,60,116.9,13577.7
48.84,68.1,0.5977,-48,38,61,115.1,13566.8
48.86,68.1,0.5977,-48,39,61,113.2,13566.8
48.88,68.1,0.5978,-48,41,61,111.5,13560.9
48.9,68.1,0.5978,-47,42,61,109.9,13560.9
48.92,68.1,0.5976,-47,43,61,108.5,13569.3
48.94,68.1,0.5977,-47,44,61,107.2,13568.4
48.96,68.1,0.5979,-47,45,61,106.2,13560
48.98,68.1,0.5978,-46,46,61,105.3,13560.9
49,68.1,0.598,-46,47,61,104.6,13555
49.02,68.1,0.598,-46,48,61,104.1,13555
49.04,68.1,0.5981,-46,49,61,103.8,13548.3
49.06,68.1,0.5981,-46,50,60,103.6,13548.3
49.08,68.1,0.5983,-46,51,60,103.6,13542.4
49.1,68.1,0.5983,-45,51,60,103.8,13542.4
49.12,68.1,0.5984,-45,51,60,104.2,13536.5
49.14,68.1,0.5984,-45,51,60,104.6,13535.7
49.16,68.1,0.5985,-45,51,59,105.1,13532.4
49.18,68.1,0.5985,-45,51,59,105.7,13532.4
49.2,68.1,0.5987,-45,51,60,106.4,13525.6
49.22,68.1,0.5987,-45,51,60,107.3,13525.6
49.24,68.1,0.5987,-44,51,60,108.3,13525.6
49.26,68.1,0.5987,-44,51,61,109.4,13525.6
49.28,68.1,0.5988,-44,51,62,110.6,13521.5
49.3,68.1,0.5988,-44,51,62,112,13521.5
49.32,68.1,0.599,-44,51,63,113.6,13513.9
49.34,68.1,0.599,-43,51,64,115.3,13513.9
49.36,68.1,0.5989,-43,51,65,117,13517.3
49.38,68.1,0.5989,-43,51,66,118.9,13517.3
49.4,68.1,0.5986,-43,52,67,120.9,13527.3
49.42,68.1,0.5986,-43,52,68,122.9,13528.2
49.44,68.1,0.5987,-43,53,69,124.9,13524
49.46,68.1,0.5987,-43,53,70,126.9,13524
49.48,68.1,0.5988,-44,53,71,128.8,13521.5
49.5,68.1,0.5988,-44,54,71,130.5,13521.5
49.52,68.1,0.5991,-44,54,72,132,13508.9
49.54,68.1,0.5991,-44,55,72,133.3,13509.7
49.56,68.1,0.5995,-45,55,73,134.3,13493
49.58,68.1,0.5995,-45,56,73,134.9,13493
49.6,68.1,0.5994,-45,56,73,135.1,13495.5
49.62,68.1,0.5994,-46,57,73,135,13494.6
49.64,68.1,0.5993,-46,58,73,134.6,13501.3
49.66,68.1,0.5993,-46,58,73,134,13501.3
49.68,68.1,0.5994,-46,59,72,133.1,13497.2
49.7,68.1,0.5994,-46,60,72,132.2,13497.2
49.72,68.1,0.5996,-46,61,71,131.2,13486.3
49.74,68.1,0.5996,-46,62,71,130.2,13487.1
49.76,68.1,0.5997,-46,63,70,129.3,13481.2
49.78,68.1,0.5997,-46,63,70,128.4,13481.2
49.8,68.1,0.5999,-46,64,69,127.7,13474.5
49.82,68.1,0.5999,-46,65,68,127,13474.5
49.84,68.1,0.5999,-46,65,68,126.5,13474.5
49.86,68.1,0.5999,-45,66,67,126,13474.5
49.88,68.1,0.6002,-45,66,66,125.5,13460.3
49.9,68.1,0.6002,-45,67,66,125.1,13460.3
49.92,68.1,0.6004,-45,67,65,124.6,13452.8
49.94,68.1,0.6004,-45,67,65,124,13451.9
49.96,68.1,0.6004,-45,67,65,123.4,13454.5
49.98,68.1,0.6004,-45,67,64,122.8,13454.5
50,68.1,0.6003,-44,67,64,122.2,13456.1
50.02,68.1,0.6003,-44,67,64,121.5,13456.1
50.04,68.1,0.6005,-44,67,65,120.8,13450.3
50.06,68.1,0.6005,-44,68,65,120.1,13450.3
50.08,68.1,0.6005,-44,68,65,119.4,13448.6
50.1,68.1,0.6005,-43,69,66,118.9,13447.8
50.12,68.1,0.6008,-43,69,66,118.6,13437.7
50.14,68.1,0.6008,-43,69,66,118.3,13438.6
50.16,68.1,0.6009,-43,70,67,118.2,13434.4
50.18,68.1,0.6009,-43,70,67,118.2,13433.6
50.2,68.1,0.601,-43,70,67,118.2,13427.7
50.22,68.1,0.601,-44,70,67,118.2,13427.7
50.24,68.1,0.601,-44,70,67,118.2,13429.4
50.26,68.1,0.601,-45,70,68,118.1,13429.4
50.28,68.1,0.601,-45,70,68,117.8,13427.7
50.3,68.1,0.601,-46,70,68,117.5,13428.5
50.32,68.1,0.601,-46,70,68,117.2,13430.2
50.34,68.1,0.601,-46,70,68,116.7,13430.2
50.36,68.1,0.6011,-47,70,69,116.2,13426
50.38,68.1,0.6011,-47,70,69,115.6,13426
50.4,68.1,0.6009,-48,70,69,115,13434.4
50.42,68.1,0.6009,-48,70,69,114.4,13434.4
50.44,68.1,0.6009,-48,70,70,113.8,13431.9
50.46,68.1,0.6009,-49,70,70,113.2,13431.9
50.48,68.1,0.6008,-49,70,70,112.5,13436.1
50.5,68.1,0.6008,-49,70,70,111.8,13436.1
50.52,68.1,0.601,-50,70,70,111.1,13428.5
50.54,68.1,0.601,-50,70,71,110.4,13427.7
50.56,68.1,0.6013,-51,70,71,109.7,13417.7
50.58,68.1,0.6013,-51,70,71,108.9,13417.7
50.6,68.1,0.6012,-51,70,71,108.1,13420.2
50.62,68.1,0.6012,-52,70,72,107.4,13420.2
50.64,68.1,0.6011,-52,70,72,106.6,13426
50.66,68.1,0.6011,-52,70,72,105.8,13426
50.68,68.1,0.6013,-52,70,72,105.1,13417.7
50.7,68.1,0.6013,-53,70,72,104.4,13417.7
50.72,68.1,0.6012,-53,70,73,103.7,13421.9
50.74,68.1,0.6012,-53,70,73,103,13421.9
50.76,68.1,0.6013,-53,71,73,102.4,13417.7
50.78,68.1,0.6012,-54,71,73,101.8,13418.5
50.8,68.1,0.6012,-54,71,73,101.3,13420.2
50.82,68.1,0.6012,-54,71,74,100.8,13420.2
50.84,68.1,0.6012,-54,71,74,100.4,13418.5
50.86,68.1,0.6012,-55,71,74,100.1,13418.5
50.88,68.1,0.6011,-55,71,74,99.9,13424.4
50.9,68.1,0.6011,-55,71,74,99.7,13424.4
50.92,68.1,0.6011,-55,71,75,99.6,13422.7
50.94,68.1,0.6012,-55,72,75,99.7,13421.9
50.96,68.1,0.6014,-56,72,75,99.9,13410.2
50.98,68.1,0.6014,-56,72,75,100.2,13410.2
51,68.1,0.6015,-56,72,75,100.7,13407.6
51.02,68.1,0.6015,-56,73,75,101.4,13408.5
51.04,68.1,0.6017,-56,73,75,102.2,13397.6
51.06,68.1,0.6017,-56,73,75,103.4,13397.6
51.08,68.1,0.6018,-56,74,75,104.8,13396
51.1,68.1,0.6018,-56,74,75,106.5,13395.1
51.12,68.1,0.6022,-55,75,75,108.6,13379.3
51.14,68.1,0.6022,-55,75,75,111,13379.3
51.16,68.1,0.6023,-55,76,74,113.8,13373.4
51.18,68.1,0.6023,-55,76,74,117.1,13373.4
51.2,68.1,0.6026,-55,77,73,120.6,13363.4
51.22,68.1,0.6026,-55,77,73,124.4,13363.4
51.24,68.1,0.6027,-55,78,72,128.4,13356.7
51.26,68.1,0.6027,-56,78,72,132.7,13356.7
51.28,68.1,0.6028,-56,79,71,137.2,13355.1
51.3,68.1,0.6028,-57,79,71,141.9,13355.1
51.32,68.1,0.6027,-57,80,70,146.7,13358.4
51.34,68.1,0.6027,-58,80,70,151.6,13358.4
51.36,68.1,0.6027,-59,81,69,156.6,13356.7
51.38,68.1,0.6027,-59,81,69,161.5,13356.7
51.4,68.1,0.6029,-60,81,68,165.9,13349.2
51.42,68.1,0.6029,-61,81,68,169,13348.4
51.44,68.1,0.6031,-62,81,67,169.2,13342.6
51.46,68.1,0.6031,-63,81,67,166.3,13342.6
51.48,68.1,0.6031,-63,81,66,161.6,13342.6
51.5,68.1,0.603,-64,80,66,156.2,13343.4
51.52,68.1,0.6029,-64,79,66,150.6,13349.2
51.54,68.1,0.6029,-65,79,65,145,13349.2
51.56,68.1,0.6024,-65,78,65,139.6,13369.2
